,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI
1978-12-21,9.89,1.39,9.12,0,8.95802600372959,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.22347890320979,3,94.71,94.71,94.71,94.71,8.129613734,11.65,0.770000000000001,0,0,0.0011887107801696198,19.316060905605198,0.053326948,9.99,9.29,0.0140603101969774,5.8,2104.0,-0.127999999999998,9.162,87.87,0.121724438,61.9,84.1,61.3
1978-12-22,9.89,1.5,9.12,0,9.10861744888764,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.27864437853441,4,96.31,96.31,96.31,96.31,8.26695279,11.65,0.770000000000001,0,0,0.0,19.641902121915603,0.052459155,10.01,9.37,0.0037327077660820602,5.8,2104.0,-0.257999999999999,9.112,87.72,0.121724438,61.9,84.1,61.3
1978-12-26,9.89,1.5,9.12,0,9.22230330149384,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.3205451656145,5,97.52,97.52,97.52,97.52,8.370815451,11.65,0.770000000000001,1,0,0.0,19.8881857507999,0.051826162,10.89,9.36,0.00223615367205447,5.8,2104.0,-0.228,9.132,87.57,0.046652223,61.9,84.1,61.3
1978-12-27,9.89,1.5,9.12,0,9.14023073696698,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.2919716326857102,4,96.66,96.66,96.66,96.66,8.296995707999999,11.65,0.770000000000001,1,0,0.0,19.712307534075002,0.052305331,10.82,9.19,0.0190212643139577,5.8,2104.0,-0.0679999999999996,9.122,86.55,0.046652223,61.9,84.1,61.3
1978-12-28,9.99,1.5,9.24,0,9.10355753101031,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.27973941248116,3,96.28,96.28,96.28,96.28,8.264377682000001,11.65,0.75,1,0,0.0,19.634318981566103,0.052529905999999994,10.71,9.2,0.0285047545394175,5.8,2104.0,-0.0379999999999985,9.162,86.82,0.046652223,61.9,84.1,61.3
1978-12-29,9.99,1.5,9.24,0,9.08674538274318,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.27465946233815,2,96.11,96.11,96.11,96.11,8.249785408,11.65,0.75,1,0,0.0,19.599153123116697,0.052641401,10.84,9.26,0.0269173856161032,5.8,2104.0,-0.10800000000000098,9.152000000000001,86.5,0.046652223,61.9,84.1,61.3
1979-01-02,9.99,1.5,9.24,0,9.14462125228116,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.29649528441595,1,96.73,96.73,96.73,96.73,8.303004292,11.65,0.75,1,0,0.0,19.7250797173563,0.052322452,11.72,9.41,0.0258210145383322,5.8,2104.0,-0.228,9.182,86.52,0.046652223,61.9,84.1,61.3
1979-01-03,9.99,1.5,9.24,0,9.245026792971439,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.3336715252107902,0,97.8,97.8,97.8,97.8,8.394849785,11.65,0.75,0,0,0.0,19.9427556165508,0.051768267,8.34,9.31,0.0091605789597446,5.8,2104.0,-0.14800000000000002,9.162,87.41,0.046652223,61.9,84.1,61.3
1979-01-04,10.08,1.5,9.27,0,9.318005200837561,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.3609705794000093,0,98.58,98.58,98.58,98.58,8.461802575,11.65,0.81,0,0,0.0,20.1012813575144,0.051376772,10.03,9.31,0.00455189704485378,5.8,2104.0,-0.198,9.112,87.54,0.046652223,61.9,84.1,61.3
1979-01-05,10.08,1.5,9.27,0,9.3692340319124,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.38043383126218,0,99.13,99.13,99.13,99.13,8.509012876,11.65,0.81,0,0,0.0,20.212895772385,0.051109334000000006,9.94,9.34,0.00732880906308356,5.8,2104.0,-0.23800000000000002,9.102,87.49,0.046652223,61.9,84.1,61.3
1979-01-08,10.08,1.5,9.27,0,9.33728904335717,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.3698922874092103,0,98.8,98.8,98.8,98.8,8.480686695,11.65,0.81,0,0,0.0,20.1450691537126,0.051297715,10.01,9.36,0.0182369981189986,5.8,2104.0,-0.218,9.142000000000001,87.21,0.046652223,61.9,84.1,61.3
1979-01-09,10.08,1.5,9.27,0,9.38661925388458,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.3886815856307204,0,99.33,99.33,99.33,99.33,8.526180258,11.65,0.81,0,0,0.0,20.252587955135397,0.051041582,10.01,9.27,0.000594300011455288,5.8,2104.0,-0.10799999999999901,9.162,87.61,0.046652223,61.9,84.1,61.3
1979-01-10,10.15,1.5,9.26,0,9.33294614004864,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.37028906046461,0,98.77,98.77,98.77,98.77,8.478111587999999,11.65,0.890000000000001,0,0,0.0,20.1378594193102,0.051348652,9.91,9.25,0.00644939804662387,5.8,2104.0,-0.0879999999999992,9.162,87.64,0.046652223,61.9,84.1,61.3
1979-01-11,10.15,1.5,9.26,0,9.36337312890342,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.38226175854099,0,99.1,99.1,99.1,99.1,8.506437768,11.65,0.890000000000001,0,0,0.0,20.2045857720821,0.051195280999999995,10.0,9.28,0.00551784308211074,5.8,2104.0,-0.128,9.152000000000001,88.12,0.046652223,61.9,84.1,61.3
1979-01-12,10.15,1.5,9.26,0,9.44106259568427,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.4113018718306,0,99.93,99.93,99.93,99.93,8.607235142,11.61,0.890000000000001,0,0,0.0,20.373240684879,0.050787535,10.01,9.35,-0.00252616863214946,5.9,2104.0,-0.20800000000000002,9.142000000000001,88.04,0.046652223,61.9,84.1,61.3
1979-01-15,10.15,1.5,9.26,0,9.512127741778,478.157847444365,0.0,0.0849932128333926,0.0,0,1,3.43795846801627,0,100.69,100.69,100.69,100.69,8.672695952,11.61,0.890000000000001,0,0,0.0,20.5276099735915,0.050421535999999996,10.17,9.44,-0.008601681966444409,5.9,2104.0,-0.28800000000000003,9.152000000000001,88.16,0.046652223,61.9,84.1,61.3
1979-01-16,10.15,1.5,9.26,0,9.395202841988171,478.157847444365,0.0,0.080166172085077,0.0,0,1,3.39667404518512,0,99.46,99.46,99.46,99.46,8.566752799,11.61,0.890000000000001,0,0,-0.0038616325986524204,20.2762765553294,0.051062643,10.1,9.44,0.0106749243861117,5.9,2104.0,-0.27799999999999897,9.162,87.81,0.046652223,61.9,84.1,61.3
1979-01-17,10.17,1.5,9.26,0,9.396365142131051,481.03638966978303,0.0,0.080166172085077,0.0,0,1,3.39806990865884,0,99.48,99.48,99.48,99.48,8.568475452000001,11.61,0.91,0,0,-0.00289622444898932,20.2797743742423,0.05106992900000001,10.05,9.44,0.00609165837679923,5.9,2125.0,-0.257999999999999,9.182,87.56,0.046652223,61.9,84.1,61.3
1979-01-18,10.17,1.5,9.26,0,9.36287128768484,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4069808912987996,0,99.72,99.72,99.72,99.72,8.589147287000001,11.61,0.91,0,0,0.0027959330496067102,20.2084595242391,0.050964525999999996,10.0,9.46,0.0139114908282699,5.9,2125.0,-0.278,9.182,87.38,0.046652223,61.9,84.1,61.3
1979-01-19,10.17,1.5,9.26,0,9.36501314378476,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4087203486084103,0,99.75,99.75,99.75,99.75,8.591731266,11.61,0.91,0,0,0.00257965386203658,20.2140496074829,0.050966702,10.03,9.4,0.0202065405448991,5.9,2125.0,-0.248000000000001,9.152000000000001,87.62,0.046652223,61.9,84.1,61.3
1979-01-22,10.17,1.5,9.26,0,9.37842060127335,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4145608866526,1,99.9,99.9,99.9,99.9,8.604651163,11.61,0.91,0,0,0.0023633746744664602,20.2439511465796,0.050907654000000004,10.15,9.34,0.0156507468223911,5.9,2125.0,-0.218,9.122,87.67,0.046652223,61.9,84.1,61.3
1979-01-23,10.17,1.5,9.26,0,9.44345590127515,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.43920152853818,2,100.6,100.6,100.6,100.6,8.664944014,11.61,0.91,0,0,0.0011816873372332301,20.385296307851103,0.050570780999999995,10.06,9.36,0.0037264147958679704,5.9,2125.0,-0.257999999999999,9.102,87.81,0.046652223,61.9,84.1,61.3
1979-01-24,10.15,1.5,9.28,0,9.401476766405821,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4248742357029505,3,100.16,100.16,100.16,100.16,8.62704565,11.61,0.870000000000001,0,0,0.0,20.2956285075979,0.05081037,10.02,9.35,-0.00304096177430498,5.9,2125.0,-0.267999999999999,9.082,87.67,0.046652223,61.9,84.1,61.3
1979-01-25,10.15,1.5,9.28,0,9.497475234116159,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4608091781702797,4,101.19,101.19,101.19,101.19,8.715762274,11.61,0.870000000000001,0,0,0.0,20.503821498922104,0.050310432999999995,10.02,9.33,-0.0129746249026642,5.9,2125.0,-0.34800000000000103,8.982000000000001,88.13,0.046652223,61.9,84.1,61.3
1979-01-26,10.15,1.28,9.28,0,9.55967406715849,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.48444322229886,5,101.86,101.86,101.86,101.86,8.773471146,11.61,0.870000000000001,1,0,0.0,20.639054420073897,0.049997429,10.05,9.34,-0.0241821918927602,5.9,2125.0,-0.407999999999999,8.932,88.13,0.04805317,61.9,84.1,61.3
1979-01-29,10.15,1.28,9.28,0,9.529897033214821,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.47455815062993,4,101.55,101.55,101.55,101.55,8.746770026,11.61,0.870000000000001,1,0,0.0,20.5757104940849,0.05016803,10.1,9.35,-0.0353942334497525,5.9,2125.0,-0.38799999999999996,8.962,88.34,0.04805317,61.9,84.1,61.3
1979-01-30,10.15,1.28,9.28,0,9.48229565718881,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4581701352631495,3,101.05,101.05,101.05,101.05,8.703703704,11.61,0.870000000000001,1,0,0.0,20.473868053090502,0.050434328,10.01,9.27,-0.0308557786434004,5.9,2125.0,-0.318,8.952,88.43,0.04805317,61.9,84.1,61.3
1979-01-31,10.1,1.28,9.24,0,9.376526453140901,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.4205608408078505,2,99.93,99.93,99.93,99.93,8.607235142,11.61,0.859999999999999,1,0,0.0,20.2464096528797,0.051017855,10.57,9.29,-0.0288182354742911,5.9,2125.0,-0.33799999999999897,8.952,88.86,0.04805317,61.9,84.1,61.3
1979-02-01,10.1,1.28,9.24,0,9.37867078941874,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.42230763519202,1,99.96,99.96,99.96,99.96,8.609819121000001,11.61,0.859999999999999,1,0,0.0,20.2519483472344,0.051020805,10.05,9.25,-0.0240769364581541,5.9,2125.0,-0.308,8.942,89.24,0.04805317,61.9,84.1,61.3
1979-02-02,10.1,1.28,9.24,0,9.334844763310391,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.40728285478079,0,99.5,99.5,99.5,99.5,8.570198105,11.61,0.859999999999999,0,0,0.0,20.1582095999218,0.051275025999999994,10.11,9.25,-0.0172079426193661,5.8,2125.0,-0.35800000000000104,8.892000000000001,89.25,0.04805317,61.9,84.1,61.3
1979-02-05,10.1,1.28,9.24,0,9.20190523166836,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.3597230344106603,0,98.09,98.09,98.09,98.09,8.448751077,11.61,0.859999999999999,0,1,0.0,19.872010308249198,0.052030691,10.26,9.18,0.000430224786444931,5.8,2125.0,-0.228,8.952,88.52,0.04805317,61.9,84.1,61.3
1979-02-06,10.1,1.28,9.24,0,9.1974968779068,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.35907742310422,0,98.05,98.05,98.05,98.05,8.445305771000001,11.61,0.859999999999999,0,0,0.0,19.863361290025498,0.052070534,10.27,9.21,0.008246159961895129,5.8,2125.0,-0.20800000000000002,9.002,88.27,0.04805317,61.9,84.1,61.3
1979-02-07,10.07,1.28,9.19,0,9.11336183082984,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.3293116733064596,0,97.16,97.16,97.16,97.16,8.368647717,11.61,0.880000000000001,0,0,0.0,19.682515683939,0.052566295,9.48,9.25,0.0167567502408723,5.8,2125.0,-0.157999999999999,9.092,87.35,0.04805317,57.3,85.8,58.5
1979-02-08,10.07,1.28,9.19,0,9.158670575639391,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.34682690936921,0,97.65,97.65,97.65,97.65,8.410852712999999,11.61,0.880000000000001,0,0,0.0,19.7812251109685,0.052321215,10.05,9.24,0.0103101300879137,5.8,2125.0,-0.14800000000000002,9.092,87.77,0.04805317,57.3,85.8,58.5
1979-02-09,10.07,1.28,9.19,0,9.17865168233801,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.3550933991348098,0,97.87,97.87,97.87,97.87,8.429801895,11.61,0.880000000000001,0,0,0.0,19.825230361611897,0.05222266,10.0,9.31,0.007453732253434559,5.8,2125.0,-0.198,9.112,87.85,0.04805317,57.3,85.8,58.5
1979-02-12,10.07,1.28,9.19,0,9.20894599027895,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.36713260320894,0,98.2,98.2,98.2,98.2,8.458225667999999,11.61,0.880000000000001,0,0,0.0,19.891509298867,0.052066159,9.97,9.31,0.0116638614724978,5.8,2125.0,,,,0.04805317,57.3,85.8,58.5
1979-02-13,10.07,1.28,9.19,0,9.27674483654811,481.03638966978303,0.0,0.0860746087712432,0.0,0,1,3.39288981188529,0,98.93,98.93,98.93,98.93,8.521102498,11.61,0.880000000000001,0,0,0.0,20.038801015192,0.051700817999999996,10.55,9.29,0.000733195465596201,5.8,2125.0,-0.177999999999999,9.112,88.19,0.04805317,57.3,85.8,58.5
1979-02-14,10.04,1.28,9.23,0,9.2704609130762,481.03638966978303,0.0,0.0796745869257753,0.0,0,1,3.39155880624498,0,98.87,98.87,98.87,98.87,8.515934539,11.61,0.8099999999999989,0,0,-0.00512001747637428,20.0260645320623,0.051751057,10.49,9.27,-0.00615460057527282,5.8,2125.0,-0.14800000000000002,9.122,88.25,0.04805317,57.3,85.8,58.5
1979-02-15,10.04,1.28,9.23,0,9.175667405856009,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.38748325653435,0,98.73,98.73,98.73,98.73,8.503875969,11.61,0.8099999999999989,0,0,0.0031981554555427396,19.822106475104498,0.051843331,10.07,9.26,-0.0103438535241781,5.8,2125.0,-0.138,9.122,88.14,0.04805317,57.3,85.8,58.5
1979-02-16,10.04,1.28,9.23,0,9.16952532118155,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.3861530415872503,1,98.67,98.67,98.67,98.67,8.513373598,11.59,0.8099999999999989,0,0,0.00271861768393045,19.8096164481043,0.051892954000000005,9.98,9.29,-0.0108615348112873,5.8,2125.0,-0.177999999999999,9.112,88.27,0.04805317,57.3,85.8,58.5
1979-02-20,10.04,1.28,9.23,0,9.238654109149119,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.41262008628264,2,99.42,99.42,99.42,99.42,8.578084556,11.59,0.8099999999999989,0,0,0.00223907991231816,19.9597387200822,0.051519447999999995,10.05,9.38,-0.034324309358152005,5.8,1656.0,-0.258000000000001,9.122,88.31,0.04805317,57.3,85.8,58.5
1979-02-21,10.04,1.28,9.23,0,9.2055630693264,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.40133496727068,3,99.07,99.07,99.07,99.07,8.547886109,11.59,0.8099999999999989,0,0,0.00175954214070587,19.889015862497303,0.051719483,9.76,9.42,-0.0292352065796088,5.8,1656.0,-0.268000000000001,9.152000000000001,88.35,0.04805317,57.3,85.8,58.5
1979-02-22,10.04,1.28,9.25,0,9.136240072580119,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.37665769868702,4,98.33,98.33,98.33,98.33,8.484037964,11.59,0.7899999999999989,0,0,0.0,19.7399974378906,0.052126868,9.99,9.41,-0.0153163391246915,5.8,1656.0,-0.20800000000000002,9.202,88.18,0.04805317,57.3,85.8,58.5
1979-02-23,10.04,1.22,9.25,0,9.08457864201998,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.35849971359016,5,97.78,97.78,97.78,97.78,8.436583261000001,11.59,0.7899999999999989,1,0,0.0,19.629123513022,0.052435902,10.02,9.44,-0.00898196149334895,5.8,1656.0,-0.228,9.212,88.16,0.04805317,57.3,85.8,58.5
1979-02-26,10.04,1.22,9.25,0,9.07380117237059,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.3554506908348296,4,97.67,97.67,97.67,97.67,8.427092321,11.59,0.7899999999999989,1,0,0.0,19.6065772576725,0.052510802999999995,10.09,9.46,0.00332341450363646,5.8,1656.0,-0.258000000000001,9.202,88.07,0.060864499999999995,57.3,85.8,58.5
1979-02-27,10.04,1.22,9.25,0,8.93018284819552,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.3032733863246806,3,96.13,96.13,96.13,96.13,8.294219154,11.59,0.7899999999999989,1,0,0.0,19.2969718181205,0.053368124,10.01,9.47,0.0172725138355666,5.8,1656.0,-0.278,9.192,88.14,0.060864499999999995,57.3,85.8,58.5
1979-02-28,10.1,1.22,9.28,0,8.94356878686533,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.30915729280294,2,96.28,96.28,96.28,96.28,8.307161346000001,11.59,0.82,1,0,0.0,19.3266163440788,0.053301053,10.24,9.45,0.0215129616770327,5.8,1656.0,-0.27799999999999897,9.172,88.18,0.060864499999999995,57.3,85.8,58.5
1979-03-01,10.1,1.22,9.28,0,9.000609731213551,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.33119646489011,1,96.9,96.9,96.9,96.9,8.360655738,11.59,0.82,1,0,0.0,19.450597425846897,0.052975985999999996,10.05,9.4,0.0265991874446097,5.8,1656.0,-0.228,9.172,88.28,0.060864499999999995,57.3,85.8,58.5
1979-03-02,10.1,1.22,9.28,0,9.00656020463309,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.33433956754345,0,96.97,96.97,96.97,96.97,8.366695427,11.59,0.82,0,0,0.0,19.464169372013398,0.05295575,10.11,9.41,0.0254630493406875,5.8,1656.0,-0.247999999999999,9.162,88.41,0.060864499999999995,57.3,85.8,58.5
1979-03-05,10.1,1.22,9.28,0,9.107242054056881,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.37255633756338,0,98.06,98.06,98.06,98.06,8.460742019,11.59,0.82,0,0,0.0,19.682468572473397,0.052384917999999996,10.15,9.4,0.0155806243603771,5.8,1656.0,-0.28800000000000003,9.112,88.48,0.060864499999999995,57.3,85.8,58.5
1979-03-06,10.1,1.22,9.28,0,9.089040352403961,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.3667586960171003,0,97.87,97.87,97.87,97.87,8.444348576,11.59,0.82,0,0,0.0,19.6438383449013,0.052504456,9.95,9.42,0.0192166860014009,5.8,1656.0,-0.278,9.142000000000001,88.41,0.060864499999999995,57.3,85.8,58.5
1979-03-07,10.21,1.22,9.36,0,9.14141707079964,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.38710402400079,0,98.44,98.44,98.44,98.44,8.493528904,11.59,0.8500000000000011,0,0,0.0,19.757743406363602,0.052218175,10.04,9.42,0.0121027364779213,5.8,1656.0,-0.318,9.102,88.15,0.060864499999999995,58.6,86.5,58.2
1979-03-08,10.21,1.22,9.36,0,9.24671642481602,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.42706622922094,0,99.58,99.58,99.58,99.58,8.59188956,11.59,0.8500000000000011,0,0,0.0,19.986038419113,0.051637910999999995,10.02,9.42,0.0020916121352173,5.8,1656.0,-0.318,9.102,88.09,0.060864499999999995,58.6,86.5,58.2
1979-03-09,10.21,1.22,9.36,0,9.24243861171599,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.4264270889266606,0,99.54,99.54,99.54,99.54,8.588438308999999,11.59,0.8500000000000011,0,0,0.0,19.9774929200982,0.051675405,10.17,9.52,0.0107696889683405,5.7,1656.0,-0.407999999999999,9.112,88.21,0.060864499999999995,58.6,86.5,58.2
1979-03-12,10.21,1.22,9.36,0,9.25394556474067,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.43163965664599,0,99.67,99.67,99.67,99.67,8.599654875,11.59,0.8500000000000011,0,0,0.0,20.0030607259413,0.051624725999999996,10.3,9.51,0.0131320547458988,5.7,1656.0,-0.39799999999999996,9.112,88.28,0.060864499999999995,58.6,86.5,58.2
1979-03-13,10.21,1.22,9.36,0,9.26916517529117,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.43823054546224,0,99.84,99.84,99.84,99.84,8.614322692,11.59,0.8500000000000011,0,0,0.0,20.0366497583421,0.051553517,10.22,9.51,0.00587200530201784,5.7,1656.0,-0.39799999999999996,9.112,88.59,0.060864499999999995,58.6,86.5,58.2
1979-03-14,10.23,1.22,9.35,0,9.25653302024562,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.43449162740637,0,99.71,99.71,99.71,99.71,8.603106126,11.59,0.880000000000001,0,0,0.0,20.0100273955429,0.051637447,10.39,9.52,0.014608127225818997,5.7,1656.0,-0.39799999999999996,9.122,88.39,0.060864499999999995,58.6,86.5,58.2
1979-03-15,10.23,1.22,9.35,0,9.26989494590019,481.99590374492203,0.0,0.0884722976293046,0.0,0,1,3.4403964510833402,0,99.86,99.86,99.86,99.86,8.616048317999999,11.59,0.880000000000001,0,0,0.0,20.0395910500655,0.051576572,10.14,9.49,0.0172403087831051,5.7,1656.0,-0.34800000000000103,9.142000000000001,88.46,0.060864499999999995,58.6,86.5,58.2
1979-03-16,10.23,1.22,9.35,0,9.34584807849879,483.595093870154,0.0,0.0836990188766471,0.0,0,1,3.46973140429392,0,100.69,100.69,100.69,100.69,8.153036437,12.35,0.880000000000001,0,0,-0.0038186230021260295,20.205604610178302,0.051168367,10.19,9.52,0.00826955924255077,5.7,1411.0,-0.39799999999999996,9.122,88.57,0.060864499999999995,58.6,86.5,58.2
1979-03-19,10.23,1.22,9.35,0,9.379093002273029,483.595093870154,0.0,0.0836990188766471,0.0,0,1,3.4832212200488697,0,101.06,101.06,101.06,101.06,8.182995951,12.35,0.880000000000001,0,1,-0.0028639672515945198,20.2792977015699,0.050997914000000005,10.11,9.5,-0.00092817550859218,5.7,1411.0,-0.37799999999999995,9.122,88.5,0.060864499999999995,58.6,86.5,58.2
1979-03-20,10.23,1.22,9.35,0,9.23177760631191,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.46465972035589,0,100.5,100.5,100.5,100.5,8.137651822,12.35,0.880000000000001,0,0,0.00622438238329259,19.962539556820897,0.05129906,9.93,9.52,0.0187734490001334,5.7,1411.0,-0.38799999999999996,9.132,88.54,0.060864499999999995,58.6,86.5,58.2
1979-03-21,10.24,1.22,9.38,0,9.29967117950288,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.4912554916437997,1,101.25,101.25,101.25,101.25,8.198380567000001,12.35,0.859999999999999,0,0,0.00514561466273519,20.111121188396897,0.05093592,9.91,9.56,0.00781513990153325,5.7,1411.0,-0.42800000000000105,9.132,88.5,0.060864499999999995,58.6,86.5,58.2
1979-03-22,10.24,1.22,9.38,0,9.33724417371665,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.5064779949530203,2,101.67,101.67,101.67,101.67,8.232388664,12.35,0.859999999999999,0,0,0.00406684694217781,20.1941459085974,0.050741895999999995,10.01,9.56,0.00279175000438702,5.7,1411.0,-0.43800000000000106,9.122,88.39,0.060864499999999995,58.6,86.5,58.2
1979-03-23,10.24,1.33,9.38,0,9.32981375095771,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.50480829857527,3,101.6,101.6,101.6,101.6,8.226720647999999,12.35,0.859999999999999,0,0,0.0020334234710889,20.179837892300398,0.050794432,10.01,9.55,-0.000841272260742269,5.7,1411.0,-0.42800000000000105,9.122,88.45,0.060864499999999995,58.6,86.5,58.2
1979-03-26,10.24,1.33,9.38,0,9.27739440116679,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.4862351357913304,4,101.04,101.04,101.04,101.04,8.181376517999999,12.35,0.859999999999999,0,0,0.0,20.068203005443802,0.051093625999999996,10.08,9.54,-0.0021287340955494,5.7,1411.0,-0.417999999999999,9.122,88.2,0.090730172,58.6,86.5,58.2
1979-03-27,10.24,1.33,9.38,0,9.408605459948301,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.5366650358368097,5,102.48,102.48,102.48,102.48,8.297975709,12.35,0.859999999999999,1,0,0.0,20.3537919809175,0.050393108,10.03,9.49,-0.00152332592490038,5.7,1411.0,-0.37799999999999995,9.112,88.42,0.090730172,58.6,86.5,58.2
1979-03-28,10.28,1.33,9.38,0,9.37455037493109,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.52498614916516,4,102.12,102.12,102.12,102.12,8.268825911,12.35,0.8999999999999989,1,0,0.0,20.2818689396822,0.050588243,9.83,9.43,0.00443162955341284,5.7,1411.0,-0.35800000000000104,9.072000000000001,88.37,0.090730172,58.6,86.5,58.2
1979-03-29,10.28,1.33,9.38,0,9.36528655641222,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.52262467159716,3,102.03,102.03,102.03,102.03,8.261538462,12.35,0.8999999999999989,1,0,0.0,20.2635667072636,0.05064998,10.01,9.39,0.011233214470418999,5.7,1411.0,-0.32800000000000107,9.062000000000001,88.48,0.090730172,58.6,86.5,58.2
1979-03-30,10.28,1.33,9.38,0,9.323902615085819,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.50817881480798,2,101.59,101.59,101.59,101.59,8.225910931,12.35,0.8999999999999989,1,0,0.0,20.1757500549735,0.050886539,10.07,9.44,0.014775592652401002,5.7,1411.0,-0.32799999999999896,9.112,88.53,0.090730172,58.6,86.5,58.2
1979-04-02,10.28,1.33,9.38,0,9.25958582944754,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.48509670734372,1,100.9,100.9,100.9,100.9,8.170040486,12.35,0.8999999999999989,1,0,0.0,20.038283056344,0.051251829000000006,10.03,9.54,0.018576244375689,5.7,1411.0,-0.42799999999999894,9.112,88.98,0.090730172,58.6,86.5,58.2
1979-04-03,10.28,1.33,9.38,0,9.39623826733626,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.5376524961626,0,102.4,102.4,102.4,102.4,8.291497976,12.35,0.8999999999999989,0,0,0.0,20.3357313924759,0.05051812,9.75,9.52,0.00837709598196133,5.7,1411.0,-0.417999999999999,9.102,89.11,0.090730172,58.6,86.5,58.2
1979-04-04,10.28,1.33,9.35,0,9.41817441729448,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.54703512735163,0,102.65,102.65,102.65,102.65,8.311740891,12.35,0.93,0,0,0.0,20.384927938787502,0.050412095,9.62,9.49,-0.0040730273256275795,5.7,1411.0,-0.39799999999999996,9.092,89.15,0.090730172,58.6,86.5,58.2
1979-04-05,10.28,1.33,9.35,0,9.473133309049699,483.595093870154,0.0,0.0938661362320916,0.0,0,1,3.56885940524997,0,103.26,103.26,103.26,103.26,8.361133602999999,12.35,0.93,0,0,0.0,20.5056066229991,0.050131199,10.0,9.49,-0.0130226582543876,5.7,1411.0,-0.41800000000000104,9.072000000000001,89.15,0.090730172,58.6,86.5,58.2
