,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS
1961-04-17,5.01,1.13,4.25,0,20.5964820807796,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.2155642570704899,0,66.68,66.68,66.68,66.68,21.64935065,3.08,0.76,0,1,0.0,36.5591516145539,0.029140601000000002,1.75,2.28,-0.0346605477713202,6.9,1283.0
1961-04-18,5.01,1.13,4.25,0,20.4490126570172,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.20695500887606,0,66.2,66.2,66.2,66.2,21.49350649,3.08,0.76,0,0,0.0,36.2940801070889,0.029352492,0.5,2.26,-0.0135524488831288,6.9,1283.0
1961-04-19,5.01,1.13,4.25,0,20.3293329788025,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.1999856279407801,1,65.81,65.81,65.81,65.81,21.36688312,3.08,0.76,0,0,0.0,36.0783770305888,0.029527042000000003,0.5,2.26,-0.0038202087660299897,6.9,1283.0
1961-04-20,5.01,1.13,4.25,0,20.3332119586659,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.2003090662754798,2,65.82,65.82,65.82,65.82,21.37012987,3.08,0.76,0,0,0.0,36.081974036514296,0.029523159,1.5,2.22,-0.0053458331177820605,6.9,1283.0
1961-04-21,5.01,1.03,4.25,0,20.3185545993956,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.1995383688456298,3,65.77,65.77,65.77,65.77,21.3538961,3.08,0.76,0,0,0.0,36.052681766274205,0.029546206000000002,1.5,2.23,-0.00687917305285202,6.9,1283.0
1961-04-24,5.01,1.03,4.25,0,19.8960874675548,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.1746929162330602,4,64.4,64.4,64.4,64.4,20.90909091,3.08,0.76,0,0,0.0,35.299856010850895,0.030175367999999998,0.5,2.18,0.0120244331811738,6.9,1283.0
1961-04-25,5.01,1.03,4.25,0,20.174920326850103,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.1912505801538797,5,65.3,65.3,65.3,65.3,21.2012987,3.08,0.76,1,0,0.0,35.7913098795387,0.029760082,0.5,2.2,0.00533299304380288,6.9,1283.0
1961-04-26,5.01,1.03,4.25,0,20.252944058896002,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.19595242771556,4,65.55,65.55,65.55,65.55,21.28246753,3.08,0.76,1,0,0.0,35.9264631548429,0.029647186000000002,1.0,2.24,0.00970683623114384,6.9,1283.0
1961-04-27,5.01,1.03,4.25,0,20.2259195440515,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.1944515677203602,3,65.46,65.46,65.46,65.46,21.25324675,3.08,0.76,1,0,0.0,35.8752666627647,0.029688554,1.0,2.27,0.0150042838010413,6.9,1283.0
1961-04-28,5.01,1.03,4.25,0,20.1804025985906,208.249347268142,0.0,0.0145150227696567,0.0,0,1,1.1918557095104498,2,65.31,65.31,65.31,65.31,21.27361564,3.07,0.76,1,0,0.0,35.7911951683764,0.029757348,0.5,2.27,0.0185023191711156,6.9,1283.0
1961-05-01,5.01,1.03,4.27,0,20.1379713124788,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.18944203379171,1,65.17,65.17,65.17,65.17,21.22801303,3.07,0.74,1,0,0.0,35.7126132129104,0.029821882999999997,0.5,2.27,0.0189949020815088,6.9,1283.0
1961-05-02,5.01,1.03,4.27,0,20.2840377506485,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.1981614098614999,0,65.64,65.64,65.64,65.64,21.38110749,3.07,0.74,0,0,0.0,35.9682977922902,0.029608955,0.5,2.25,0.0127128038325219,6.8,1283.0
1961-05-03,5.01,1.03,4.27,0,20.4517477695655,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.2081595624726398,0,66.18,66.18,66.18,66.18,21.55700326,3.07,0.74,0,0,0.0,36.2623120674999,0.029367958,0.25,2.21,0.00361706608475026,6.8,1283.0
1961-05-04,5.01,1.03,4.27,0,20.5329383291715,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.2130472968436299,0,66.44,66.44,66.44,66.44,21.64169381,3.07,0.74,0,0,0.0,36.4028829362559,0.029253629,0.75,2.19,-0.000606972510294217,6.8,1283.0
1961-05-05,5.01,1.03,4.27,0,20.5585045242529,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.21464920057765,0,66.52,66.52,66.52,66.52,21.66775244,3.07,0.74,0,0,0.0,36.444822097862,0.029219044,1.0,2.18,-0.0009084296086530119,6.8,1283.0
1961-05-08,5.01,1.03,4.27,0,20.525348811304,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.21278190802374,0,66.41,66.41,66.41,66.41,21.63192182,3.07,0.74,0,1,0.0,36.382666433339296,0.029268039,2.25,2.21,0.00644464777931536,6.8,1283.0
1961-05-09,5.01,1.03,4.27,0,20.5447337870859,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.21401894310995,0,66.47,66.47,66.47,66.47,21.6514658,3.07,0.74,0,0,0.0,36.413647633157396,0.029242217,2.75,2.24,0.009272434034077709,6.8,1283.0
1961-05-10,5.01,1.03,4.27,0,20.527028223408898,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.2130644217609599,0,66.41,66.41,66.41,66.41,21.63192182,3.07,0.74,0,0,0.0,36.3788914113957,0.029269235,2.75,2.23,0.0147856771987874,6.8,1283.0
1961-05-11,5.01,1.03,4.27,0,20.521684863417804,208.249347268142,0.0,0.0145150227696567,0.0,0,0,1.21284044265455,0,66.39,66.39,66.39,66.39,21.62540717,3.07,0.74,0,0,0.0,36.366050229897795,0.02927865,2.5,2.23,0.00913565895806824,6.8,1283.0
1961-05-12,5.01,1.03,4.27,0,20.5617772338416,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2140779109184099,0,66.45,66.45,66.45,66.45,21.71568627,3.06,0.74,0,0,-0.00433311374632836,36.4336278859575,0.02925281,1.75,2.22,0.0124054083668902,6.8,1283.0
1961-05-15,5.01,1.03,4.27,0,20.680240623733898,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22116209916064,0,66.83,66.83,66.83,66.83,21.83986928,3.06,0.74,0,0,-0.00324983530974627,36.6400477395259,0.02908707,2.5,2.24,0.00044233647743023206,6.8,1283.0
1961-05-16,5.01,1.03,4.27,0,20.758483759102198,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22587166103341,0,67.08,67.08,67.08,67.08,21.92156863,3.06,0.74,0,0,-0.00216655687316418,36.7751770474966,0.028979257999999997,2.75,2.25,-0.00583668440947992,6.8,1283.0
1961-05-17,5.01,1.03,4.27,0,20.855301138962602,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.23167825111026,0,67.39,67.39,67.39,67.39,22.02287582,3.06,0.74,0,0,-0.00108327843658209,36.943185036718,0.028846538999999997,3.0,2.33,-0.0167648653308748,6.8,1233.0
1961-05-18,5.01,1.03,4.27,0,20.7323917657545,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22450893159822,1,66.99,66.99,66.99,66.99,21.89215686,3.06,0.74,0,0,0.0,36.7219748664166,0.029019375,3.0,2.32,-0.0145915705270525,6.8,1233.0
1961-05-19,5.01,1.03,4.27,0,20.819929900709102,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22976849094045,2,67.27,67.27,67.27,67.27,21.98366013,3.06,0.74,0,0,0.0,36.8735255416268,0.028899177,2.25,2.29,-0.012420171509608,6.8,1233.0
1961-05-22,5.01,1.03,4.27,0,20.690816977878498,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22223189594522,3,66.85,66.85,66.85,66.85,21.84640523,3.06,0.74,0,0,0.0,36.641381815751,0.029081336,2.25,2.32,-0.00420272743563086,6.8,1233.0
1961-05-23,5.01,1.03,4.27,0,20.639073471172498,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2192652297601498,4,66.68,66.68,66.68,66.68,21.79084967,3.06,0.74,0,0,0.0,36.5462845248006,0.029156074,2.75,2.36,-0.00165666130697143,6.8,1233.0
1961-05-24,5.01,1.03,4.27,0,20.5099405663575,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.21172688799583,5,66.26,66.26,66.26,66.26,21.65359477,3.06,0.74,1,0,0.0,36.314184135361295,0.029341482999999998,2.75,2.44,0.0072081287801771905,6.8,1233.0
1961-05-25,5.01,1.03,4.27,0,20.4334196125123,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2072965338664299,4,66.01,66.01,66.01,66.01,21.57189542,3.06,0.74,1,0,0.0,36.1752735973775,0.02945321,2.75,2.42,0.016214228051211,6.8,1233.0
1961-05-26,5.01,0.94,4.27,0,20.5643499329167,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2151196921313798,3,66.43,66.43,66.43,66.43,21.78032787,3.05,0.74,1,0,0.0,36.4035374735596,0.029267591000000003,2.25,2.39,0.0070317365880494705,6.8,1233.0
1961-05-31,5.01,0.94,4.27,0,20.6055135903756,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2176391609225101,2,66.56,66.56,66.56,66.56,21.82295082,3.05,0.74,1,0,0.0,36.472867098584,0.029211024,1.0,2.34,0.00132897770433917,6.9,1233.0
1961-06-01,5.03,0.94,4.33,0,20.6064332474543,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2177807203906599,1,66.56,66.56,66.56,66.56,21.82295082,3.05,0.7,1,0,0.0,36.4709580180006,0.02921162,2.0,2.37,0.0017745968705750398,6.9,1233.0
1961-06-02,5.03,0.94,4.33,0,20.659985211781102,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22103261458047,0,66.73,66.73,66.73,66.73,21.87868852,3.05,0.7,0,0,0.0,36.5621951394131,0.029137796,3.0,2.47,-0.0009303790079519939,6.9,1233.0
1961-06-05,5.03,0.94,4.33,0,20.7692727148965,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2275785438134,0,67.08,67.08,67.08,67.08,21.99344262,3.05,0.7,0,1,0.0,36.7520426893366,0.028986356,2.75,2.49,-0.0138441252352955,6.9,1233.0
1961-06-06,5.03,0.94,4.33,0,20.7113672663518,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22424311057696,0,66.89,66.89,66.89,66.89,21.93114754,3.05,0.7,0,0,0.0,36.646029519809495,0.029069285,2.0,2.42,-0.0163146809013033,6.9,1233.0
1961-06-07,5.03,0.94,4.33,0,20.6348771037356,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.21980915366308,0,66.64,66.64,66.64,66.64,21.84918033,3.05,0.7,0,0,0.0,36.507158731741704,0.029178934,1.75,2.39,-0.009837987964310341,6.9,1233.0
1961-06-08,5.03,0.94,4.33,0,20.6450844211275,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.22049992762011,0,66.67,66.67,66.67,66.67,21.85901639,3.05,0.7,0,0,0.0,36.5216867531472,0.029166399,1.75,2.36,-0.0146916796395518,6.9,1233.0
1961-06-09,5.03,0.94,4.33,0,20.6429560706345,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.2204585205426002,0,66.66,66.66,66.66,66.66,21.92763158,3.04,0.7,0,0,0.0,36.514303374806,0.02917137,1.25,2.35,-0.0223336274104095,6.9,1233.0
1961-06-12,5.03,0.94,4.33,0,20.4859818340418,213.53692835112201,0.0,0.0090986305867462,0.0,0,0,1.21126275440045,0,66.15,66.15,66.15,66.15,21.75986842,3.04,0.7,0,0,0.0,36.2330512758477,0.029396874,1.0,2.31,-0.0239006076641615,6.9,1233.0
1961-06-13,5.03,0.94,4.33,0,20.358072414433103,213.53692835112201,0.0,0.009089441471174629,0.0,0,0,1.20499564718068,0,65.8,65.8,65.8,65.8,21.64473684,3.04,0.7,0,0,-7.351292457258991e-06,36.0032614778403,0.029553843,0.25,2.33,-0.009807396759597091,6.9,1233.0
1961-06-14,5.03,0.94,4.33,0,20.414734027879398,213.53692835112201,0.0,0.009089441471174629,0.0,0,0,1.20843369499851,0,65.98,65.98,65.98,65.98,21.70394737,3.04,0.7,0,0,-5.51346934294338e-06,36.0999006973847,0.029473819,0.25,2.32,-0.0126925443653354,6.9,1233.0
1961-06-15,5.03,0.94,4.33,0,20.3259716227478,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.20326402680355,0,65.69,65.69,65.69,65.69,21.60855263,3.04,0.7,0,0,-3.67564622862949e-06,35.939391063737794,0.02960454,2.0,2.32,-0.0119763302048749,6.9,1233.0
1961-06-16,5.03,0.94,4.33,0,20.169123803443398,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.19406466744452,0,65.18,65.18,65.18,65.18,21.44078947,3.04,0.7,0,0,-1.8378231143138801e-06,35.6585409441614,0.029837397999999998,2.25,2.33,-0.000179450236090951,6.9,1298.0
1961-06-19,5.03,0.94,4.33,0,19.984409647567198,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.18321545489535,0,64.58,64.58,64.58,64.58,21.24342105,3.04,0.7,0,1,0.0,35.3284853122001,0.03011584,2.25,2.33,-0.0015701455126875099,6.9,1298.0
1961-06-20,5.03,0.94,4.33,0,20.161753207315602,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.1938013268705099,0,65.15,65.15,65.15,65.15,21.43092105,3.04,0.7,0,0,0.0,35.638479361891605,0.029853574,2.25,2.31,-0.010352936714277,6.9,1298.0
1961-06-21,5.03,0.94,4.33,0,20.159613644122697,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.19376060719526,1,65.14,65.14,65.14,65.14,21.42763158,3.04,0.7,0,0,0.0,35.6311854135076,0.029859375,2.75,2.32,-0.00833610190531285,6.9,1298.0
1961-06-22,5.03,0.94,4.33,0,20.0862890389276,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.18950488477371,2,64.9,64.9,64.9,64.9,21.34868421,3.04,0.7,0,0,0.0,35.4980902639659,0.029971018,2.5,2.31,-0.00572701568894783,6.9,1298.0
1961-06-23,5.03,0.91,4.33,0,20.167761979896,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.1944127890949199,3,65.16,65.16,65.16,65.16,21.5049505,3.03,0.7,0,0,0.0,35.638477938703396,0.029852646,1.5,2.28,-0.00786527936714272,6.9,1298.0
1961-06-26,5.03,0.91,4.33,0,19.9551917818327,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.18190734128304,4,64.47,64.47,64.47,64.47,21.27722772,3.03,0.7,0,0,0.0,35.25928698090161,0.03017338,0.5,2.24,0.0115577779271113,6.9,1298.0
1961-06-27,5.03,0.91,4.33,0,19.9561837453535,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.1820499282911399,5,64.47,64.47,64.47,64.47,21.27722772,3.03,0.7,1,0,0.0,35.2574836235478,0.030174611,0.25,2.28,0.017976499936612,6.9,1298.0
1961-06-28,5.03,0.91,4.33,0,19.9943219193733,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.18439271888582,4,64.59,64.59,64.59,64.59,21.31683168,3.03,0.7,1,0,0.0,35.3213031552944,0.030119779,0.5,2.29,0.0188535615473524,6.9,1298.0
1961-06-29,5.03,0.91,4.33,0,19.9736442331778,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.18325174418934,3,64.52,64.52,64.52,64.52,21.29372937,3.03,0.7,1,0,0.0,35.281219421998294,0.030153687000000002,2.5,2.27,0.0193280099939607,6.9,1298.0
1961-06-30,5.03,0.91,4.33,0,20.0117854722933,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.1855950993696398,2,64.64,64.64,64.64,64.64,21.33333333,3.03,0.7,1,0,0.0,35.345031651861895,0.030098936,0.5,2.27,0.0165571429933152,6.9,1298.0
1961-07-03,5.09,0.91,4.41,0,20.189251323364697,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.19619241506454,1,65.21,65.21,65.21,65.21,21.52145215,3.03,0.68,1,0,0.0,35.6548841622931,0.029837059,1.25,2.3,0.00747593149866988,6.9,1298.0
1961-07-05,5.09,0.91,4.41,0,20.320291117158302,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.2040394417400901,0,65.63,65.63,65.63,65.63,21.66006601,3.03,0.68,0,0,0.0,35.8826938850642,0.029647326,0.75,2.32,-0.0045908583529298795,6.8,1298.0
1961-07-06,5.09,0.91,4.41,0,20.3770308571941,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.20748438886629,0,65.81,65.81,65.81,65.81,21.71947195,3.03,0.68,0,0,0.0,35.9792691132726,0.029567442000000003,2.0,2.31,-0.0143940256322715,6.8,1298.0
1961-07-07,5.09,0.91,4.41,0,20.3656524978446,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.2068931739138602,0,65.77,65.77,65.77,65.77,21.70627063,3.03,0.68,0,0,0.0,35.9555636905139,0.029586631000000002,1.75,2.3,-0.0073289813933944,6.8,1298.0
1961-07-10,5.09,0.91,4.41,0,20.348078910412198,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.20593488527636,0,65.71,65.71,65.71,65.71,21.68646865,3.03,0.68,0,1,0.0,35.920927741954706,0.029614854,1.25,2.28,-0.013948665766003,6.8,1298.0
1961-07-11,5.09,0.91,4.41,0,20.342889989081602,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.20571057755242,0,65.69,65.69,65.69,65.69,21.67986799,3.03,0.68,0,0,0.0,35.908160773731204,0.029625079,0.5,2.25,-0.019526596311121996,6.8,1298.0
1961-07-12,5.09,0.91,4.41,0,20.229306346842698,220.044720453251,0.0,0.009089441471174629,0.0,0,0,1.19906215167334,0,65.32,65.32,65.32,65.32,21.55775578,3.03,0.68,0,0,0.0,35.704084406145704,0.029794103,0.5,2.26,-0.00938626887875347,6.8,1298.0
1961-07-13,5.09,0.91,4.41,0,20.0878367381047,220.044720453251,0.0,0.007737633222060229,0.0,0,0,1.19076082639973,0,64.86,64.86,64.86,64.86,21.40594059,3.03,0.68,0,0,-0.0010814465992915199,35.4508373689792,0.030006632000000002,1.25,2.24,-0.00216505196171362,6.8,1298.0
1961-07-14,5.09,0.91,4.41,0,20.2189112454236,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.19861437241355,0,65.28,65.28,65.28,65.28,21.54455446,3.03,0.68,0,0,-0.0008110849494686429,35.678577619784704,0.029814791,1.0,2.2,-0.00630470163863632,6.8,1298.0
1961-07-17,5.09,0.91,4.41,0,20.068133359539896,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.18976022996419,0,64.79,64.79,64.79,64.79,21.38283828,3.03,0.68,0,0,-0.000540723299645763,35.408962602016295,0.030041502,1.0,2.18,0.00138336853190625,6.8,1298.0
1961-07-18,5.09,0.91,4.41,0,19.951413053613898,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.18292499009794,0,64.41,64.41,64.41,64.41,21.25742574,3.03,0.68,0,0,-0.000270361649822881,35.199489332888604,0.03021997,1.0,2.2,0.0128003795905366,6.8,1298.0
1961-07-19,5.09,0.91,4.41,0,20.0422275073243,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.18839384151049,0,64.7,64.7,64.7,64.7,21.35313531,3.03,0.68,0,0,0.0,35.3561679856704,0.030085743999999998,2.0,2.2,0.0176163944745148,6.8,1374.0
1961-07-20,5.09,0.91,4.41,0,20.0463097676227,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.18872037915952,1,64.71,64.71,64.71,64.71,21.35643564,3.03,0.68,0,0,0.0,35.3598289838178,0.030082321000000002,1.5,2.19,0.0290882955776103,6.8,1374.0
1961-07-21,5.09,0.87,4.41,0,20.0937639344898,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.1916187517690302,2,64.86,64.86,64.86,64.86,21.40594059,3.03,0.68,0,0,0.0,35.4399868669007,0.030013974,1.0,2.16,0.0282736486850686,6.8,1374.0
1961-07-24,5.09,0.87,4.41,0,20.0978475482592,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.1919453686924097,3,64.87,64.87,64.87,64.87,21.40924092,3.03,0.68,0,0,0.0,35.4436436494834,0.030010571,0.75,2.19,0.0288692022988532,6.8,1374.0
1961-07-25,5.09,0.87,4.41,0,20.210372139023498,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.1987030541389798,4,65.23,65.23,65.23,65.23,21.52805281,3.03,0.68,0,0,0.0,35.638523381434105,0.029846161,0.5,2.21,0.0324288537781128,6.8,1374.0
1961-07-26,5.09,0.87,4.41,0,20.4003688731164,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2100556826720201,5,65.84,65.84,65.84,65.84,21.72937294,3.03,0.68,1,0,0.0,35.969964433974106,0.029570845,0.25,2.25,0.0167180537325298,6.8,1374.0
1961-07-27,5.09,0.87,4.41,0,20.6399614580027,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2243502521918,4,66.61,66.61,66.61,66.61,21.98349835,3.03,0.68,1,0,0.0,36.388779287997295,0.029230203,1.25,2.2,0.0103065959356809,6.8,1374.0
1961-07-28,5.09,0.87,4.41,0,20.6719071973512,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2263313013747699,3,66.71,66.71,66.71,66.71,21.94407895,3.04,0.68,1,0,0.0,36.44155198317029,0.029187576,1.5,2.24,0.0190083123459767,6.8,1374.0
1961-07-31,5.09,0.87,4.41,0,20.688360555579997,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.227393432272,2,66.76,66.76,66.76,66.76,21.96052632,3.04,0.68,1,1,0.0,36.4670075034888,0.029166905,2.5,2.26,0.0136871183551719,6.8,1374.0
1961-08-01,5.11,0.87,4.45,0,20.8783619883526,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.23875137755544,1,67.37,67.37,67.37,67.37,22.16118421,3.04,0.66,1,0,0.0,36.798339681525,0.028903992000000003,1.75,2.25,0.0068050181225809605,6.8,1374.0
1961-08-02,5.11,0.87,4.45,0,20.7460631669693,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.23098785702572,0,66.94,66.94,66.94,66.94,22.01973684,3.04,0.66,0,0,0.0,36.5616062081928,0.029090847000000003,1.5,2.3,0.0120251214599608,6.9,1374.0
1961-08-03,5.11,0.87,4.45,0,20.8555003281867,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2375671833083701,0,67.29,67.29,67.29,67.29,22.13486842,3.04,0.66,0,0,0.0,36.7508994678364,0.028940714,2.5,2.29,0.00990454559343872,6.9,1374.0
1961-08-04,5.11,0.87,4.45,0,21.070329484650898,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.25040112534199,0,67.98,67.98,67.98,67.98,22.36184211,3.04,0.66,0,0,0.0,37.1258569319484,0.028648716,1.75,2.29,0.00131692664372136,6.9,1374.0
1961-08-07,5.11,0.87,4.45,0,20.975214452905398,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.24484288351874,0,67.67,67.67,67.67,67.67,22.25986842,3.04,0.66,0,0,0.0,36.9546744919985,0.028781716000000002,2.25,2.31,0.0008766054506114559,6.9,1374.0
1961-08-08,5.11,0.87,4.45,0,21.0226795463384,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.24774605876701,0,67.82,67.82,67.82,67.82,22.30921053,3.04,0.66,0,0,0.0,37.034702872501,0.028719814,2.75,2.34,-0.0038521659225692296,6.9,1374.0
1961-08-09,5.11,0.87,4.45,0,20.9988501117864,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2464180516883998,0,67.74,67.74,67.74,67.74,22.28289474,3.04,0.66,0,0,0.0,36.9891321829621,0.028755489,3.0,2.39,-1.2650581925612199e-05,6.9,1374.0
1961-08-10,5.11,0.87,4.45,0,21.0649194944398,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2504258986711698,0,67.95,67.95,67.95,67.95,22.35197368,3.04,0.66,0,0,0.0,37.101910889653205,0.028668372,2.75,2.42,0.00248312518940976,6.9,1374.0
1961-08-11,5.11,0.87,4.45,0,21.099992144372898,223.705353510699,0.0,0.007737633222060229,0.0,0,0,1.2525939938066102,0,68.06,68.06,68.06,68.06,22.38815789,3.04,0.66,0,0,0.0,37.160078684874705,0.028623787,2.75,2.44,0.00350256714359993,6.9,1374.0
1961-08-14,5.11,0.87,4.45,0,20.9394559968981,223.705353510699,0.0,0.0124434092541694,0.0,0,0,1.24648042028798,0,67.72,67.72,67.72,67.72,22.27631579,3.04,0.66,0,0,0.0037646208256873603,36.873783955655796,0.028769255,2.75,2.48,0.0105555220247179,6.9,1374.0
1961-08-15,5.11,0.87,4.45,0,20.8878937420128,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2434952247996398,0,67.55,67.55,67.55,67.55,22.22039474,3.04,0.66,0,0,0.0028234656192655198,36.779426563487604,0.02884342,2.75,2.49,0.0132101434873827,6.9,1374.0
1961-08-16,5.11,0.87,4.45,0,20.944558356340398,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2469526662258301,0,67.73,67.73,67.73,67.73,22.27960526,3.04,0.66,0,0,0.0018823104128436801,36.8756355831436,0.028768522999999997,2.75,2.54,0.003801176234898,6.9,1374.0
1961-08-17,5.11,0.87,4.45,0,21.0630777789613,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.25409263333923,0,68.11,68.11,68.11,68.11,22.40460526,3.04,0.66,0,0,0.000941155206421841,37.080719554735104,0.028609765,2.75,2.5,-0.0075513138553161795,6.9,1374.0
1961-08-18,5.11,0.87,4.45,0,21.119754613532898,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2575508704376899,0,68.29,68.29,68.29,68.29,22.46381579,3.04,0.66,0,0,0.0,37.1769035631881,0.028536098,1.75,2.47,-0.0090124710855397,6.9,1317.0
1961-08-21,5.11,0.87,4.45,0,21.164064846749397,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2602729071362901,0,68.43,68.43,68.43,68.43,22.50986842,3.04,0.66,0,1,0.0,37.251302878783896,0.028479456,1.5,2.46,-0.0106225784910786,6.9,1317.0
1961-08-22,5.11,0.87,4.45,0,21.1681701214602,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.26060105028598,1,68.44,68.44,68.44,68.44,22.51315789,3.04,0.66,0,0,0.0,37.2549296897245,0.028477035,1.25,2.46,-0.0129911251570504,6.9,1317.0
1961-08-23,5.11,0.87,4.45,0,21.0268992410888,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.25227227031647,2,67.98,67.98,67.98,67.98,22.36184211,3.04,0.66,0,0,0.0,37.0027262881961,0.028671481000000002,0.75,2.49,-0.00241113002695015,6.9,1317.0
1961-08-24,5.11,0.87,4.45,0,20.9072667967239,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2452320140200102,3,67.59,67.59,67.59,67.59,22.23355263,3.04,0.66,0,0,0.0,36.788647406576,0.02883868,1.75,2.39,0.00716536788695188,6.9,1317.0
1961-08-25,5.11,0.8,4.45,0,20.9330117492535,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2468499028586297,4,67.67,67.67,67.67,67.67,22.25986842,3.04,0.66,0,0,0.0,36.830393362177794,0.028806345,1.25,2.34,0.007741757818118559,6.9,1317.0
1961-08-28,5.11,0.8,4.45,0,20.943290640639802,228.586197587296,0.0,0.0124434092541694,0.0,0,0,1.2475467069375301,5,67.7,67.7,67.7,67.7,22.26973684,3.04,0.66,1,0,0.0,36.844922863754505,0.028795339,1.0,2.3,0.00392023053193102,6.9,1317.0
