,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY
1986-03-24,10.49,2.77,9.0,0,13.978603052830698,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.488449010153301,4,235.33,232.92,235.33,233.34,15.48223684,15.2,1.49,0,0,-0.000728597651356466,27.6831618784221,0.03396362,7.24,6.41,-0.00139024939392447,7.3,1985.0,1.2109999999999999,7.731,116.84,-0.026428625,57.1,49.7,51.0,47340.0,8.726422634,53700.0,742.0
1986-03-25,10.43,2.77,9.0,0,13.9434523998207,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.460244712209402,5,234.72,233.62,235.33,235.33,15.44210526,15.2,1.43,1,0,-0.000364298825678233,27.5993032346313,0.034056789,7.35,6.38,0.00362708442357551,7.3,1985.0,1.107,7.678999999999999,118.11,-0.026428625,57.1,49.7,51.0,42480.0,7.60411488,30720.0,740.0
1986-03-26,10.44,2.77,8.94,0,14.0978108708629,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.587788860167699,4,237.3,234.71,237.79,234.72,15.61184211,15.2,1.5,1,0,0.0,27.890304370585604,0.033691362999999995,7.41,6.41,-0.0211379803856192,7.3,1985.0,1.022,7.5920000000000005,118.02,0.029460068,57.1,49.7,51.0,30720.0,6.934997916,52140.0,736.0
1986-03-27,10.43,2.77,8.81,0,14.1983080451528,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.6709153305259,3,238.97,237.3,240.11,237.3,16.00602813,14.93,1.62,1,0,0.0,28.0740509341151,0.033460897999999996,7.42,6.34,-0.0445326374525569,7.3,1985.0,0.907,7.455,117.68,0.029460068,57.1,49.7,51.0,30720.0,8.549090586,45660.0,734.0
1986-03-31,10.37,2.77,8.73,0,14.1954316079535,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.66907418181,2,238.9,238.08,239.86,238.97,16.00133958,14.93,1.64,1,1,0.0,28.053321761799697,0.033475354,8.06,6.34,-0.0444908018277028,7.3,1985.0,0.8340000000000011,7.343999999999999,117.92,0.029460068,57.1,49.7,51.0,41760.0,7.155103796000001,51600.0,734.0
1986-04-01,10.31,2.77,8.71,0,13.9732741252892,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.4869947095796,1,235.14,234.57,239.1,238.9,15.74949766,14.93,1.6,1,0,0.0,27.5997196581331,0.034015366,7.49,6.33,-0.007457197681738409,7.3,1985.0,0.867999999999999,7.377000000000001,118.0,0.029460068,57.1,49.7,51.0,51180.0,11.22643499,31140.0,732.0
1986-04-02,10.28,2.77,8.72,0,14.008410459707001,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.5164181811831,0,235.71,233.4,235.71,235.14,15.78767582,14.93,1.56,0,0,0.0,27.654502932866603,0.033937823,7.45,6.34,-0.00888645775747236,7.3,1985.0,0.802,7.309,119.47,0.029460068,57.1,49.7,51.0,33540.0,7.521311999,48720.0,732.0
1986-04-03,10.25,2.77,8.74,0,13.817100735279,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.3596951039255,0,232.47,232.07,236.42,235.71,15.57066309,14.93,1.51,0,0,0.0,27.262617622066102,0.034415602999999996,7.44,6.33,0.0163978856559995,7.3,1985.0,0.9019999999999989,7.419,119.89,0.029460068,57.1,49.7,51.0,54000.0,13.85992962,42240.0,731.0
1986-04-04,10.26,2.77,8.8,0,13.5936571607819,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.1765669135867,0,228.69,228.32,232.56,232.47,15.31748158,14.93,1.46,0,0,0.0,26.8079851364098,0.034989141,6.97,6.23,0.0308012605301579,7.2,1985.0,1.033,7.444,120.7,0.029460068,57.1,49.7,51.0,53400.0,12.99577478,32040.0,728.0
1986-04-07,10.29,2.77,8.82,0,13.5913143255837,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.175217121392,0,228.63,226.3,228.83,228.69,15.31346283,14.93,1.47,0,0,0.0,26.7896360348805,0.03500301,7.09,6.24,0.0365973072573255,7.2,1985.0,1.1059999999999999,7.468999999999999,120.45,0.029460068,54.5,49.0,51.0,44760.0,8.942541631000001,53700.0,723.0
1986-04-08,10.3,2.77,8.76,0,13.8832580623245,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.415818421334901,0,233.52,228.63,233.7,228.63,15.64099129,14.93,1.54,0,0,0.0,27.3508027307031,0.034274621,6.96,6.13,0.0173297830627117,7.2,1985.0,0.972,7.282,118.38,0.029460068,54.5,49.0,51.0,30720.0,8.964187174,53340.0,714.0
1986-04-09,10.24,2.77,8.72,0,13.898181550078899,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.4286451354425,0,233.75,232.13,235.57,233.52,15.65639652,14.93,1.52,0,0,0.0,27.365916307638997,0.03424548,6.92,6.01,0.0350528186643261,7.2,1985.0,1.055,7.249,118.54,0.029460068,54.5,49.0,51.0,47220.0,13.58763998,31920.0,705.0
1986-04-10,10.21,2.77,8.71,0,14.0593852169892,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.561749405549,0,236.44,233.75,236.54,233.75,15.83657066,14.93,1.5,0,0,0.0,27.668746576079602,0.033860398,7.11,6.02,0.0269482714447413,7.2,1985.0,1.034,7.206,116.98,0.029460068,54.5,49.0,51.0,30720.0,6.759036378999999,52680.0,702.0
1986-04-11,10.2,2.77,8.72,0,14.032697502768901,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.540350146192901,0,235.97,235.13,237.85,236.44,15.80509042,14.93,1.48,0,0,0.0,27.6017170175005,0.033932381,6.87,5.96,0.0262603976979455,7.2,1985.0,1.155,7.273,117.24,0.029460068,54.5,49.0,51.0,42960.0,8.436792502000001,31800.0,696.0
1986-04-14,10.25,2.77,8.67,0,14.1118667799755,533.359683017602,0.022009389,0.0314840819332831,0.0,0,1,11.606000639446002,0,237.28,235.43,237.48,235.97,15.89283322,14.93,1.58,0,0,0.0,27.7427961461717,0.033749559,6.99,5.91,0.0304134525015582,7.2,1985.0,1.1540000000000001,7.171,117.41,0.029460068,54.5,49.0,51.0,32340.0,4.418000009,51900.0,689.0
1986-04-15,10.17,2.77,8.71,0,14.139897469521001,530.813813408926,0.022009389,0.0267914407550904,0.0,0,1,11.629595173125901,0,237.73,236.64,238.09,237.28,15.92297388,14.93,1.46,0,0,-0.0037541129425541398,27.7832257388958,0.033690181,7.07,5.81,0.018998928437207,7.2,1985.0,1.219,7.184,117.39,0.029460068,54.5,49.0,51.0,31560.0,6.49122622,34680.0,684.0
1986-04-16,10.2,2.77,8.62,0,14.408248090093998,530.813813408926,0.022009389,0.0267914407550904,0.0,0,1,11.8508270788045,0,242.22,237.73,242.57,237.73,16.22371065,14.93,1.58,0,0,-0.00281558470691561,28.295308840942003,0.033070094,7.02,5.77,-0.00246693168670653,7.2,1949.0,1.034,6.956,114.9,0.029460068,54.5,49.0,51.0,30720.0,8.545088529,53040.0,681.0
1986-04-17,10.14,2.77,8.63,0,14.5371785715552,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.892041306745,0,243.03,241.89,243.36,242.22,16.27796383,14.93,1.51,0,0,-0.00626463602500529,28.533067179985,0.032964283,6.79,5.84,-0.00467704577552599,7.2,1949.0,1.018,7.001,114.18,0.029460068,54.5,49.0,51.0,39840.0,6.228837479,50760.0,682.0
1986-04-18,10.18,2.77,8.67,0,14.499538393175301,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.861819730072698,0,242.38,241.74,243.47,243.03,16.23442733,14.93,1.51,0,0,-0.0042292129009347,28.4438511407178,0.033057105,6.71,5.87,-0.000873595879274076,7.2,1949.0,1.018,7.021,113.62,0.029460068,54.5,49.0,51.0,47040.0,6.219100868,41460.0,685.0
1986-04-21,9.97,2.77,8.72,0,14.6419689334997,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.9789003226542,1,244.74,241.88,244.78,242.38,16.39249833,14.93,1.25,0,0,-0.00219378977686411,28.7076539087257,0.032742717000000005,7.0,5.87,-0.0072946121493824,7.2,1949.0,0.962999999999999,7.0120000000000005,112.52,0.029460068,54.5,49.0,51.0,31560.0,6.209140989,53640.0,686.0
1986-04-22,10.01,2.77,8.84,0,14.5044102792959,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.866931861204801,2,242.42,241.3,245.47,244.74,16.2371065,14.93,1.17,0,0,-0.00109689488843205,28.4226527793523,0.03306049,7.14,5.95,-0.008385677918919941,7.2,1949.0,1.031,7.236000000000001,112.35,0.029460068,54.5,49.0,51.0,51360.0,11.54814434,35400.0,680.0
1986-04-23,10.06,2.77,8.91,0,14.4655579342573,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.8357191614783,3,241.75,240.08,242.42,242.42,16.19223041,14.93,1.15,0,0,0.0,28.331323620061397,0.033156547,7.37,6.09,-0.0265711814217818,7.2,1949.0,1.089,7.345,111.73,0.029460068,54.5,49.0,51.0,50520.0,7.334398896000001,30720.0,676.0
1986-04-24,10.12,2.77,8.99,0,14.4829494045939,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.850523268972301,4,242.02,241.65,243.13,241.75,16.210314800000003,14.93,1.13,0,0,0.0,28.350179795910698,0.033123985,6.99,6.11,-0.0292063019137645,7.2,1949.0,1.272,7.559,112.32,0.029460068,54.5,49.0,51.0,36120.0,6.387950012999999,43560.0,674.0
1986-04-25,10.21,2.64,9.02,0,14.500342852951,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.865331310797,5,242.29,240.91,242.8,242.02,16.2283992,14.93,1.19,1,0,0.0,28.3690104618044,0.033091657999999996,6.78,6.14,-0.0318882804867339,7.2,1949.0,1.237,7.5329999999999995,110.94,0.029460068,54.5,49.0,51.0,45060.0,8.167960477000001,32880.0,667.0
1986-04-28,10.26,2.64,8.98,0,14.5488613967225,530.813813408926,0.022009389,0.0213069663129302,0.0,0,1,11.9056065877673,4,243.08,241.23,243.08,242.29,16.28131279,14.93,1.28,1,0,0.0,28.448642941283698,0.032988683,6.9,6.1,-0.0226949539254109,7.2,1949.0,1.185,7.412000000000001,110.95,-0.049493834,54.5,49.0,51.0,43380.0,8.616264668,54000.0,664.0
1986-04-29,10.23,2.64,8.95,0,14.396266857950199,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,1,11.781320671552901,3,240.51,239.23,243.57,243.08,16.10917616,14.93,1.28,1,0,0.0,28.135490391608897,0.033345807000000005,6.87,6.09,-0.0141326941013361,7.2,1949.0,1.042,7.31,111.49,-0.049493834,54.5,49.0,51.0,42000.0,10.9839234,31440.0,659.0
1986-04-30,10.2,2.64,8.94,0,14.0987785004106,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,1,11.538474912146402,2,235.52,235.26,240.52,240.52,15.77494977,14.93,1.26,1,0,0.0,27.539925482901,0.034057027999999996,7.05,6.1,0.0019192692085465899,7.2,1949.0,1.079,7.335,112.14,-0.049493834,54.5,49.0,51.0,54000.0,10.26272765,30780.0,658.0
1986-05-01,10.16,2.64,8.97,0,14.078424782990199,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.5224263039149,1,235.16,234.41,236.01,235.52,15.75083724,14.93,1.19,1,0,0.0,27.486063042662803,0.03411389,7.13,6.11,0.00787550047857775,7.2,1949.0,1.133,7.42,113.55,-0.049493834,54.5,49.0,51.0,51000.0,9.55129432,45420.0,658.0
1986-05-02,10.18,2.64,9.01,0,14.0574679233647,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.505885507855501,0,234.79,234.15,236.52,235.16,15.72605492,14.93,1.17,0,0,0.0,27.431105492023395,0.034172381,6.86,6.15,0.0124699610613006,7.1,1949.0,1.23,7.505,112.73,-0.049493834,54.5,49.0,51.0,53040.0,8.084961126,37020.0,654.0
1986-05-05,10.24,2.64,8.97,0,14.2347013985729,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.6515490101926,0,237.73,234.79,237.73,234.79,15.92297388,14.93,1.27,0,0,0.0,27.7625864985555,0.033754446,6.88,6.06,-0.0011184568648545,7.1,1949.0,1.125,7.3420000000000005,111.7,-0.049493834,54.5,49.0,51.0,30720.0,5.409658632,54000.0,654.0
1986-05-06,10.16,2.64,8.97,0,14.2065664044228,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.629122270831699,0,237.24,236.26,238.28,237.73,15.89015405,14.93,1.19,0,0,0.0,27.693426053259696,0.033828847,6.73,6.05,-0.00399675233557117,7.1,1949.0,1.22,7.435,112.13,-0.049493834,54.5,49.0,51.0,44760.0,8.713041919,31560.0,654.0
1986-05-07,10.16,2.64,8.99,0,14.138300879316,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.573850148771,0,236.08,233.98,237.24,236.56,15.81245814,14.93,1.17,0,0,0.0,27.5462200298278,0.033999773999999996,6.74,6.04,0.00567203159143824,7.1,1949.0,1.212,7.395,111.04,-0.049493834,54.4,42.8,49.7,45240.0,7.785133237999999,30720.0,654.0
1986-05-08,10.16,2.64,8.95,0,14.2023859722529,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.626915956775001,0,237.13,236.08,237.97,236.08,15.88278634,14.93,1.21,0,0,0.0,27.656844008243297,0.033853911,6.84,6.04,-0.0119431722400239,7.1,1949.0,1.224,7.457999999999999,111.58,-0.049493834,54.4,42.8,49.7,37020.0,6.418484252000001,49560.0,654.0
1986-05-09,10.15,2.64,9.0,0,14.246919456982301,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.6638085024301,0,237.85,235.85,238.01,237.13,16.25768968,14.63,1.15,0,0,0.0,27.7288677933822,0.033755268,6.78,6.05,-0.0221214305159019,7.1,1949.0,1.255,7.4670000000000005,111.38,-0.049493834,54.4,42.8,49.7,31980.0,6.9038659760000005,52620.0,656.0
1986-05-12,10.19,2.64,9.1,0,14.232154992237101,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.6521579735179,0,237.58,237.02,238.53,237.85,16.23923445,14.63,1.09,0,0,0.0,27.685486051830804,0.033797471,6.92,6.13,-0.0190929844808876,7.1,1949.0,1.425,7.704,110.34,-0.049493834,54.4,42.8,49.7,51240.0,6.071795815,45360.0,659.0
1986-05-13,10.25,2.64,9.09,0,14.1634669320012,530.813813408926,0.021713213999999998,0.0213069663129302,0.0,0,0,11.596365156205499,0,236.41,236.02,237.87,237.58,16.15926179,14.63,1.16,0,0,0.0,27.5373808639286,0.033968597,6.85,6.09,-0.00175314406924467,7.1,1949.0,1.367,7.603,111.91,-0.049493834,54.4,42.8,49.7,49680.0,6.947023439,33840.0,658.0
1986-05-14,10.23,2.64,9.08,0,14.2325721864269,530.813813408926,0.021713213999999998,0.0194360583771189,0.0,0,0,11.653384136401698,0,237.54,235.85,237.54,236.41,16.23650034,14.63,1.15,0,0,-0.00149672634864899,27.6571389887884,0.033810847000000005,6.82,6.09,-0.0093173565510907,7.1,1949.0,1.4580000000000002,7.704,111.3,-0.049493834,54.4,42.8,49.7,39180.0,6.090324439,54000.0,661.0
1986-05-15,10.26,2.64,9.13,0,14.099275583801699,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.5024023476658,0,234.43,233.93,237.54,237.54,16.02392344,14.63,1.13,0,0,-0.0040610237309755,27.3837912697022,0.034263283,7.0,6.17,0.0235012007858627,7.1,1949.0,1.436,7.88,111.75,-0.049493834,54.4,42.8,49.7,52260.0,8.128474994,30720.0,669.0
1986-05-16,10.35,2.64,9.2,0,14.0001823746697,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.4220538503522,0,232.76,232.26,234.43,234.43,15.90977444,14.63,1.15,0,0,-0.00295222240144106,27.1772231005415,0.034513035,6.8,6.21,0.0357585062877809,7.1,2009.0,1.538,7.917999999999999,113.0,-0.049493834,54.4,42.8,49.7,36180.0,6.556526289,30720.0,668.0
1986-05-19,10.38,2.64,9.21,0,14.027994730917099,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.445236576187902,0,233.2,232.41,233.54,232.76,15.93984962,14.63,1.17,0,1,-0.00184342107190662,27.217073116240698,0.03445183,6.89,6.2,0.0478498732342067,7.1,2009.0,1.605,8.031,112.53,-0.049493834,54.4,42.8,49.7,32640.0,5.097848955,51660.0,664.0
1986-05-20,10.39,2.64,9.17,0,14.204406855452302,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.589647834578303,1,236.11,232.58,236.12,233.2,16.13875598,14.63,1.22,0,0,-0.00073461974237219,27.5448888807692,0.034031085,6.86,6.23,0.043093132152391,7.1,2009.0,1.4409999999999998,7.834,113.53,-0.049493834,54.4,42.8,49.7,33060.0,5.941315802,54000.0,664.0
1986-05-21,10.34,2.64,9.18,0,14.166059499177699,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.5588425830954,2,235.45,235.45,236.83,236.11,16.0936432,14.63,1.16,0,0,0.0,27.456165262203,0.034130355,6.96,6.2,0.0513423869984318,7.1,2009.0,1.5290000000000001,7.89,114.76,-0.049493834,54.4,42.8,49.7,53760.0,3.9969967110000004,35580.0,665.0
1986-05-22,10.37,2.64,9.17,0,14.4484186435294,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.7896964286963,3,240.12,235.45,240.25,235.45,16.41285031,14.63,1.2,0,0,0.0,27.988533663743,0.033470368,6.87,6.2,0.0291499196048079,7.1,2009.0,1.501,7.871,115.33,-0.049493834,54.4,42.8,49.7,30720.0,10.52398848,53520.0,664.0
1986-05-23,10.36,2.69,9.12,0,14.5238204525135,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.851680275244501,4,241.35,240.12,242.16,240.12,16.49692413,14.63,1.24,0,0,0.0,28.1195817316887,0.033303574,6.79,6.18,0.014649996543950999,7.1,2009.0,1.4769999999999999,7.815,115.38,-0.049493834,54.4,42.8,49.7,30720.0,7.203263184,40320.0,664.0
1986-05-27,10.37,2.69,9.07,0,14.7298330839609,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.0202319640944,5,244.75,241.35,244.76,241.35,16.72932331,14.63,1.3,1,0,0.0,28.503041622167,0.032844659,6.98,6.16,0.0025743918745854103,7.1,2009.0,1.34,7.681,115.01,-0.073526587,54.4,42.8,49.7,30720.0,6.647314627,53940.0,662.0
1986-05-28,10.32,2.69,9.09,0,14.8443968235762,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.1141553223245,4,246.63,244.75,247.4,244.75,16.85782638,14.63,1.23,1,0,0.0,28.7091222720645,0.032597993,6.97,6.19,-0.0114964094813129,7.1,2009.0,1.351,7.722,115.51,-0.073526587,54.4,42.8,49.7,30720.0,8.326655375,52320.0,664.0
1986-05-29,10.34,2.69,9.15,0,14.927078147782302,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.1820580760465,3,247.98,245.29,248.32,246.63,16.95010253,14.63,1.19,1,0,0.0,28.853280239411998,0.03242421,6.84,6.3,-0.009972353040011971,7.1,2009.0,1.4980000000000002,7.994,116.6,-0.073526587,54.4,42.8,49.7,44640.0,9.583272351,53340.0,665.0
1986-05-30,10.39,2.69,9.24,0,14.890577268973699,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.1527058007091,2,247.35,246.43,249.19,247.98,16.90704033,14.63,1.15,1,0,0.0,28.7670770110528,0.032510805,6.84,6.3,-0.00734724228985288,7.1,2009.0,1.567,8.051,117.64,-0.073526587,54.4,42.8,49.7,52260.0,9.697960698,40920.0,665.0
1986-06-02,10.41,2.69,9.37,0,14.7529219043137,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.040808526055901,1,245.04,243.83,247.74,246.04,16.74914559,14.63,1.04,1,0,0.0,28.485793182326603,0.032821334,7.05,6.36,-0.021477200943321,7.1,2009.0,1.74,8.302,117.56,-0.073526587,54.4,42.8,49.7,52980.0,12.70877802,43560.0,663.0
1986-06-03,10.51,2.69,9.33,0,14.7826282857037,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.065500440866899,0,245.51,243.67,245.51,245.04,16.78127136,14.63,1.18,0,0,0.0,28.5277695902327,0.032762542,7.1,6.41,-0.0249733339092455,7.1,2009.0,1.575,8.147,115.21,-0.073526587,54.4,42.8,49.7,37500.0,6.298173696,53940.0,662.0
1986-06-04,10.5,2.69,9.35,0,14.689495183199199,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.989940563812802,0,243.94,242.59,246.3,245.51,16.67395762,14.63,1.15,0,0,0.0,28.3328671564506,0.032977469,7.16,6.52,-0.0121059206581619,7.1,2009.0,1.605,8.312000000000001,,-0.073526587,54.4,42.8,49.7,47160.0,9.085307145,31980.0,662.0
1986-06-05,10.45,2.69,9.23,0,14.793875938798498,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.0755865057933,0,245.65,243.41,245.66,243.94,16.79084074,14.63,1.22,0,0,0.0,28.5188394005717,0.032751947999999996,6.99,6.51,-0.0176008202558516,7.1,2009.0,1.579,8.263,113.88,-0.073526587,54.4,42.8,49.7,34380.0,7.493742338,54000.0,661.0
1986-06-06,10.46,2.69,9.16,0,14.7964882249164,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,12.078169227698199,0,245.67,244.43,246.07,245.65,16.79220779,14.63,1.3,0,0,0.0,28.508538790886398,0.032753481,6.85,6.32,-0.000280691108710199,7.3,2009.0,1.452,7.947,113.23,-0.073526587,54.4,42.8,49.7,50400.0,8.55514219,36780.0,664.0
1986-06-09,10.41,2.69,9.23,0,14.4539542007327,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.7990414326902,0,239.96,239.68,245.67,245.67,16.40191388,14.63,1.18,0,0,0.0,27.8339365151961,0.03353717,7.0,6.36,0.0248525953332999,7.3,2009.0,1.5719999999999998,8.071,114.27,-0.073526587,54.4,42.8,49.7,52560.0,11.49405344,30720.0,665.0
1986-06-10,10.48,2.69,9.19,0,14.432436203410802,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.7819565087821,0,239.58,238.23,240.08,239.96,16.37593985,14.63,1.29,0,0,0.0,27.777925410156,0.033594671,6.87,6.28,0.0191672353444691,7.3,2009.0,1.587,8.033,113.22,-0.073526587,54.4,42.8,49.7,40620.0,8.865111591,49800.0,664.0
1986-06-11,10.47,2.69,9.2,0,14.527188364189902,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.8597819189972,0,241.13,239.21,241.13,239.58,16.48188653,14.63,1.27,0,0,0.0,27.9455584789721,0.033383001,6.84,6.34,0.0153197513432532,7.3,2009.0,1.507,8.014,112.56,-0.073526587,54.4,42.8,49.7,35580.0,4.5566312280000005,51360.0,660.0
1986-06-12,10.44,2.69,9.19,0,14.5502575198696,530.813813408926,0.021713213999999998,0.015762959665258,0.0,0,0,11.8790886624178,0,241.49,240.7,241.64,241.24,16.50649351,14.63,1.25,0,0,0.0,27.975178985882803,0.033337507,6.9,6.28,0.0100153457180981,7.3,2009.0,1.496,7.919,112.26,-0.073526587,54.4,42.8,49.7,35160.0,4.100830968,40680.0,658.0
1986-06-13,10.43,2.69,9.12,0,14.8071299069734,530.813813408926,0.021713213999999998,0.0138955454904623,0.0,0,0,12.0892583638449,0,245.73,241.63,245.91,241.71,16.79630895,14.63,1.31,0,0,-0.00149393133983651,28.453818982190498,0.032766477,6.84,6.17,0.006928127049663379,7.3,2009.0,1.392,7.667000000000001,,-0.073526587,54.4,42.8,49.7,30720.0,9.520869855,53280.0,654.0
1986-06-16,10.35,2.69,9.06,0,14.8326382935342,526.995008995912,0.021713213999999998,0.0138955454904623,0.0,0,0,12.110538140855999,0,246.13,245.17,246.5,245.73,16.82365003,14.63,1.29,0,0,-0.0011204485048773802,28.487572477631,0.032717418,6.95,6.12,-0.00411260991723828,7.3,2009.0,1.368,7.6579999999999995,113.15,-0.073526587,54.4,42.8,49.7,41340.0,5.4112814170000005,32880.0,650.0
1986-06-17,10.29,2.69,9.07,0,14.6862598045208,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.024556411121301,0,244.35,243.6,246.26,246.13,16.70198223,14.63,1.22,0,0,0.0014579048116655,28.1914890931365,0.032959975,6.83,6.09,0.0103400983871487,7.3,1888.0,1.319,7.566,113.93,-0.073526587,54.4,42.8,49.7,46920.0,5.486469024,32220.0,650.0
1986-06-18,10.29,2.69,9.09,0,14.726147775782401,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.0576523586321,0,244.99,242.57,245.25,244.35,16.74572796,14.63,1.2,0,0,0.00128017002622869,28.2530540144626,0.032878082999999995,6.87,6.09,0.0153910419786776,7.3,1888.0,1.311,7.557,113.55,-0.073526587,54.4,42.8,49.7,39600.0,7.415955386,53220.0,648.0
1986-06-19,10.28,2.69,9.15,0,14.671661793008198,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.013482113627699,1,244.06,244.05,245.8,244.99,16.68215995,14.63,1.13,0,0,0.00110243524079188,28.133645989260202,0.033007594,6.88,6.11,0.0184370117605987,7.3,1888.0,1.4080000000000001,7.695,113.74,-0.073526587,54.4,42.8,49.7,31500.0,6.63275695,50640.0,646.0
1986-06-20,10.33,2.82,9.05,0,14.884701617214198,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.188352434211499,2,247.58,243.98,247.6,244.06,16.92276145,14.63,1.28,0,0,0.0005512176203959389,28.5268926479813,0.032542632,6.83,6.1,0.00757461776120444,7.3,1888.0,1.3090000000000002,7.584,114.71,-0.073526587,54.4,42.8,49.7,33780.0,9.528540257000001,54000.0,639.0
1986-06-23,10.28,2.82,9.02,0,14.7466422043943,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.0757428187825,3,245.26,244.45,247.58,247.58,16.76418319,14.63,1.26,0,0,0.0,28.2473258350162,0.032854833,6.91,6.11,0.0219524310846333,7.3,1888.0,1.317,7.575,113.15,-0.073526587,54.4,42.8,49.7,51780.0,9.8853897,30660.0,637.0
1986-06-24,10.23,2.82,9.01,0,14.854496401476199,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.164495503341902,4,247.03,244.53,248.26,245.26,16.88516746,14.63,1.22,0,0,0.0,28.438761075290397,0.032623761,6.88,6.08,0.0195397755516261,7.3,1888.0,1.167,7.393,113.2,-0.073526587,54.4,42.8,49.7,31980.0,9.379856842999999,51840.0,636.0
1986-06-25,10.2,2.82,9.02,0,14.970188176717,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.259661486963699,5,248.93,247.03,250.13,247.03,17.01503759,14.63,1.18,1,0,0.0,28.644887044316302,0.032379059,6.84,6.08,0.0145016830027227,7.3,1888.0,1.1740000000000002,7.42,113.25,-0.073526587,54.4,42.8,49.7,30720.0,6.858859507000001,47700.0,620.0
1986-06-26,10.21,2.82,9.01,0,14.960200250336099,526.995008995912,0.021713213999999998,0.016651633592442,0.0,0,0,12.251908613505002,4,248.74,247.72,249.43,248.93,17.00205058,14.63,1.2,1,0,0.0,28.610454995701698,0.032408098999999996,6.85,6.08,0.011663186708088,7.3,1888.0,1.166,7.4110000000000005,112.81,-0.059901145,54.4,42.8,49.7,43680.0,6.784922428,31260.0,592.0
