,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment
2001-08-16,7.86000013,4.9,7.02,0,29.830471000181,866.8054018901379,0.01120488,0.0268510847228463,1.089422182,0,0,84.447230913501,0,1181.66,1166.08,1181.8,1178.02,39.31004657,30.06,0.8400001300000011,0,0,-0.0036429248082981798,43.0671597261806,0.013417591000000001,3.75,3.31,-0.0180940496984005,4.5,1672.0,1.541,4.94,113.08,-0.030975852999999998,49.2,39.9,43.5,43860.0,15.90443411,52920.0,967.0,2.65,0.0278583434060635,21.54,3.4846,41.3971,50.9,1.6184,1689.0,28.32,0.85,0.012168,-0.013888,-0.060753999999999996,0.45299999999999996
2001-08-17,7.84000015,4.9,6.98,0,29.339065943977104,866.8054018901379,0.01120488,0.0268510847228463,1.000499064,0,0,83.094935043922,0,1161.97,1156.07,1181.66,1181.66,38.65502329,30.06,0.860000149999999,0,0,-0.0026162515252862,42.347695796210296,0.013687729,3.66,3.29,0.0185943882507366,4.5,1672.0,1.4709999999999999,4.8389999999999995,112.99,-0.030975852999999998,49.2,39.9,43.5,52260.0,13.61398949,30660.0,978.0,2.65,0.0386125864544604,23.84,3.4263,41.6138,50.9,1.5287,1147.0,28.23,0.96,0.010573,-0.008962999999999999,-0.057670000000000006,0.373
2001-08-20,7.80999994,4.9,7.01,0,29.583124133101396,866.8054018901379,0.01120488,0.0268510847228463,1.015653457,0,0,83.863609099916,0,1171.41,1160.94,1171.41,1161.97,38.96906188,30.06,0.79999994,0,1,-0.00158957824227422,42.6898167266692,0.013533963000000001,3.64,3.34,0.00340619096380635,4.5,1672.0,1.463,4.902,113.4,-0.030975852999999998,49.2,39.9,43.5,32580.0,10.12333494,51540.0,979.0,2.94,0.0342833216106756,22.87,3.4541,41.7097,50.9,1.5671,1772.0,60.66,0.48,0.01199,-0.01256,-0.070949,0.301
2001-08-21,7.84000015,4.9,7.0,0,29.2314025189146,866.8054018901379,0.01120488,0.0268510847228463,0.951015163,0,0,82.433022499246,0,1157.26,1156.56,1179.85,1171.41,38.48553375,30.07,0.84000015,0,0,-0.000562904959262235,42.172456800570004,0.01369407,3.53,3.3,0.0058840091059356395,4.5,1672.0,1.495,4.864,113.29,-0.030975852999999998,49.2,39.9,43.5,54000.0,12.64844991,46260.0,976.0,2.94,0.0418126416877038,24.4,3.412,41.9077,50.9,1.5197,1334.0,284.78,0.59,0.012909,-0.013364,-0.064515,0.301
2001-08-22,7.849999900000001,4.9,7.0,0,29.4404019965302,866.8054018901379,0.01120488,0.0268510847228463,0.9604799820000001,0,0,83.287101066852,1,1165.31,1153.34,1168.56,1157.26,38.75324243,30.07,0.8499999,0,0,0.0,42.4638929120266,0.013673786,3.51,3.3,-0.0133822112545326,4.5,1672.0,1.515,4.894,113.27,-0.030975852999999998,49.2,39.9,43.5,36540.0,14.82230495,51120.0,973.0,2.94,0.0329095641516791,22.44,3.4363,41.335,50.9,1.5494,1844.0,92.02,0.62,0.014777,-0.014694,-0.07011,0.265
2001-08-23,7.849999900000001,4.9,6.96,0,29.36470315843,866.8054018901379,0.01120488,0.0268510847228463,0.9149806090000001,0,0,82.988173532603,2,1162.09,1160.96,1169.86,1165.31,38.6590153,30.06,0.8899999,0,0,0.0,42.3448021537958,0.013632473,3.55,3.31,-0.0291854533417476,4.5,1672.0,1.48,4.88,113.09,-0.030975852999999998,49.2,39.9,43.5,48540.0,11.06373724,33000.0,968.0,2.94,0.0324811217608283,22.23,3.4265,41.5819,50.9,1.5452,1410.0,36.23,0.55,0.014428,-0.011477,-0.040718,0.265
2001-08-24,7.80999994,5.4,7.0,0,29.947604136592197,866.8054018901379,0.01120488,0.0268510847228463,1.011761452,0,0,84.71056890486301,3,1184.93,1162.09,1185.15,1162.09,39.41882901,30.06,0.80999994,0,0,0.0,43.1749431088626,0.013373161000000001,3.51,3.33,-0.0424276976096946,4.5,1672.0,1.472,4.922,113.33,-0.036653182,49.2,39.9,43.5,31080.0,12.65979403,52020.0,961.0,2.94,0.0221080348807564,19.71,3.4934,42.1482,40.4,1.5812,1953.0,64.24,0.48,0.018691,-0.014477,-0.046808999999999996,0.265
2001-08-27,7.84000015,5.4,7.01,0,29.8087802018839,866.8054018901379,0.01120488,0.0268510847228463,0.976665262,0,0,84.205238534103,4,1179.21,1178.07,1186.85,1184.93,39.25466045,30.04,0.83000015,0,0,0.0,42.9645168567459,0.013428931000000002,3.54,3.35,-0.0428597395227475,4.5,1672.0,1.464,4.9239999999999995,113.42,-0.036653182,49.2,39.9,43.5,34380.0,9.902056078,50460.0,961.0,2.94,0.0257907371842737,20.56,3.4767,42.0708,40.4,1.5812,1360.0,45.52,0.54,0.013947,-0.012517,-0.047744,0.365
2001-08-28,7.849999900000001,5.4,6.96,0,29.3670022315566,866.8054018901379,0.01120488,0.0268510847228463,0.975244819,0,0,82.973941701159,5,1161.51,1161.17,1179.66,1179.21,38.66544607,30.04,0.8899999,1,0,0.0,42.317888422677605,0.013631583000000001,3.5,3.33,-0.025661638238178,4.5,1672.0,1.415,4.836,113.43,-0.036653182,49.2,39.9,43.5,53940.0,12.39135809,32220.0,955.0,2.94,0.031626641617208996,22.0,3.4248,42.2,40.4,1.5016,1219.0,62.82,0.8,0.012958,-0.012665000000000001,-0.06701900000000001,0.312
2001-08-29,7.80000019,5.4,6.92,0,29.046180772097802,866.8054018901379,0.01120488,0.0268510847228463,0.930749828,0,0,82.233737713659,4,1148.6,1147.38,1166.97,1161.51,38.23568575,30.04,0.8800001900000011,1,0,0.0,41.8459141081025,0.013846117,3.5,3.33,-0.0428065731023133,4.5,1672.0,1.361,4.771,113.54,-0.036653182,49.2,39.9,43.5,50760.0,14.7419755,31020.0,949.0,2.94,0.0360075068420468,23.03,3.387,42.3353,40.4,1.4345,1438.0,82.58,0.68,0.012966,-0.013774000000000002,-0.062083000000000006,0.214
2001-08-30,7.75,5.4,6.92,0,28.5568653785268,866.8054018901379,0.01120488,0.0268510847228463,0.903515272,0,0,80.653687701732,3,1129.03,1124.87,1151.75,1148.6,37.77283372,29.89,0.83,1,0,0.0,41.131920433949205,0.013858223000000001,3.58,3.28,-0.0420856224613604,4.5,1672.0,1.443,4.812,112.84,-0.036653182,49.2,39.9,43.5,48720.0,19.9965337,32220.0,939.0,2.94,0.0465418430919352,25.41,3.3331,42.6861,40.4,1.4972,1069.0,107.77,0.74,0.013061000000000001,-0.017879,-0.083578,0.214
2001-08-31,7.76000023,5.4,6.92,0,28.6776227183321,866.8054018901379,0.01120488,0.0268510847228463,0.87371134,0,0,81.24442827797499,2,1133.58,1126.38,1141.83,1129.03,38.09072581,29.76,0.84000023,1,0,0.0,41.29660456724329,0.013799546999999999,3.66,3.28,-0.0372258182489563,4.5,1672.0,1.465,4.832,113.42,-0.036191421,49.2,39.9,43.5,31920.0,14.89387409,33660.0,927.0,2.94,0.0431472210049526,24.92,3.344,42.643,40.4,1.5325,1694.0,61.89,0.62,0.013474000000000002,-0.01526,-0.075008,0.035
2001-09-04,7.75,5.4,7.03,0,28.667047038195502,866.8054018901379,0.01120488,0.0268510847228463,0.91252354,0,0,80.724859670165,1,1132.94,1129.06,1155.4,1133.58,37.95443886,29.85,0.72,1,0,0.0,41.2722468759293,0.013788736000000001,3.67,3.36,-0.0844739811487728,4.5,1672.0,1.52,4.959,115.43,-0.036191421,49.2,39.9,43.5,31200.0,19.15874581,46860.0,910.0,2.94,0.0469268778950225,25.85,3.3398,42.4706,40.4,1.6096,1628.0,84.6,0.71,0.011439,-0.010259,-0.048351,0.098
2001-09-05,7.86999989,5.4,7.02,0,28.642290135095703,866.8054018901379,0.01120488,0.0268510847228463,0.9221517859999999,0,0,80.92414445575301,0,1131.74,1114.86,1135.52,1132.94,37.91423786,29.85,0.84999989,0,0,0.0,41.2272363558939,0.014002757,3.49,3.32,-0.0893405919438808,4.5,1672.0,1.557,4.967,115.63,-0.036191421,49.2,39.9,43.5,44520.0,25.61191033,49980.0,903.0,2.94,0.046769924584608005,26.35,3.3371,42.5064,40.4,1.6332,1246.0,58.3,0.85,0.012756,-0.014949,-0.07355700000000001,0.098
2001-09-06,7.86999989,5.4,6.95,0,28.006454143425604,866.8054018901379,0.01120488,0.0268510847228463,0.8725821340000001,1,0,78.838764073066,0,1106.4,1105.83,1131.74,1131.74,37.0529136,29.86,0.91999989,0,0,0.0,40.3033241309544,0.014238981999999999,3.52,3.27,-0.0836234363741527,4.5,1672.0,1.504,4.873,114.83,-0.036191421,49.2,39.9,43.5,54000.0,25.85226051,30660.0,898.0,2.94,0.0569329118866169,28.61,3.2624,43.0193,40.4,1.5781,1021.0,38.11,0.82,0.011434999999999999,-0.014388,-0.058477,0.026000000000000002
2001-09-07,7.80000019,5.4,6.94,0,27.489872153378002,866.8054018901379,0.01120488,0.0268510847228463,0.8723454909999999,0,0,77.37971238604,0,1085.78,1082.12,1106.4,1106.4,36.37453936,29.85,0.86000019,0,0,0.0,39.5516827794485,0.014483652,3.44,3.18,-0.0972383297631714,4.9,1672.0,1.536,4.79,114.05,-0.036191421,49.2,39.9,43.5,45600.0,22.18383963,33000.0,899.0,2.94,0.068802622298687,30.99,3.2024,42.7862,40.4,1.5431,907.0,120.21,0.7,0.012643000000000001,-0.014424000000000001,-0.080483,0.062
2001-09-10,7.78999996,5.4,6.98,0,27.6664341574051,866.8054018901379,0.01120488,0.0268510847228463,0.7996821129999999,0,0,78.326319921785,0,1092.54,1073.15,1096.94,1085.78,36.61327078,29.84,0.80999996,0,0,0.0,39.7973236934871,0.014399885,3.5,3.18,-0.120202307230608,4.9,1672.0,1.571,4.835,114.66,-0.036191421,54.3,35.0,46.3,31560.0,24.05699529,41220.0,902.0,2.94,0.0729382939026913,31.84,3.2229,43.0048,40.4,1.5829,1144.0,79.74,0.89,0.011835,-0.015231,-0.050435,0.133
2001-09-17,7.82999992,5.4,7.22,0,26.3099575860487,858.613623910931,0.01120488,0.0268510847228463,0.6864635459999999,0,0,74.233849887502,0,1038.77,1037.46,1092.54,1092.54,34.81132708,29.84,0.60999992,0,0,0.0,37.8387366102857,0.015169277,2.13,2.61,-0.0319868847169808,4.9,1672.0,1.883,4.623,112.17,-0.036191421,54.3,35.0,46.3,33060.0,34.39065552,30840.0,950.0,2.94,0.14175646444798098,41.76,3.0668,44.4137,40.4,1.5165,608.0,329.71,1.08,0.015361000000000001,-0.016982,-0.07736900000000001,0.16
2001-09-18,8.07999992,5.4,7.34,0,26.162314628972698,858.613623910931,0.01120488,0.0274146237628381,0.699249094,0,0,74.055916407751,0,1032.74,1029.25,1046.42,1038.77,34.55135497,29.89,0.739999920000001,0,0,0.000450831231993475,37.619212910716705,0.015264326000000002,1.25,2.45,-0.0192136371738151,4.9,1672.0,2.182,4.707,111.88,-0.036191421,54.3,35.0,46.3,52140.0,15.04701181,45000.0,974.0,2.94,0.11761143441890301,38.87,3.0493,44.2,40.4,1.5604,1230.0,719.07,1.03,0.014675,-0.018633,-0.08229700000000001,0.046
2001-09-19,8.19999981,5.4,7.35,0,25.7457757659115,858.613623910931,0.01120488,0.0274146237628381,0.68156,0,0,72.561270907435,1,1016.1,984.62,1038.91,1032.74,33.99464704,29.89,0.84999981,0,0,0.000338123423995106,37.013697067645104,0.015244276999999999,1.19,2.41,-0.00236658542622634,4.9,1672.0,2.504,4.691,111.94,-0.036191421,54.3,35.0,46.3,49740.0,32.75281604,31140.0,987.0,2.94,0.126336699329189,40.56,3.0007,44.1639,40.4,1.5716,758.0,297.14,0.72,0.014766,-0.021077000000000002,-0.097236,0.099
2001-09-20,8.21000004,5.4,7.4,0,24.9509622225349,858.613623910931,0.01120488,0.0279938302661433,0.660199595,0,0,70.255254433324,2,984.54,984.49,1016.1,1016.1,32.949799199999994,29.88,0.81000004,0,0,0.0006887808186409219,35.865042842830604,0.015717269,2.22,2.21,0.0385753663413247,4.9,1527.0,2.535,4.742,111.76,-0.036191421,54.3,35.0,46.3,54000.0,26.1327209,30660.0,994.0,2.94,0.149580039240965,43.74,2.908,44.6165,40.4,1.6265,560.0,515.61,1.21,0.012317,-0.017755,-0.072609,0.09
2001-09-21,8.27000046,5.4,7.37,0,24.4808031364831,858.613623910931,0.01120488,0.0279938302661433,0.626516757,0,0,69.500104745259,3,965.8,944.75,984.54,984.54,32.34427328,29.86,0.90000046,0,0,0.00046023170998150595,35.1835659499311,0.016018762,3.11,2.2,0.0703824698533872,4.9,1527.0,2.443,4.691,112.92,-0.036191421,54.3,35.0,46.3,31620.0,47.62375427,35100.0,995.0,2.94,0.128103823429901,42.66,2.8528,44.6291,40.4,1.6155,808.0,560.12,1.14,0.013429,-0.019782,-0.08541699999999999,-0.026000000000000002
2001-09-24,8.22999954,5.4,7.35,0,25.4400866186834,858.613623910931,0.01120488,0.0279938302661433,0.8885652270000001,0,0,71.943466398959,4,1003.45,965.8,1008.44,965.8,33.59390693,29.87,0.87999954,0,0,0.000231682601322093,36.555945664529,0.015392625,3.31,2.32,0.0342299042974668,4.9,1527.0,2.346,4.716,112.78,-0.036191421,54.3,35.0,46.3,30660.0,18.15150276,51600.0,995.0,2.94,0.0842073894344368,37.75,2.9627,45.843,40.4,1.6163,2412.0,215.17,0.44,0.012159999999999999,-0.011445,-0.045548000000000005,-0.133
2001-09-25,8.21000004,5.4,7.36,0,25.6686757056993,858.613623910931,0.01120488,0.0279938302661433,0.965718185,0,0,72.693623874627,5,1012.27,998.33,1017.14,1003.45,33.87784471,29.88,0.85000004,1,0,0.000115841300661047,36.8779579963831,0.015271063999999999,3.11,2.34,0.0363757241429926,4.9,1527.0,2.298,4.7,112.21,-0.036191421,54.3,35.0,46.3,47040.0,19.64341629,33360.0,991.0,2.94,0.0680187344505938,35.81,2.9896,45.2835,40.4,1.5604,1895.0,240.2,0.43,0.012406,-0.016533000000000003,-0.070454,-0.046
2001-09-26,8.19999981,5.4,7.26,0,25.5410069891789,858.613623910931,0.01120488,0.0279938302661433,1.087538308,0,0,72.436427046239,4,1007.04,1002.62,1020.29,1012.27,33.70281124,29.88,0.93999981,1,0,0.0,36.687873306746,0.015635268,2.96,2.34,0.0565788034562902,4.9,1527.0,2.2569999999999997,4.628,112.27,-0.036191421,54.3,35.0,46.3,49920.0,14.95856438,31020.0,983.0,2.94,0.0632772399657918,35.26,2.9738,45.3209,40.4,1.4706,1503.0,236.78,0.73,0.012963999999999998,-0.018072,-0.102673,0.081
2001-09-27,8.10999966,5.4,7.2,0,25.839461870446897,858.613623910931,0.01120488,0.0279938302661433,1.26969605,0,0,73.06512722926,3,1018.61,998.24,1018.92,1007.04,34.10143957,29.87,0.90999966,1,0,0.0,37.1097189167334,0.01543899,3.08,2.33,0.0488124624142304,4.9,1527.0,2.177,4.548,112.93,-0.019484736000000002,54.3,35.0,46.3,41760.0,19.10202685,53220.0,969.0,2.94,0.0536453734834657,34.0,3.008,45.0019,40.4,1.3966,1936.0,225.04,0.71,0.012479,-0.017981,-0.093375,0.01
2001-09-28,8.05000019,5.5,7.17,0,26.4111040646867,858.613623910931,0.01120488,0.0279938302661433,1.48878184,0,0,74.61545182165399,2,1040.94,1018.61,1040.94,1018.61,35.00134499,29.74,0.8800001900000011,1,0,0.0,37.9232932711753,0.015117288000000001,2.75,2.3,0.0258974327650669,4.9,1527.0,2.217,4.588,113.41,-0.019484736000000002,54.3,35.0,46.3,30660.0,17.11907598,52140.0,952.0,2.94,0.0387467482487784,31.93,3.073,45.5858,40.4,1.4469999999999998,2509.0,182.66,0.49,0.012399,-0.013231,-0.063976,0.11699999999999999
2001-10-01,8.02000046,5.5,7.14,0,26.359336657340897,858.613623910931,0.01120488,0.0279938302661433,1.331876138,0,0,74.493994529007,1,1038.55,1026.76,1040.94,1040.94,45.49058257,22.83,0.8800004600000011,1,1,0.0,37.8363040076966,0.015152626,3.02,2.3,0.0209883048401209,4.9,1527.0,2.18,4.54,112.95,-0.019484736000000002,54.3,35.0,46.3,35220.0,14.84567149,30660.0,939.0,2.94,0.0407553154385351,32.32,3.1058,45.5118,40.4,1.4022,1297.0,266.95,0.65,0.013528,-0.015946000000000002,-0.069481,0.26
2001-10-02,7.98999977,5.5,7.07,0,26.69268516795,858.613623910931,0.01120488,0.0279938302661433,1.3529419530000002,0,0,75.42990618251,0,1051.33,1034.47,1051.33,1038.55,46.05037232,22.83,0.91999977,0,0,0.0,38.301830855249705,0.014965063,2.35,2.27,0.0031422782433500104,4.9,1527.0,2.222,4.501,113.0,-0.019484736000000002,54.3,35.0,46.3,49440.0,19.15906478,54000.0,926.0,2.94,0.0324477439287191,31.18,3.1431,45.681000000000004,40.4,1.3922,2078.0,408.67,0.65,0.012819,-0.017966,-0.088183,0.22399999999999998
2001-10-03,7.94999981,5.5,7.04,0,27.2337524015472,858.613623910931,0.01120488,0.0279938302661433,1.409227999,0,0,76.694450885051,0,1072.28,1041.48,1075.38,1051.33,46.96802453,22.83,0.90999981,0,0,0.0,39.064716271508296,0.014688738,2.27,2.18,0.00854761842143656,4.9,1527.0,2.23,4.468,113.22,-0.019484736000000002,54.3,35.0,46.3,31020.0,20.47936571,53160.0,917.0,2.94,0.0318276419896331,31.34,3.2055,45.7937,40.4,1.3862,2141.0,690.81,0.47,0.011167,-0.013959000000000001,-0.063247,0.233
2001-10-04,7.92999983,5.5,6.94,0,27.175582299370898,858.613623910931,0.01120488,0.0279938302661433,1.3641138959999999,1,0,76.758752771275,0,1069.63,1067.82,1084.12,1072.28,46.85194919,22.83,0.9899998299999989,0,0,0.0,38.9678518168173,0.014721418,2.45,2.17,0.0230954537046357,4.9,1527.0,2.299,4.506,112.96,-0.018064962,54.3,35.0,46.3,53160.0,20.66200197,37980.0,910.0,2.94,0.0343824821522052,31.97,3.1978,45.4126,40.4,1.4133,1796.0,201.12,0.47,0.011362,-0.014958,-0.058710000000000005,0.233
2001-10-05,7.90999985,5.5,7.04,0,27.2291920532415,858.613623910931,0.01120488,0.0279938302661433,1.228769018,0,0,76.608722419235,0,1071.38,1053.5,1072.35,1069.62,46.92860272,22.83,0.86999985,0,0,0.0,39.03116737197679,0.014775551000000001,2.42,2.15,0.0204922388562251,4.9,1527.0,2.3280000000000003,4.504,112.79,-0.018064962,54.3,35.0,46.3,34800.0,21.94929657,52980.0,900.0,2.94,0.042965999918603,33.39,3.2038,45.283,40.4,1.3922,1572.0,262.75,0.79,0.013455000000000002,-0.018639,-0.084204,0.26899999999999996
2001-10-08,7.92000008,5.5,7.04,0,27.0110522060339,858.613623910931,0.01120488,0.0279938302661433,1.207870167,0,0,76.108616006589,0,1062.44,1056.88,1071.37,1071.37,46.537012700000005,22.83,0.88000008,0,0,0.0,38.7051546061341,0.014899881,2.42,2.15,0.0252143499341719,4.9,1527.0,2.32,4.506,112.57,-0.018064962,54.3,35.0,46.3,33000.0,18.53335442,30660.0,893.0,2.94,0.0543044730952607,35.12,3.177,45.2739,40.4,1.396,1175.0,247.37,1.52,0.012467,-0.015063,-0.055553,0.32299999999999995
2001-10-09,7.92000008,5.5,7.11,0,26.8754184664615,858.613623910931,0.01120488,0.0279938302661433,1.132824427,0,0,75.70138882616101,0,1056.75,1053.83,1063.37,1062.44,46.3080631,22.82,0.81000008,0,0,0.0,38.4975904900501,0.01500246,2.5,2.17,0.0368750481522648,4.9,1527.0,2.377,4.593,113.35,-0.018064962,54.3,35.0,46.3,52680.0,13.327949100000001,30960.0,889.0,2.94,0.0531786734925726,34.83,3.1607,45.4238,40.4,1.4508,1478.0,313.0,0.97,0.013978999999999998,-0.014173,-0.073009,0.198
2001-10-10,7.98000002,5.5,7.07,0,27.5007342710856,858.613623910931,0.01120488,0.0279938302661433,1.126774503,0,0,77.387452954296,0,1080.99,1052.7,1081.62,1056.75,45.96045918,23.52,0.91000002,0,0,0.0,39.3802389601999,0.014526055,2.42,2.18,-0.00665108915500145,4.9,1527.0,2.38,4.5969999999999995,113.65,-0.018064962,54.3,35.0,46.3,31080.0,16.57032885,52860.0,888.0,2.94,0.0334699322407595,31.6,3.2322,45.6678,40.4,1.4297,2259.0,209.67,0.65,0.012074,-0.014958,-0.061814,0.276
2001-10-11,7.94999981,5.5,7.1,1,27.927946838966196,858.613623910931,0.01120488,0.0279938302661433,1.12693959,0,0,78.587701486083,0,1097.43,1080.99,1099.16,1080.99,46.65943878,23.52,0.84999981,0,0,0.0,39.9787280839423,0.014133995,2.42,2.22,-0.0241743128197173,4.9,1527.0,2.387,4.666,114.48,-0.018064962,54.3,35.0,46.3,30660.0,16.65758992,32820.0,889.0,2.94,0.0338435836804396,31.5,3.2802,45.6943,40.4,1.4809,1987.0,230.44,0.52,0.012212,-0.014381,-0.057710000000000004,0.321
2001-10-12,7.98999977,5.5,7.1,0,27.7897738464909,858.613623910931,0.01120488,0.0279938302661433,1.07105002,0,0,78.230484661147,0,1091.65,1072.15,1097.43,1097.43,46.39396515,23.53,0.88999977,0,0,0.0,39.7678207745814,0.014213796,2.39,2.19,-0.0202645336243453,4.9,1527.0,2.421,4.669,113.61,-0.018064962,54.3,35.0,46.3,42480.0,27.11692165,30660.0,893.0,2.94,0.0587947580468671,35.27,3.263,45.6588,40.4,1.5235,1194.0,189.51,0.63,0.012999,-0.014667,-0.04623,0.413
2001-10-15,8.01000023,5.5,7.07,0,27.756171140989398,858.613623910931,0.01120488,0.0279938302661433,1.0951249779999999,0,0,78.087600074473,0,1089.98,1078.19,1091.65,1091.65,46.34268707,23.52,0.940000229999999,0,0,0.0,39.706658731652205,0.014237637,2.51,2.21,0.00112545838376032,4.9,1527.0,2.3409999999999997,4.599,113.82,-0.018064962,54.3,35.0,46.3,33300.0,14.61249916,53040.0,897.0,2.94,0.0603482649847584,35.31,3.2583,45.6172,40.4,1.4682,1506.0,124.64,0.71,0.010639000000000001,-0.013822,-0.071287,0.413
2001-10-16,7.96000004,5.5,7.04,0,27.847824032550697,851.338111468658,0.01120488,0.0279938302661433,1.13316806,0,0,78.580555720717,0,1097.54,1087.13,1101.66,1089.98,46.66411565,23.52,0.92000004,0,0,0.0,39.8246872736876,0.014085209,2.47,2.16,-0.0102923297358406,4.9,1527.0,2.352,4.559,113.95,-0.018064962,54.3,35.0,46.3,37680.0,16.29101472,32160.0,902.0,2.94,0.0479932121173437,32.88,3.2806,46.2485,40.4,1.4446,1988.0,257.41,0.58,0.011568,-0.016405,-0.079519,0.413
2001-10-17,7.92000008,5.5,7.01,0,27.3377659589823,851.338111468658,0.01120488,0.0279938302661433,0.9780136209999999,0,0,76.908783837748,0,1077.09,1076.57,1107.12,1097.54,45.79464286,23.52,0.910000080000001,0,0,0.0,39.082683471565,0.014355076999999999,2.51,2.17,0.00854555267136309,4.9,1574.0,2.35,4.567,114.34,-0.018064962,54.3,35.0,46.3,54000.0,24.23282556,31380.0,905.0,2.94,0.0610923758987763,35.08,3.2199,46.407,40.4,1.4504,1158.0,189.98,0.6,0.011417,-0.013371000000000001,-0.059119000000000005,0.42
2001-10-18,7.900000099999999,5.5,7.01,0,27.1312873513425,851.338111468658,0.01120488,0.0279938302661433,0.872284218,0,0,76.74446124054201,0,1068.61,1064.54,1077.94,1077.09,45.45342407,23.51,0.8900001000000001,0,0,0.0,38.775127572187294,0.014464706,2.5,2.15,0.0284757120191858,4.9,1574.0,2.39,4.577,114.46,-0.018064962,54.3,35.0,46.3,53220.0,15.68226844,31860.0,907.0,2.94,0.0641131042417821,34.95,3.1951,46.3365,40.4,1.466,1118.0,273.69,0.79,0.01119,-0.020383000000000002,-0.087657,0.259
2001-10-19,7.88999987,5.5,7.01,0,27.263725307237397,851.338111468658,0.01120488,0.0319297363873821,0.909583114,0,0,76.694450885051,0,1073.48,1057.24,1075.52,1068.61,45.66056997,23.51,0.87999987,0,0,0.00314872489699098,38.9519255952631,0.014395946000000001,2.47,2.15,0.0268624475258567,4.9,1574.0,2.425,4.621,114.88,-0.018064962,54.3,35.0,46.3,39600.0,13.81343535,53220.0,908.0,2.94,0.0616712471726715,34.11,3.2094,46.1928,40.4,1.5168,1683.0,143.42,0.68,0.010091,-0.014658000000000001,-0.077535,0.152
2001-10-22,7.92000008,5.5,7.01,0,27.6896775517731,851.338111468658,0.01120488,0.0319297363873821,0.91897392,0,0,78.20905236608401,1,1089.9,1070.32,1090.57,1073.48,46.35899617,23.51,0.910000080000001,0,0,0.00236154367274324,39.5476133858006,0.014179062,2.52,2.18,-0.0190555635029543,4.9,1574.0,2.406,4.633,115.74,-0.018064962,54.3,35.0,46.3,31020.0,13.53768363,53220.0,907.0,2.94,0.0616174847435512,32.25,3.2579,46.3443,40.4,1.5402,1853.0,208.1,0.42,0.011728,-0.012633,-0.040839,0.152
2001-10-23,7.90999985,5.5,7.07,0,27.5684820679621,851.338111468658,0.01120488,0.0261527128104593,0.8485144609999999,0,0,77.808971665456,2,1084.78,1081.53,1098.99,1089.9,46.1412165,23.51,0.83999985,0,0,-0.00304725641304273,39.3617749555743,0.014245985,2.48,2.15,-0.0260046841161761,4.9,1574.0,2.436,4.643,115.88,-0.018064962,54.3,35.0,46.3,50520.0,15.69181189,34980.0,903.0,2.94,0.063852111160573,32.0,3.242,46.1386,40.4,1.5596,1529.0,253.3,0.5,0.011921,-0.015825,-0.075692,0.205
2001-10-24,7.94000006,5.5,7.07,0,27.5880396794972,851.338111468658,0.01120488,0.0261527128104593,0.897966459,0,0,77.601785192559,3,1085.2,1079.98,1090.26,1084.78,46.15908124,23.51,0.87000006,0,0,-0.00267903292190592,39.3770315951917,0.014177156000000002,2.53,2.12,-0.026734866072097,4.9,1574.0,2.44,4.596,115.57,-0.018064962,54.3,35.0,46.3,31860.0,15.11570081,44400.0,897.0,2.94,0.0586723264163012,30.95,3.2439999999999998,45.8955,40.4,1.5125,1374.0,144.06,0.58,0.010797,-0.015166999999999998,-0.083873,0.214
2001-10-25,7.88999987,5.5,7.01,0,27.9755786926229,851.338111468658,0.01120488,0.0261527128104593,0.991950765,0,0,78.994928666511,4,1100.09,1065.64,1100.09,1085.2,46.79242875,23.51,0.87999987,0,0,-0.00231080943076911,39.9171577907705,0.013976338,2.54,2.1,-0.0192335667352195,4.9,1574.0,2.405,4.551,115.68,-0.08289258,54.3,35.0,46.3,33000.0,20.47613379,54000.0,891.0,2.94,0.0481903464410595,29.46,3.2889999999999997,46.1419,40.4,1.4695,1913.0,154.87,0.53,0.012602,-0.014621,-0.061827999999999994,0.214
2001-10-26,7.86000013,5.5,6.96,0,28.0995862011834,851.338111468658,0.01120488,0.0261527128104593,1.001578173,0,0,78.81632025404299,5,1104.61,1094.24,1110.61,1100.09,47.06476353,23.47,0.90000013,1,0,-0.00115540471538456,40.080942380918295,0.013919736,2.51,2.1,-0.0101719611651279,4.9,1574.0,2.384,4.529,115.54,-0.08289258,54.3,35.0,46.3,32280.0,14.88645191,51720.0,884.0,2.94,0.0426671970262204,28.42,3.3024,46.1443,40.4,1.4864,1841.0,240.05,0.44,0.013153999999999999,-0.013375999999999999,-0.06253099999999999,0.214
