,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment,TYVIX,MVOLE
2005-05-23,6.01999998,5.3,5.06,0,27.700009622736303,905.1407991374249,0.017811953999999998,0.0345765192851006,1.167940635,0,0,90.701637364482,3,1193.86,1188.76,1197.44,1189.28,20.49545064,58.25,0.95999998,0,0,0.00103252681576151,37.879540222692,0.017232473,3.01,2.845,-0.0030534958980092397,5.2,2038.0,1.1547,4.0538,86.4,-0.001574791,57.7,73.0,55.2,30660.0,6.43087714,50340.0,3496.0,1.63,0.00568375189425226,12.95,2.8027,41.4474,-24.1,2.4396,1945.0,9.69,0.51,0.012118,-0.0065,-0.011821,0.158,5.38,27155.02
2005-05-24,5.96000004,5.3,5.04,0,27.6970880516629,905.1407991374249,0.017811953999999998,0.0345765192851006,1.097139696,0,0,90.489612252005,4,1194.07,1189.87,1195.29,1193.86,20.49553725,58.26,0.92000004,0,0,0.0,37.8762724080811,0.017233496,2.99,2.8819999999999997,0.00778797164519643,5.2,2038.0,1.0854,4.0271,86.37,-0.001574791,57.7,73.0,55.2,39480.0,7.762339976,52560.0,3430.0,1.63,0.00533490349524288,12.69,2.8031,41.4504,-24.1,2.4163,1450.0,32.51,0.56,0.010813,-0.009664,-0.031363999999999996,0.158,5.4,9609.68
2005-05-25,5.94999981,5.3,5.09,0,27.5951572697878,905.1407991374249,0.017811953999999998,0.0345765192851006,0.958158972,0,0,90.42146410853901,5,1190.01,1185.96,1194.07,1194.07,20.42584964,58.26,0.85999981,1,0,0.0,37.7376160896505,0.017342434,3.01,2.87,0.0106973074995048,5.2,2038.0,1.1553,4.0864,86.35,0.021390705,57.7,73.0,55.2,45060.0,6.653680952999999,30660.0,3366.0,1.63,0.0053551247088041605,12.58,2.7936,41.581,-24.1,2.437,977.0,43.64,0.68,0.01009,-0.012645,-0.067723,0.158,5.43,9456.34
2005-05-26,5.98999977,5.3,5.1,0,27.763829754811002,905.1407991374249,0.017811953999999998,0.0345765192851006,0.9715908459999999,0,0,90.90609391064501,4,1197.62,1190.01,1198.95,1190.01,20.55647099,58.26,0.88999977,1,0,0.0,37.9689030613387,0.017222775,3.01,2.867,0.000288379285786601,5.2,2038.0,1.1581,4.0787,86.85,0.021390705,57.7,73.0,55.2,30660.0,5.13138157,52740.0,3317.0,1.63,0.00496015884345234,12.24,2.8114,41.8539,-24.1,2.4081,2282.0,34.75,0.47,0.009812000000000001,-0.009640000000000001,-0.048556999999999996,0.16399999999999998,5.32,10075.62
2005-05-27,5.98999977,5.3,5.1,0,27.782944075352898,905.1407991374249,0.017811953999999998,0.0345765192851006,1.056228993,0,0,91.057538688733,3,1198.78,1195.28,1199.56,1197.62,20.58698265,58.23,0.88999977,1,0,0.0,37.995612117093295,0.017214251,3.01,2.887,-0.0022947571138440103,5.2,2038.0,1.1307,4.0709,86.42,0.021390705,57.7,73.0,55.2,33660.0,4.016869659,53100.0,3279.0,1.63,0.0053896314255333705,12.15,2.8145,41.7111,-24.1,2.425,2202.0,57.98,0.57,0.010398000000000001,-0.009514,-0.049518,0.16399999999999998,5.2,9690.67
2005-05-31,5.98999977,5.3,5.02,0,27.6064876818532,905.1407991374249,0.017811953999999998,0.0345765192851006,1.00234545,0,0,90.47446981873199,2,1191.5,1191.5,1198.78,1198.78,20.45142465,58.26,0.96999977,1,0,0.0,37.7550145062695,0.017308636000000002,3.09,2.8819999999999997,0.0048747861595808606,5.2,2038.0,1.0412,3.9810000000000003,87.76,0.021390705,57.7,73.0,55.2,54000.0,6.229438187,30720.0,3219.0,1.63,0.008952834638403271,13.29,2.7943,41.8912,-24.1,2.3774,1675.0,69.66,0.72,0.010931999999999999,-0.009571,-0.059196000000000006,0.285,5.65,10897.26
2005-06-01,5.9000001,5.3,4.93,0,27.8482343079496,905.1407991374249,0.017811953999999998,0.0345765192851006,1.104965358,0,0,91.246847500976,1,1202.27,1191.03,1205.64,1191.5,20.63982833,58.25,0.9700001,1,0,0.0,38.0858034358962,0.017465727,3.02,2.907,-0.0054616192087806395,5.2,2038.0,0.9121,3.8844,88.11,0.021390705,57.7,73.0,55.2,30660.0,10.86022427,46860.0,3180.0,1.63,0.006273560529935629,12.36,2.8196,42.1601,-24.1,2.3821,2433.0,39.45,0.56,0.010604,-0.007940000000000001,-0.05092,0.262,5.67,9000.92
2005-06-02,5.82000017,5.3,4.9,0,27.8872423573544,905.1407991374249,0.017811953999999998,0.0345765192851006,1.221529745,1,0,91.443730180179,0,1204.29,1198.42,1204.67,1202.27,20.68160742,58.23,0.92000017,0,0,0.0,38.13960904477229,0.017149921999999998,3.0,2.908,-0.00287789652882836,5.2,2038.0,0.9312,3.9032,87.75,0.023033386,57.7,73.0,55.2,30960.0,5.384432136,53160.0,3125.0,1.63,0.00565329808892942,11.84,2.8244,42.0146,-24.1,2.3626,1992.0,44.53,0.62,0.009242,-0.008582,-0.061362,0.262,5.77,8990.54
2005-06-03,5.78000021,5.3,4.95,0,27.68790721729,905.1407991374249,0.017811953999999998,0.0345765192851006,1.123718976,0,0,90.981816678307,0,1196.02,1194.55,1205.09,1204.29,20.46227545,58.45,0.83000021,0,0,0.0,37.8677434896519,0.017265606,2.99,2.93,-0.000143054034327893,5.1,2038.0,0.9813,3.9732,88.04,0.023033386,57.7,73.0,55.2,52140.0,7.359057055,31680.0,3093.0,1.63,0.0065428514606345,12.15,2.8072,42.0443,-24.1,2.3836,1422.0,25.96,0.61,0.010312,-0.008429,-0.042216000000000004,0.28300000000000003,5.67,8491.11
2005-06-06,5.82000017,5.3,4.92,0,27.7145715242965,905.1407991374249,0.017811953999999998,0.0345765192851006,1.10628104,0,0,90.898520043685,0,1197.51,1192.75,1198.78,1196.02,20.48776732,58.45,0.90000017,0,0,0.0,37.9049009042207,0.01727639,3.0,2.932,0.0039269563943797395,5.1,2038.0,0.9708,3.9522,87.6,0.023033386,57.7,73.0,55.2,36000.0,4.841953023,52920.0,3041.0,1.63,0.007212532761810379,12.28,2.8108,41.9423,-24.1,2.3644,1945.0,63.77,0.51,0.008842000000000001,-0.008727,-0.054533000000000005,0.344,5.82,8971.74
2005-06-07,5.78000021,5.3,4.87,0,27.7009687127712,905.1407991374249,0.017811953999999998,0.0345765192851006,1.118949007,0,0,90.96666818715099,0,1197.26,1197.26,1208.85,1197.51,20.48349016,58.45,0.91000021,0,0,0.0,37.8869658746835,0.017300244,2.96,2.947,0.00549550271553359,5.1,2038.0,0.8976,3.9010000000000002,87.49,0.023033386,51.8,58.0,50.8,53640.0,8.65795741,39720.0,2995.0,1.63,0.0073950022188556,12.39,2.8102,41.8304,-24.1,2.329,1848.0,117.49,0.56,0.009773,-0.009898,-0.048641000000000004,0.33399999999999996,6.02,10160.65
2005-06-08,5.73999977,5.3,4.89,0,27.6332545682876,905.1407991374249,0.017811953999999998,0.0345765192851006,1.002463914,0,0,90.800081733024,0,1194.67,1193.33,1201.97,1197.26,20.43917879,58.45,0.84999977,0,0,0.0,37.7949626510837,0.017425883,2.96,2.947,0.00922868709572218,5.1,2038.0,0.9299,3.9331,87.88,0.023033386,51.8,58.0,50.8,50700.0,6.505022309,42840.0,2931.0,1.63,0.00818845063900033,12.7,2.804,41.4255,-24.1,2.333,1411.0,100.64,0.64,0.009886,-0.009726,-0.040809,0.33399999999999996,5.86,8372.97
2005-06-09,5.76999998,5.3,4.92,0,27.770231647294803,905.1407991374249,0.017811953999999998,0.0345765192851006,0.995838095,0,0,91.23170506770201,0,1200.93,1191.09,1201.86,1194.67,20.54627887,58.45,0.84999998,0,0,0.0,37.9828731561404,0.01728577,3.01,2.927,0.007041784664827559,5.1,2038.0,0.966,3.9483,88.07,0.023033386,51.8,58.0,50.8,35220.0,9.139988823,41520.0,2889.0,1.63,0.0069310153680531,12.08,2.8188,41.2859,-24.1,2.3323,1890.0,29.81,0.48,0.009768,-0.0068319999999999995,-0.044574,0.33399999999999996,5.52,9466.36
2005-06-10,5.80999994,5.3,4.99,0,27.697226468876902,905.1407991374249,0.017811953999999998,0.0345765192851006,0.9990443609999999,0,0,91.01967465457899,0,1198.11,1192.64,1202.79,1200.93,20.49452617,58.46,0.81999994,0,0,0.0,37.883673025617206,0.017293395,3.01,2.937,0.0130496263156542,5.1,2038.0,1.0595,4.0514,88.69,0.023033386,51.8,58.0,50.8,49920.0,6.410662352999999,31620.0,2821.0,1.63,0.006952977606947111,11.96,2.8123,41.3093,-24.1,2.329,1602.0,63.21,0.47,0.009991,-0.006129,-0.011768,0.33399999999999996,5.67,8220.94
2005-06-13,5.88999987,5.3,5.04,1,27.752061784370603,905.1407991374249,0.017811953999999998,0.0282003021458239,0.987967193,0,0,91.307427835364,0,1200.82,1194.51,1206.03,1198.11,20.53385773,58.48,0.84999987,0,0,-0.0051009737114213706,37.9592533576963,0.017292042,3.04,2.937,0.0102209904023724,5.1,2038.0,1.1002,4.0918,88.95,0.023033386,51.8,58.0,50.8,32820.0,8.238899076000001,36540.0,2762.0,1.63,0.00650150539787195,11.65,2.8186,41.3362,-24.1,2.3444,1900.0,57.7,0.61,0.010609,-0.006652,-0.06340499999999999,0.33399999999999996,5.74,10556.22
2005-06-14,5.92999983,5.3,5.1,0,27.8156521839973,905.1407991374249,0.017811953999999998,0.0282003021458239,0.981834641,0,0,91.51945294784099,0,1203.91,1200.18,1207.53,1200.82,20.58669631,58.48,0.82999983,0,0,-0.00382573028356603,38.046754581836204,0.017250301000000003,3.01,2.9619999999999997,0.0084755063689761,5.1,2038.0,1.1141,4.1072,89.3,0.023033386,51.8,58.0,50.8,30720.0,6.67878102,46860.0,2705.0,1.63,0.00747435718737492,11.79,2.8262,41.2214,-24.1,2.3508,2071.0,67.72,0.56,0.010715,-0.008037,-0.040482,0.33399999999999996,5.68,8732.15
2005-06-15,6.0,5.3,5.09,0,27.883891816944605,907.926389327285,0.017811953999999998,0.0276852364635634,1.015517453,0,0,91.69361326892799,0,1206.58,1198.66,1208.08,1203.91,20.63235294,58.48,0.91,0,0,-0.0029625394015191397,38.1405628968378,0.017219339,3.05,2.955,0.007395687303957891,5.1,2038.0,1.1169,4.0995,88.62,0.023033386,51.8,58.0,50.8,39480.0,7.030600258,31020.0,2636.0,1.63,0.00674982868699066,11.46,2.8326,40.9587,-24.1,2.3394,1946.0,27.58,0.56,0.009642,-0.008236,-0.043008,0.33399999999999996,5.43,9905.03
2005-06-16,5.98999977,5.3,5.04,0,27.9772465862403,907.926389327285,0.017811953999999998,0.0276852364635634,1.050609382,0,0,91.92836073952,0,1210.96,1205.47,1212.1,1206.55,20.70725034,58.48,0.94999977,0,0,-0.00158428283721168,38.2686496347541,0.017158378000000002,3.0,2.9019999999999997,-0.00932772785230695,5.1,2009.0,1.1152,4.0667,88.64,0.023033386,51.8,58.0,50.8,30840.0,6.5373396679999995,35160.0,2586.0,1.63,0.00626334790593304,11.15,2.8428,41.3102,-24.1,2.3531,2218.0,33.2,0.73,0.010942,-0.010467,-0.05224500000000001,0.39299999999999996,5.31,9651.28
2005-06-17,5.94999981,5.3,5.04,0,28.107972134539498,907.926389327285,0.017811953999999998,0.0276852364635634,1.094669343,0,0,92.26760137382401,0,1216.96,1210.93,1219.55,1210.93,20.80984952,58.48,0.90999981,0,0,-0.000206026272904225,38.4477527686152,0.017073741,2.99,2.9130000000000003,-0.0203804435330204,5.1,2009.0,1.0992,4.0705,87.65,0.023033386,51.8,58.0,50.8,30660.0,6.339844072000001,31920.0,2543.0,1.63,0.00705734897983787,11.48,2.8569999999999998,41.114,-24.1,2.3711,2030.0,48.07,0.53,0.009512,-0.010015999999999999,-0.042078,0.40399999999999997,5.28,18630.97
2005-06-20,5.94000006,5.3,5.06,0,28.0802668257057,907.926389327285,0.017811953999999998,0.0276852364635634,1.05927769,0,0,92.298013340634,0,1216.1,1210.65,1219.1,1216.96,20.82006506,58.41,0.88000006,0,0,-0.00010301313645211301,38.41011443102521,0.017082608,3.01,2.92,-0.019282404752676004,5.1,2009.0,1.138,4.1091,88.49,0.023033386,51.8,58.0,50.8,33780.0,5.351730695,51540.0,2518.0,1.63,0.00716146530126009,11.47,2.8523,41.1568,-24.1,2.3829,1314.0,10.16,0.58,0.012159,-0.010442,-0.048518,0.49200000000000005,5.41,8965.1
2005-06-21,5.96000004,5.3,5.0,0,28.014956349397398,907.926389327285,0.017811953999999998,0.0276852364635634,1.0102382159999999,0,0,92.35123219178301,1,1213.61,1211.86,1217.13,1216.1,20.77743537,58.41,0.96000004,0,0,0.0,38.3210828075949,0.017114328,2.96,2.95,-0.0115016562559361,5.1,2009.0,1.0259,4.0396,88.12,0.023033386,51.8,58.0,50.8,33180.0,5.931885591,31080.0,2510.0,1.63,0.0063155127445343,11.08,2.8465,41.0543,-24.1,2.3437,1552.0,75.6,0.61,0.008853,-0.006631999999999999,-0.03802,0.49200000000000005,5.21,8890.67
2005-06-22,5.90999985,5.3,4.92,0,28.0133825782903,907.926389327285,0.017811953999999998,0.0276852364635634,0.9925233640000001,0,0,92.427259447829,2,1213.88,1211.69,1219.59,1213.61,20.78205787,58.41,0.98999985,0,0,0.0,38.319216952242705,0.017121223,2.93,2.9619999999999997,-0.0149917566831697,5.1,2009.0,0.9163,3.94,88.56,0.023033386,51.8,58.0,50.8,47400.0,6.9266421220000005,30960.0,2548.0,1.63,0.00612042206640596,11.05,2.8471,40.6412,-24.1,2.2851,1913.0,35.3,0.52,0.00915,-0.010417000000000001,-0.066525,0.49200000000000005,5.55,9259.65
2005-06-23,5.84000015,5.3,4.93,0,27.7022013225713,907.926389327285,0.017811953999999998,0.0276852364635634,0.8844079840000001,0,0,91.12718112892999,3,1200.73,1200.72,1216.45,1213.88,20.55692518,58.41,0.91000015,0,0,0.0,37.894035443542705,0.017332473,3.05,3.0,-0.0062641005858434795,5.1,2009.0,0.897,3.9514,89.12,0.023033386,51.8,58.0,50.8,54000.0,8.320271221,39060.0,2593.0,1.63,0.00854432061599455,12.13,2.8162,41.0273,-24.1,2.2893,1056.0,35.69,0.47,0.010853,-0.011337,-0.049506,0.49200000000000005,5.42,10370.24
2005-06-24,5.84000015,6.2,4.89,0,27.4832275426246,907.926389327285,0.017811953999999998,0.0276852364635634,0.798848566,0,0,90.458136105819,4,1191.57,1191.45,1200.9,1200.73,20.40010272,58.41,0.95000015,0,0,0.0,37.595134051661795,0.017462298,3.07,3.0,0.0040382133336228,5.1,2009.0,0.8325,3.917,88.78,-0.006797188000000001,51.8,58.0,50.8,54000.0,7.2017792179999995,30660.0,2617.0,1.63,0.00863369200723278,12.18,2.7947,41.0412,-24.1,2.2833,1229.0,81.42,0.57,0.012591,-0.012950999999999999,-0.07168,0.384,5.63,23042.39
2005-06-27,5.80999994,6.2,4.86,0,27.4552739916569,907.926389327285,0.017811953999999998,0.0276852364635634,0.8201749509999999,0,0,90.587382973294,5,1190.69,1188.3,1194.33,1191.57,20.36411835,58.47,0.94999994,1,0,0.0,37.557762890331205,0.017317446,3.17,3.035,0.0106104531993999,5.1,2009.0,0.8072,3.9017,88.45,-0.006797188000000001,51.8,58.0,50.8,46920.0,7.139453446,40620.0,2621.0,1.63,0.00951419187544096,12.52,2.7925,40.9953,-24.1,2.2982,1623.0,84.1,0.63,0.009826999999999999,-0.012657999999999999,-0.035755,0.345,5.82,9292.98
2005-06-28,5.78999996,6.2,4.91,0,27.6984372052739,907.926389327285,0.017811953999999998,0.0276852364635634,0.906414885,0,0,91.347663136556,4,1201.57,1190.69,1202.54,1190.69,20.55371194,58.46,0.87999996,1,0,0.0,37.890897704333206,0.017321521,3.17,3.075,-0.00616456965977292,5.1,2009.0,0.8433,3.9703,88.99,-0.006797188000000001,51.8,58.0,50.8,30660.0,4.807358027,52500.0,2606.0,1.63,0.00712172900289991,11.58,2.8179,41.1809,-24.1,2.3206,2339.0,37.22,0.58,0.010133,-0.010234,-0.07415,0.345,5.86,9311.14
2005-06-29,5.84000015,6.2,4.96,0,27.6510984944338,907.926389327285,0.017811953999999998,0.0276852364635634,0.906146162,0,0,91.104373484312,3,1199.85,1198.7,1204.07,1201.57,20.52429011,58.46,0.88000015,1,1,0.0,37.826625267572,0.017380088999999998,3.2,3.063,0.000427996806535283,5.1,2009.0,0.8615,3.9779,89.11,-0.006797188000000001,51.8,58.0,50.8,50340.0,6.455189762000001,30780.0,2573.0,1.63,0.007548810949463271,11.77,2.8139,41.1304,-24.1,2.314,1835.0,54.92,0.61,0.010223999999999999,-0.009887,-0.026726999999999997,0.345,5.71,9485.88
2005-06-30,5.86000013,6.2,4.91,0,27.445922655700898,907.926389327285,0.017811953999999998,0.0276852364635634,0.963990591,0,0,90.610189857631,2,1191.33,1190.51,1203.27,1199.85,19.58136095,60.84,0.95000013,1,0,0.0,37.5483265910109,0.017407847,3.35,3.06,0.0172200709999445,5.1,2009.0,0.7969,3.9130000000000003,89.09,-0.006797188000000001,51.8,58.0,50.8,53820.0,6.76665898,31980.0,2521.0,1.63,0.00825477782893194,12.04,2.7451,41.1995,-24.1,2.2739,1543.0,67.14,0.51,0.009586,-0.009583,-0.036445,0.345,5.42,11313.39
2005-07-01,5.80999994,6.2,4.99,0,27.5087068783563,907.926389327285,0.017811953999999998,0.0276852364635634,1.067657916,0,0,90.87628715449301,1,1194.44,1191.33,1197.89,1191.33,19.61635737,60.89,0.81999994,1,0,0.0,37.63649310022821,0.017444853,3.36,3.09,0.0193817496132411,5.1,2009.0,0.8927,4.0489,90.13,-0.006797188000000001,51.8,58.0,50.8,30660.0,7.056428987,34740.0,2486.0,1.63,0.00666121204452445,11.4,2.7509,41.1549,-24.1,2.3223,2060.0,74.68,0.55,0.00946,-0.009086,-0.042559,0.33,5.64,7886.47
2005-07-05,5.88999987,6.2,5.05,0,27.7426278938472,907.926389327285,0.017811953999999998,0.0276852364635634,1.123103422,0,0,91.606155350945,0,1204.99,1192.49,1206.34,1194.44,19.7119254,61.13,0.83999987,0,0,0.0,37.9587989851246,0.017304069,3.27,3.137,0.0139987543353774,5.1,2009.0,0.9493,4.105,90.44,-0.012147999,51.8,58.0,50.8,31080.0,7.614681889,53520.0,2434.0,1.63,0.00729724436220742,11.68,2.7748,41.3771,-24.1,2.319,2152.0,73.9,0.49,0.011028,-0.010485,-0.010592,0.33,6.08,9333.73
2005-07-06,5.94999981,6.2,5.02,0,27.5022819348976,907.926389327285,0.017811953999999998,0.0276852364635634,1.015985589,0,0,90.83827618745,0,1194.94,1194.78,1206.11,1204.99,19.54752168,61.13,0.92999981,0,0,0.0,37.632350467882205,0.017454642,2.99,3.12,0.0238011630832298,5.1,2009.0,0.89,4.0682,90.38,-0.012147999,51.8,58.0,50.8,53280.0,7.054065971,32520.0,2402.0,1.63,0.008587376477321459,12.27,2.7516,41.4901,-24.1,2.3091,1383.0,37.5,0.52,0.013838999999999999,-0.009927,-0.035562,0.33,6.07,8585.05
2005-07-07,5.92999983,6.2,4.99,0,27.560745134839397,907.926389327285,0.017811953999999998,0.0276852364635634,1.012925909,1,0,91.19560330250299,0,1197.87,1183.55,1198.46,1194.94,19.59545231,61.13,0.93999983,0,0,0.0,37.7146982802893,0.017417399,3.18,3.08,0.0237843012212219,5.1,2009.0,0.9238,4.0605,90.28,-0.012147999,51.8,58.0,50.8,31140.0,9.616111006,53820.0,2384.0,1.63,0.00855343886393903,12.49,2.7584,41.2989,-24.1,2.2959,1767.0,37.61,0.58,0.013771,-0.011512999999999999,-0.043113,0.33,6.14,9701.05
2005-07-08,5.88999987,6.2,5.05,0,27.873564643092102,907.926389327285,0.017811953999999998,0.0276852364635634,1.101678706,0,0,92.23718940701299,0,1211.86,1197.2,1212.73,1197.87,19.82430885,61.13,0.83999987,0,0,0.0,38.144952702926105,0.017172536000000002,3.22,3.095,0.0118555219838121,5.0,2009.0,0.9246,4.0914,90.25,-0.012147999,55.7,50.5,52.4,30780.0,6.7902295089999996,52200.0,2365.0,1.63,0.0060322123858733,11.45,2.7906,41.7273,-24.1,2.2943,2482.0,44.41,0.42,0.013155000000000002,-0.010440999999999999,-0.030019999999999998,0.33,5.71,8726.94
2005-07-11,5.94000006,6.2,4.99,0,28.0388018845564,907.926389327285,0.017811953999999998,0.0276852364635634,1.108496213,0,0,92.70856462879601,0,1219.44,1211.86,1220.03,1211.86,19.94830689,61.13,0.95000006,0,0,0.0,38.3731585505406,0.017054312,3.23,3.095,0.00275771256282805,5.0,2009.0,0.9371,4.0933,89.46,-0.012147999,55.7,50.5,52.4,30660.0,6.91100738,37260.0,2354.0,1.63,0.00584958819548021,11.28,2.8080000000000003,41.3705,-24.1,2.3052,2360.0,20.15,0.5,0.014774,-0.009757,-0.024873,0.33,5.87,9641.42
2005-07-12,5.92000008,6.2,5.03,0,28.093377856870305,907.926389327285,0.017811953999999998,0.0276852364635634,1.078463526,0,0,92.95185428104,0,1222.21,1216.6,1225.54,1219.44,19.99362015,61.13,0.89000008,0,0,0.0,38.449878141319296,0.017018998,3.23,3.135,0.0055941278875026,5.0,2009.0,0.9429,4.1419999999999995,88.35,-0.012147999,55.7,50.5,52.4,33600.0,6.965338482999999,51240.0,2345.0,1.63,0.00507289419410166,10.95,2.8143,41.4399,-24.1,2.3266,1873.0,12.71,0.46,0.013309,-0.010713,-0.029893,0.389,5.76,10450.92
2005-07-13,5.94999981,6.2,5.05,0,28.1090924558285,907.926389327285,0.017811953999999998,0.0276852364635634,1.08957398,0,0,93.081100388235,0,1223.29,1219.64,1224.46,1222.21,20.01128742,61.13,0.89999981,0,0,0.0,38.4732878990325,0.017093584,3.27,3.145,0.007611203560353309,5.0,2009.0,0.9465,4.1556,89.25,-0.012147999,55.7,50.5,52.4,35160.0,5.911534948,52320.0,2338.0,1.63,0.005014321878631421,10.84,2.8168,41.2593,-24.1,2.3021,1446.0,30.51,0.55,0.017734,-0.012213,-0.039874,0.374,5.66,9944.1
2005-07-14,5.96000004,6.2,5.07,1,28.173732046332802,907.926389327285,0.017811953999999998,0.0245123094229864,1.069529931,0,0,93.446037907721,0,1226.5,1223.29,1233.16,1223.29,20.06379846,61.13,0.890000039999999,0,0,-0.0025383416324615397,38.5636093476098,0.017048846,3.32,3.1519999999999997,-0.00215230411457498,5.0,2009.0,0.9541,4.1732,89.48,-0.012147999,55.7,50.5,52.4,30660.0,7.473596507999999,31200.0,2320.0,1.63,0.0045568354563952605,10.81,2.8242,40.5221,-24.1,2.2373,1483.0,30.33,0.43,0.013772,-0.009965,-0.02163,0.374,5.56,11111.56
2005-07-15,5.96999979,6.2,5.05,0,28.197232613849803,915.7015531539259,0.017811953999999998,0.0245123094229864,0.985827896,0,0,93.39281221405199,0,1227.92,1223.5,1229.53,1226.5,20.08702765,61.13,0.91999979,0,0,-0.00190375622434615,38.5976108744241,0.017019423,3.32,3.178,0.005075750819233621,5.0,2009.0,0.9247,4.1635,89.72,-0.012147999,55.7,50.5,52.4,39840.0,5.473065489,50400.0,2307.0,1.63,0.0036934978628498797,10.33,2.8275,39.7157,-24.1,2.21,1628.0,33.7,0.54,0.01314,-0.013850999999999999,-0.040737999999999996,0.40399999999999997,5.5,10507.88
2005-07-18,5.94999981,6.2,5.12,0,28.0178007957685,915.7015531539259,0.017811953999999998,0.0245123094229864,0.8778997070000001,0,0,93.020276454613,0,1221.13,1221.13,1227.92,1227.92,19.97595289,61.13,0.829999809999999,0,0,-0.0012691708162307698,38.35393264497571,0.017114058,3.19,3.18,0.00623534467286465,5.0,2009.0,0.9716,4.2204,89.64,-0.012147999,55.7,50.5,52.4,54000.0,5.219270249,30660.0,2285.0,1.63,0.00465444047295677,10.77,2.8118,39.9352,-24.1,2.2417,1261.0,35.45,0.55,0.013263999999999998,-0.012659,-0.044013,0.40399999999999997,5.71,9825.56
2005-07-19,6.01999998,6.2,5.09,0,28.1973205207557,915.7015531539259,0.017811953999999998,0.0245123094229864,0.922962963,0,0,93.529663403719,0,1229.35,1221.13,1230.34,1221.13,20.11042042,61.13,0.92999998,0,0,-0.0006345854081153849,38.601484924939605,0.016998243,3.13,3.222,0.0019911176966276698,5.0,2004.0,0.8874,4.1792,89.85,-0.012147999,55.7,50.5,52.4,30660.0,6.736557400000001,52860.0,2247.0,1.63,0.00396821969736667,10.45,2.8307,39.8818,-24.1,2.263,2281.0,62.7,0.54,0.011526999999999999,-0.00881,-0.015137999999999999,0.40399999999999997,5.62,9815.51
2005-07-20,5.98000002,6.2,5.05,0,28.322389326702105,915.7015531539259,0.017811953999999998,0.0245123094229864,1.011194894,0,0,93.84898487369,1,1235.2,1222.91,1236.56,1229.35,20.20611811,61.13,0.93000002,0,0,0.0,38.7743868412463,0.016937605,3.25,3.228,0.00222370339170424,5.0,2004.0,0.8661,4.1576,89.34,-0.012147999,55.7,50.5,52.4,34140.0,7.996719677000001,52980.0,2201.0,1.63,0.00337663039501018,10.23,2.8442,39.4713,-24.1,2.2656,2277.0,58.35,0.51,0.011775,-0.011264,-0.016845,0.44799999999999995,5.47,9724.23
2005-07-21,5.94000006,6.2,5.13,0,28.1262473947404,915.7015531539259,0.017811953999999998,0.0245123094229864,0.966521469,0,0,93.30158239586099,2,1227.04,1224.7,1235.83,1235.2,20.072632100000003,61.13,0.81000006,0,0,0.0,38.5076865587199,0.017039257,3.27,3.2680000000000002,0.0143520283526134,5.0,2004.0,0.9329999999999999,4.2757,88.93,-0.012147999,55.7,50.5,52.4,34980.0,10.46890896,30660.0,2133.0,1.63,0.00450285412066806,10.97,2.8255,39.5767,-24.1,2.3318,1025.0,123.21,0.54,0.008815,-0.014786,0.004435000000000001,0.44799999999999995,5.69,10484.46
2005-07-22,6.03999996,5.8,5.07,0,28.269375797964603,915.7015531539259,0.017811953999999998,0.0245123094229864,1.014210661,0,0,93.925012129736,3,1233.68,1226.15,1234.19,1227.04,20.18125307,61.13,0.96999996,0,0,0.0,38.7053283693021,0.016974758,3.25,3.293,0.00100394931257388,5.0,2004.0,0.8561,4.2185,89.64,-0.012147999,55.7,50.5,52.4,35220.0,6.720280965,53040.0,2054.0,1.63,0.0036148334126882703,10.52,2.842,38.8477,-24.1,2.3369,2194.0,214.8,0.56,0.008843,-0.016378999999999998,0.007869,0.418,5.32,9099.44
2005-07-25,5.98000002,5.8,5.1,0,28.1537959120564,915.7015531539259,0.017811953999999998,0.0245123094229864,1.0269866,0,0,93.65891483287399,4,1229.03,1228.15,1238.36,1233.68,20.10518567,61.13,0.880000020000001,0,0,0.0,38.5488422898901,0.017033986,3.28,3.315,0.00311021826105553,5.0,2004.0,0.8615,4.2442,89.57,-0.012147999,55.7,50.5,52.4,50940.0,6.670093777999999,35340.0,2004.0,1.63,0.00498973209434021,11.1,2.8313,38.7193,-24.1,2.3124,1211.0,20.15,0.6,0.009387999999999999,-0.010374,-0.018487,0.389,5.61,8195.32
2005-07-26,5.96999979,5.8,5.09,0,28.193559253874604,915.7015531539259,0.017811953999999998,0.0245123094229864,0.96244759,0,0,93.772952295683,5,1231.16,1229.03,1234.42,1229.03,20.14002945,61.13,0.87999979,1,0,0.0,38.6050119627436,0.017004516,3.25,3.359,0.00785680335021479,5.0,2004.0,0.809,4.2245,90.0,-0.012147999,55.7,50.5,52.4,41400.0,6.769172171,49920.0,1951.0,1.63,0.0047696085800438,10.99,2.8360000000000003,38.744,-24.1,2.3204,1901.0,20.65,0.59,0.009563,-0.011999,0.012913999999999998,0.389,5.46,9587.37
