,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY
1967-10-04,6.41,1.78,5.67,0,21.0999251508088,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.1569469053458703,0,96.43,96.43,96.43,96.43,18.09193246,5.33,0.74,0,0,0.0,38.7987557486848,0.030447286,4.13,4.54,-0.0009034623093228099,3.8,1381.0,0.8320000000000001,5.372000000000001,
1967-10-05,6.41,1.78,5.67,0,21.149626646349898,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16257618683907,0,96.67,96.67,96.67,96.67,18.136960600000002,5.33,0.74,0,0,0.0,38.889677537856606,0.030372927,4.13,4.51,-0.00983554887255455,3.8,1381.0,0.862,5.372000000000001,
1967-10-06,6.41,1.78,5.67,0,21.2758805988537,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.17603589425793,0,97.26,97.26,97.26,97.26,18.24765478,5.33,0.74,0,0,0.0,39.1213581665688,0.030189902,4.0,4.5,-0.0133031248028985,3.8,1381.0,0.872,5.372000000000001,
1967-10-09,6.41,1.78,5.67,0,21.327737259737603,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.18189026557699,0,97.51,97.51,97.51,97.51,18.2945591,5.33,0.74,0,0,0.0,39.21623466201871,0.030113721,4.0,4.52,-0.0237033797536923,3.8,1381.0,0.872000000000001,5.392,
1967-10-10,6.41,1.78,5.67,0,21.1783834089943,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.16715935553808,0,96.84,96.84,96.84,96.84,18.16885553,5.33,0.74,0,0,0.0,38.941137869102604,0.030323296,4.13,4.54,-0.0194336049761577,3.8,1381.0,0.882,5.422000000000001,
1967-10-11,6.45,1.78,5.72,0,21.0728045196982,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.15690242228724,0,96.37,96.37,96.37,96.37,18.08067542,5.33,0.73,0,0,0.0,38.7465357441353,0.030472419,4.0,4.6,-0.0119426748414327,4.1,1381.0,0.8220000000000001,5.422000000000001,
1967-10-12,6.45,1.78,5.72,0,20.934460327249898,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.1432870264086596,0,95.75,95.75,95.75,95.75,17.96435272,5.33,0.73,0,0,0.0,38.491692603554505,0.030670977000000002,4.0,4.6,-0.00360414281044666,4.1,1381.0,,,
1967-10-13,6.45,1.78,5.72,0,20.9863436976628,319.037953750868,0.0,0.0257005831085806,0.0,0,0,2.14914422436563,0,96.0,96.0,96.0,96.0,18.01125704,5.33,0.73,0,0,0.0,38.5866173190625,0.030592345,4.13,4.61,-0.00673917674498894,4.1,1381.0,0.8420000000000001,5.452000000000001,
1967-10-16,6.45,1.78,5.72,0,20.8196367092652,315.605266906713,0.0,0.0257005831085806,0.0,0,0,2.13261521792381,0,95.25,95.25,95.25,95.25,17.87054409,5.33,0.73,0,0,0.0,38.27963170232479,0.030834478999999998,4.13,4.64,-0.00331334789481512,4.1,1457.0,0.8320000000000011,5.472,
1967-10-17,6.45,1.78,5.72,0,20.76225095547,315.605266906713,0.0,0.0226424767497599,0.0,0,0,2.1272790160121,0,95.0,95.0,95.0,95.0,17.82363977,5.33,0.73,0,0,-0.00244648508705652,38.1736516063471,0.030916876,4.0,4.67,-0.00638806615111511,4.1,1457.0,0.8220000000000001,5.492000000000001,
1967-10-18,6.46,1.78,5.77,0,20.752253824201397,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.13313836286995,0,95.25,95.25,95.25,95.25,17.87054409,5.33,0.69,0,0,0.000549638695217958,38.1548026039146,0.030836979,3.75,4.62,-0.00795898127364972,4.1,1457.0,0.902,5.522,
1967-10-19,6.46,1.78,5.77,0,20.7887888494217,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.1374307670520603,0,95.43,95.43,95.43,95.43,17.9043152,5.33,0.69,0,0,0.000565134339354501,38.221505422026794,0.030780062,4.0,4.57,-0.0054160859009758896,4.1,1457.0,0.9620000000000001,5.532,
1967-10-20,6.46,1.91,5.77,0,20.775219090626102,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.13657218151884,1,95.38,95.38,95.38,95.38,17.89493433,5.33,0.69,0,0,0.000580629983491045,38.1960859521075,0.030797446000000003,3.75,4.58,-0.00468500093764291,4.1,1457.0,0.9420000000000001,5.522,
1967-10-23,6.46,1.91,5.77,0,20.6810737002712,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.12742525618099,2,94.96,94.96,94.96,94.96,17.81613508,5.33,0.69,0,1,0.000596125627627585,38.0225264008555,0.030934913999999997,3.5,4.58,-0.00206800345876574,4.1,1457.0,0.982,5.562,
1967-10-24,6.46,1.91,5.77,0,20.560823565066,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.11558880170098,3,94.42,94.42,94.42,94.42,17.71482176,5.33,0.69,0,0,0.0,37.8009767366701,0.031113095,3.75,4.57,-0.0058029485550811204,4.1,1457.0,0.992,5.562,
1967-10-25,6.53,1.91,5.84,0,20.579954441699897,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.1180908236936205,4,94.52,94.52,94.52,94.52,17.73358349,5.33,0.69,0,0,0.0,37.8356797657055,0.031081438,2.0,4.58,-0.0196138797576549,4.1,1457.0,0.992,5.572,
1967-10-26,6.53,1.91,5.84,0,20.668747562851102,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.12776400578839,5,94.94,94.94,94.94,94.94,17.81238274,5.33,0.69,1,0,0.0,37.9984515157414,0.030945192000000003,3.75,4.54,-0.0280418667578344,4.1,1457.0,1.042,5.582000000000001,
1967-10-27,6.53,1.91,5.84,0,20.670449884192802,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.12847370942319,4,94.96,94.96,94.96,94.96,17.81613508,5.33,0.69,1,0,0.0,38.0011082119998,0.030939928,3.75,4.53,-0.0343301175281901,4.1,1457.0,1.042,5.572,
1967-10-30,6.53,1.91,5.84,0,20.6308008762245,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.12492475748581,3,94.79,94.79,94.79,94.79,17.78424015,5.33,0.69,1,0,0.0,37.927744414018896,0.030995836000000002,4.0,4.53,-0.0358055966328011,4.1,1457.0,1.072,5.602,
1967-10-31,6.53,1.91,5.84,0,20.434478046201,315.605266906713,0.0,0.0256231048878979,0.0,0,0,2.10523499696284,2,93.9,93.9,93.9,93.9,17.61726079,5.33,0.69,1,0,0.0,37.5663562806505,0.031290042000000004,4.13,4.56,-0.0300880912552141,4.1,1457.0,1.082,5.642,119.727
1967-11-01,6.6,1.91,5.9,0,20.172930032308,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.07881680263933,1,92.71,92.71,92.71,92.71,17.39399625,5.33,0.699999999999999,1,0,0.0,37.0850699100294,0.031692101,4.13,4.58,-0.0124056816569631,4.1,1457.0,1.122,5.702000000000001,
1967-11-02,6.6,1.91,5.9,0,20.089853381554,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.07078197036393,0,92.34,92.34,92.34,92.34,17.32457786,5.33,0.699999999999999,0,0,0.0,36.9318857325974,0.031819518,4.0,4.57,-0.00165895171618001,4.1,1457.0,1.1420000000000001,5.712000000000001,
1967-11-03,6.6,1.91,5.9,0,19.9654681376705,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.05848525491822,0,91.78,91.78,91.78,91.78,17.2195122,5.33,0.699999999999999,0,0,0.0,36.7027672845938,0.032014099,4.0,4.61,0.0018195428658323199,4.1,1457.0,1.1420000000000001,5.752000000000001,
1967-11-06,6.6,1.91,5.9,0,19.8976688633868,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.05201837723798,0,91.48,91.48,91.48,91.48,17.16322702,5.33,0.699999999999999,0,0,0.0,36.577676412648295,0.032119086,4.0,4.64,-0.0012307667243503801,4.1,1457.0,1.1320000000000001,5.772,
1967-11-08,6.6,1.91,5.9,0,19.8211896794485,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.04465342398019,0,91.14,91.14,91.14,91.14,17.09943715,5.33,0.699999999999999,0,0,0.0,36.4366331391056,0.032238907000000004,3.75,4.66,0.00653274018621386,4.3,1457.0,1.082,5.742000000000001,
1967-11-09,6.6,1.91,5.96,0,19.9165198652396,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.05501054838018,0,91.59,91.59,91.59,91.59,17.18386492,5.33,0.64,0,0,0.0,36.611421370556,0.032080511,4.0,4.63,0.0107187105517229,4.3,1457.0,1.1520000000000001,5.782,
1967-11-10,6.6,1.91,5.96,0,20.048790123977803,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.06918329247077,0,92.21,92.21,92.21,92.21,17.30018762,5.33,0.64,0,0,0.0,36.854109769940706,0.031864809,4.13,4.61,0.00634367104358039,4.3,1457.0,1.222,5.832000000000001,
1967-11-13,6.6,1.91,5.96,0,19.9940667651905,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.0640595137706,0,91.97,91.97,91.97,91.97,17.25515947,5.33,0.64,0,1,0.0,36.7530617408421,0.03194753,4.13,4.62,-0.00373750049746339,4.3,1457.0,1.252,5.872000000000001,
1967-11-14,6.6,1.91,5.96,0,19.8654535064179,315.605266906713,0.0,0.0256231048878979,0.0,0,1,2.05130455280188,0,91.39,91.39,91.39,91.39,17.14634146,5.33,0.64,0,0,0.0,36.516194532267896,0.032149847999999995,4.13,4.64,0.0182799914940472,4.3,1457.0,1.172,5.812,
1967-11-15,6.66,1.91,6.02,0,19.9433503084259,315.403344151175,0.0,0.0256231048878979,0.0,0,1,2.05987129491478,0,91.76,91.76,91.76,91.76,17.21575985,5.33,0.640000000000001,0,0,0.0,36.6589312085962,0.032019779,4.0,4.63,0.0201238906468912,4.3,1457.0,1.1520000000000001,5.782,
1967-11-16,6.66,1.91,6.02,0,20.0637093356871,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.07898990607065,0,92.6,92.6,92.6,92.6,17.37335835,5.33,0.640000000000001,0,0,-6.16099681611353e-05,36.8797177688235,0.031728891,4.13,4.6,0.013673961173924,4.3,1496.0,1.122,5.722,
1967-11-17,6.66,1.91,6.02,0,20.1088857268538,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.08419201328686,0,92.82,92.82,92.82,92.82,17.41463415,5.33,0.640000000000001,0,0,-4.6207476120850604e-05,36.96230558424929,0.031653688,4.0,4.67,0.0141689170842628,4.3,1496.0,1.082,5.752000000000001,
1967-11-20,6.66,1.91,6.02,0,19.8529551862168,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.05818354087704,1,91.65,91.65,91.65,91.65,17.19512195,5.33,0.640000000000001,0,0,-3.08049840805694e-05,36.4914324537818,0.032056911,4.25,4.9,0.0300305489569517,4.3,1496.0,0.9520000000000001,5.852,
1967-11-21,6.66,1.91,6.02,0,20.1645564964493,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.09100907365273,2,93.1,93.1,93.1,93.1,17.46716698,5.33,0.640000000000001,0,0,-1.54024920402847e-05,37.0637316585569,0.031556784,4.0,4.87,0.0143315155222742,4.3,1496.0,0.8420000000000001,5.712000000000001,
1967-11-22,6.73,1.91,6.1,0,20.2811756017807,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.103624894778,3,93.65,93.65,93.65,93.65,17.57035647,5.33,0.630000000000001,0,0,0.0,37.27763308181571,0.031370605,3.75,4.77,0.0034544018602036897,4.3,1496.0,0.932,5.702000000000001,
1967-11-24,6.73,1.9,6.1,0,20.332806870898498,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.10950350764381,4,93.9,93.9,93.9,93.9,17.61726079,5.33,0.630000000000001,0,1,0.0,37.3720818752999,0.031286239,4.5,4.91,0.00609384282020069,4.3,1496.0,0.872,5.782,
1967-11-27,6.73,1.9,6.1,0,20.3887576123936,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.11583216084541,5,94.17,94.17,94.17,94.17,17.66791745,5.33,0.630000000000001,1,0,0.0,37.4744685092787,0.031196115,4.63,4.9,0.009548214396990459,4.3,1496.0,0.861999999999999,5.7620000000000005,
1967-11-28,6.73,1.9,6.1,0,20.451191078125103,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.12283564634414,4,94.47,94.47,94.47,94.47,17.72420263,5.33,0.630000000000001,1,0,0.0,37.5887687051934,0.031096627999999998,4.5,4.88,0.007722003408323309,4.3,1496.0,0.772,5.652,
1967-11-29,6.77,1.9,6.09,0,20.448674144668,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.12309870076902,3,94.47,94.47,94.47,94.47,17.72420263,5.33,0.68,1,0,0.0,37.583691353845204,0.031096207999999997,4.25,4.9,0.0120078994073989,4.3,1496.0,0.7719999999999989,5.672000000000001,
1967-11-30,6.77,1.9,6.09,0,20.3444376551817,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.1127991057192,2,94.0,94.0,94.0,94.0,17.63602251,5.33,0.68,1,0,0.0,37.3916616006199,0.031251267,4.5,4.95,0.0158373317240866,4.3,1496.0,0.792,5.742000000000001,120.266
1967-12-01,6.77,1.9,6.09,0,20.450140279196,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.12430051774113,1,94.5,94.5,94.5,94.5,17.72983114,5.33,0.68,1,0,0.0,37.5854862627232,0.031085496,4.5,5.01,0.00936720846254742,4.3,1496.0,0.772,5.782,
1967-12-04,6.77,1.9,6.09,0,20.577456660728103,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.13805129300865,0,95.1,95.1,95.1,95.1,17.8424015,5.33,0.68,0,0,0.0,37.8190303957956,0.030889372999999998,4.25,4.92,-0.000119611550063751,4.3,1496.0,0.8420000000000001,5.7620000000000005,
1967-12-05,6.77,1.9,6.09,0,20.6030590878661,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.1412371530392598,0,95.23,95.23,95.23,95.23,17.86679174,5.33,0.68,0,0,0.0,37.8656329481769,0.030847206000000002,4.25,4.96,-0.00264172119438566,4.3,1496.0,0.782,5.742000000000001,
1967-12-06,6.81,1.9,6.14,0,20.6892279823128,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.15071917980279,0,95.64,95.64,95.64,95.64,17.94371482,5.33,0.67,0,0,0.0,38.0235465004184,0.030714967000000003,4.0,4.9,-0.0034712952813317397,4.3,1496.0,0.792,5.692,
1967-12-07,6.81,1.9,6.14,0,20.662903087295998,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.1485087843867,0,95.53,95.53,95.53,95.53,17.92307692,5.33,0.67,0,0,0.0,37.9747133366876,0.030750334,4.5,4.91,-0.0009646090122439689,4.3,1496.0,0.802,5.712000000000001,
1967-12-08,6.81,1.9,6.14,0,20.636586655661,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.1462981213709,0,95.42,95.42,95.42,95.42,17.90243902,5.33,0.67,0,0,0.0,37.925897361340205,0.030785782999999997,4.5,4.89,-0.00443518327270849,4.3,1496.0,0.8320000000000011,5.722,
1967-12-11,6.81,1.9,6.14,0,20.5691921893013,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.13981348282129,0,95.12,95.12,95.12,95.12,17.84615385,5.33,0.67,0,1,0.0,37.801590268202794,0.030883296,4.5,4.9,-0.0040262647125595295,4.3,1496.0,0.8420000000000001,5.742000000000001,
1967-12-12,6.81,1.9,6.14,0,20.5428976618123,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.13760227542898,0,95.01,95.01,95.01,95.01,17.82551595,5.33,0.67,0,0,0.0,37.7528177530492,0.030919468999999998,4.63,4.95,-0.004350046048077,4.3,1496.0,0.802,5.752000000000001,
1967-12-13,6.89,1.9,6.15,0,20.611735992329802,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.1452902273027,0,95.34,95.34,95.34,95.34,17.88742964,5.33,0.739999999999999,0,0,0.0,37.878875218878605,0.030812864,4.5,4.96,-0.0023370590246898602,3.9,1496.0,0.752,5.712000000000001,
1967-12-14,6.89,1.9,6.15,0,20.637326440911398,315.403344151175,0.0,0.0255460924276965,0.0,0,1,2.14847882786291,0,95.47,95.47,95.47,95.47,17.91181989,5.33,0.739999999999999,0,0,0.0,37.9254525479601,0.030771322,4.63,4.98,-0.00128372264033461,3.9,1496.0,0.722,5.702000000000001,
1967-12-15,6.89,1.9,6.15,0,20.5393581449964,321.057181306253,0.0,0.0255460924276965,0.0,0,1,2.13884040971446,0,95.03,95.03,95.03,95.03,17.50092081,5.43,0.739999999999999,0,0,0.0,37.7456187868326,0.030914215,4.5,5.07,0.00145105400842309,3.9,1496.0,0.641999999999999,5.712000000000001,
1967-12-18,6.89,1.9,6.15,0,20.4803183442849,321.057181306253,0.0,0.0246332671703371,0.0,0,1,2.13325206443651,0,94.77,94.77,94.77,94.77,17.45303867,5.43,0.739999999999999,0,0,-0.000730260205887491,37.637322033101704,0.030999865,4.5,5.05,0.0048209567318119205,3.9,1556.0,0.632000000000001,5.682,
1967-12-19,6.89,1.9,6.15,0,20.3267062289055,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.1303642015348796,1,94.63,94.63,94.63,94.63,17.42725599,5.43,0.739999999999999,0,0,0.00418604646805507,37.355222349895,0.031046566,4.38,5.02,0.0130982930234066,3.9,1556.0,0.642,5.662000000000001,
1967-12-20,6.93,1.9,6.17,0,20.4356832497132,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.14233427496671,2,95.15,95.15,95.15,95.15,17.52302026,5.43,0.76,0,0,0.00318517611390927,37.555691913770296,0.030877729,4.38,4.97,0.00740648213107053,3.9,1556.0,0.652,5.622000000000001,
1967-12-21,6.93,1.9,6.17,0,20.482357468386,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.1477763763658797,3,95.38,95.38,95.38,95.38,17.56537753,5.43,0.76,0,0,0.00218430575976347,37.6416648132002,0.030804102000000003,4.63,4.91,0.0110185067892728,3.9,1556.0,0.732,5.642,
1967-12-22,6.93,2.11,6.17,0,20.4409877946951,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.14398672282944,4,95.2,95.2,95.2,95.2,17.53222836,5.43,0.76,0,0,0.00118343540561767,37.565833038378,0.030863178999999998,4.63,4.96,0.009160799466513141,3.9,1556.0,0.732,5.692,
1967-12-26,6.93,2.11,6.17,0,20.451156340850698,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.14560161300873,5,95.26,95.26,95.26,95.26,17.54327808,5.43,0.76,1,0,0.0,37.5847152078779,0.030844572999999997,4.63,4.98,0.00393594876266402,3.9,1556.0,0.662,5.642,
1967-12-27,6.93,2.11,6.17,0,20.5879733467643,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.16050564473548,4,95.91,95.91,95.91,95.91,17.66298343,5.43,0.76,1,0,0.0,37.8363495613976,0.030636361,4.63,4.99,-0.00611181461390648,3.9,1556.0,0.652,5.642,
1967-12-28,6.96,2.11,6.22,0,20.580953596181,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.16031882030207,3,95.89,95.89,95.89,95.89,17.65930018,5.43,0.74,1,0,0.0,37.823642392234795,0.030643577999999998,4.88,5.01,0.000160499587892472,3.9,1556.0,0.6920000000000001,5.702000000000001,
1967-12-29,6.96,2.11,6.22,0,20.702699361268802,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.17364945288756,2,96.47,96.47,96.47,96.47,17.76611418,5.43,0.74,1,0,0.0,38.0475801949043,0.030460165,4.5,5.04,0.00119575376488058,3.9,1556.0,0.662,5.702000000000001,121.789
1968-01-02,6.96,2.11,6.22,0,20.6227154701455,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.1658017457413603,1,96.11,96.11,96.11,96.11,17.69981584,5.43,0.74,1,0,0.0,37.9007769221354,0.030575085,4.63,5.04,0.00369578932244304,3.9,1556.0,0.5920000000000001,5.632000000000001,
1968-01-03,6.96,2.11,6.22,0,20.5255912395886,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.15615031215198,0,95.67,95.67,95.67,95.67,17.61878453,5.43,0.74,0,0,0.0,37.722470049864604,0.030716534,4.25,5.04,0.00849359992446872,3.9,1556.0,0.5920000000000001,5.632000000000001,
1968-01-04,6.97,2.11,6.25,0,20.456382088709198,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.1494275587680103,0,95.36,95.36,95.36,95.36,17.56169429,5.43,0.72,0,0,0.0,37.5954635656162,0.030817221000000002,4.63,4.99,0.0127746280109546,3.9,1556.0,0.5219999999999989,5.5120000000000005,
1968-01-05,6.97,2.11,6.25,0,20.5780886946817,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.16276559530359,0,95.94,95.94,95.94,95.94,17.66850829,5.43,0.72,0,0,0.0,37.819327684806105,0.030632158,4.75,4.96,0.0077427835388771205,3.9,1556.0,0.522,5.482,
1968-01-08,6.97,2.11,6.25,0,20.721211484111898,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.1783595551340698,0,96.62,96.62,96.62,96.62,17.79373849,5.43,0.72,0,1,0.0,38.0825526795181,0.030417394,4.63,5.02,-0.00243119920470419,3.9,1556.0,0.48200000000000004,5.502000000000001,
1968-01-09,6.97,2.11,6.25,0,20.6927526357637,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.17591890114653,0,96.5,96.5,96.5,96.5,17.77163904,5.43,0.72,0,0,0.0,38.030435636425,0.030456041,4.63,5.1,-0.00743282537081125,3.9,1556.0,0.42200000000000104,5.522,
1968-01-10,6.96,2.11,6.24,0,20.6943200788293,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.17663472189016,0,96.52,96.52,96.52,96.52,17.77532228,5.43,0.72,0,0,0.0,38.033501400408504,0.030450552999999998,4.25,5.08,-0.00952149432638099,3.7,1556.0,0.382,5.462000000000001,
1968-01-11,6.96,2.11,6.24,0,20.713039391405,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.17915472138981,0,96.62,96.62,96.62,96.62,17.79373849,5.43,0.72,0,0,0.0,38.0680891316181,0.030419857999999998,4.63,5.07,-0.0113924842162996,3.7,1556.0,0.39199999999999896,5.462000000000001,
1968-01-12,6.96,2.11,6.24,0,20.7317559651492,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.1816750263690303,0,96.72,96.72,96.72,96.72,17.8121547,5.43,0.72,0,0,0.0,38.1026710149626,0.030389227,4.5,5.08,-0.0157774557405992,3.7,1556.0,0.35200000000000004,5.432,
1968-01-15,6.96,2.11,6.24,0,20.664741774701,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.17517299422847,0,96.42,96.42,96.42,96.42,17.75690608,5.43,0.72,0,0,0.0,37.97968768147361,0.030484603,4.5,5.02,-0.0254531878418929,3.7,1556.0,0.47200000000000003,5.492000000000001,
1968-01-16,6.96,2.11,6.24,0,20.5334597139217,321.057181306253,0.0,0.0305504441984255,0.0,0,1,2.16190236568032,0,95.82,95.82,95.82,95.82,17.64640884,5.43,0.72,0,0,0.0,37.7385836839844,0.030676317999999998,4.75,5.01,-0.0231530869181081,3.7,1556.0,0.512,5.522,
1968-01-17,6.86,2.11,6.2,0,20.4922050422074,326.307172950255,0.0,0.0293346385775353,0.0,0,1,2.15810619866333,0,95.64,95.64,95.64,95.64,17.61325967,5.43,0.66,0,0,-0.000972644496712149,37.66293899548371,0.030734882999999998,4.88,4.99,-0.026516475107388998,3.7,1256.0,0.49200000000000005,5.482,
1968-01-18,6.86,2.11,6.2,0,20.4122298714445,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.15656605647488,0,95.56,95.56,95.56,95.56,17.5985267,5.43,0.66,0,0,0.00162692481127156,37.5161266161869,0.030761443,4.75,5.01,-0.0242853744640484,3.7,1256.0,0.542,5.5520000000000005,
1968-01-19,6.86,2.11,6.2,0,20.341274038571502,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.14960948312945,0,95.24,95.24,95.24,95.24,17.53959484,5.43,0.66,0,0,0.00128098388949818,37.3858886838054,0.030865632999999996,4.75,5.07,-0.0193268200779717,3.7,1256.0,0.5219999999999989,5.5920000000000005,
1968-01-22,6.86,2.11,6.2,0,20.0802773093643,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.12256435392892,1,94.03,94.03,94.03,94.03,17.31675875,5.43,0.66,0,0,0.0009350429677248,36.9063644814404,0.031263663,4.63,5.03,-0.00761043244208832,3.7,1256.0,0.5820000000000001,5.612,
1968-01-23,6.86,2.11,6.2,0,19.9987099201263,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.11447739115935,2,93.66,93.66,93.66,93.66,17.24861878,5.43,0.66,0,0,0.000589102045951417,36.75661681937171,0.031388016,4.63,5.03,-0.0086031893928802,3.7,1256.0,0.532,5.562,
1968-01-24,6.79,2.11,6.14,0,19.8915457076471,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.10368028293993,3,93.17,93.17,93.17,93.17,17.15837937,5.43,0.65,0,0,0.0,36.55982081617321,0.031553944,4.63,5.01,-0.0103752169042757,3.7,1256.0,0.552,5.562,
1968-01-25,6.79,2.11,6.14,0,19.9167623194476,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.10688075912835,4,93.3,93.3,93.3,93.3,17.18232044,5.43,0.65,0,0,0.0,36.606333404564204,0.031510829,4.63,4.91,-0.00830306399755078,3.7,1256.0,0.612,5.522,
1968-01-26,6.79,1.96,6.14,0,19.946243397484697,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.1105332719601297,5,93.45,93.45,93.45,93.45,17.20994475,5.43,0.65,1,0,0.0,36.6606833054409,0.031461099,4.5,4.88,-0.0130450953579342,3.7,1256.0,0.652,5.532,
1968-01-29,6.79,1.96,6.14,0,19.9223650544158,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.10854008980023,4,93.35,93.35,93.35,93.35,17.19152855,5.43,0.65,1,0,0.0,36.6169589219973,0.031495652,4.5,4.82,-0.016316878304358,3.7,1256.0,0.7120000000000001,5.532,
1968-01-30,6.79,1.96,6.14,0,19.8216748822252,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.09841516795037,3,92.89,92.89,92.89,92.89,17.106814,5.43,0.65,1,0,0.0,36.4320536406061,0.031652475,4.5,4.87,-0.0110494732729342,3.7,1256.0,0.662,5.532,
1968-01-31,6.8,1.96,6.12,0,19.680473595771602,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.08399680568951,2,92.24,92.24,92.24,92.24,16.98710866,5.43,0.68,1,0,0.0,36.1726862689937,0.031876386,4.75,4.88,-0.00228791934814665,3.7,1256.0,0.662,5.542000000000001,122.069
1968-02-01,6.8,1.96,6.12,0,19.7462446380159,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.0914920091301497,1,92.56,92.56,92.56,92.56,17.04604052,5.43,0.68,1,0,0.0,36.293732101888104,0.03176704,4.75,4.84,-0.0184251280939086,3.7,1256.0,0.742,5.582000000000001,
1968-02-02,6.8,1.96,6.12,0,19.681883431539198,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.0852054609522,0,92.27,92.27,92.27,92.27,16.99263352,5.43,0.68,0,0,0.0,36.175592471266796,0.031868172,4.75,4.86,-0.0267835963834137,3.7,1256.0,0.722,5.582000000000001,
1968-02-05,6.8,1.96,6.12,0,19.594079666474,326.307172950255,0.0,0.0322801488072924,0.0,0,1,2.07643222411834,0,91.87,91.87,91.87,91.87,16.91896869,5.43,0.68,0,1,0.0,36.0143623528084,0.032008221,4.75,4.91,-0.0312574217454326,3.7,1256.0,0.6920000000000001,5.602,
