,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME
1983-08-17,13.75,1.99,12.35,0,10.404862695236199,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.20312328735616,0,165.29,163.43,165.4,163.58,13.25501203,12.47,1.4,0,0,0.00218457582382818,22.980256906062102,0.041997134000000005,9.46,9.32,-0.0256830859505183,9.5,1741.0,2.024,11.571,128.61,-0.008112476,62.3,61.5,57.5,32520.0,4.96000748,52980.0
1983-08-18,13.75,1.99,12.37,0,10.2971025001237,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.128522433496269,0,163.55,163.55,165.8,165.29,13.11547715,12.47,1.38,0,0,0.00240964179293392,22.7389773044349,0.04244952,9.59,9.3,-0.0176465711127909,9.5,1741.0,2.0909999999999997,11.645999999999999,128.32,-0.008112476,62.3,61.5,57.5,54000.0,7.117427736000001,34860.0
1983-08-19,13.75,1.99,12.44,0,10.3259504340058,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.1484907918773795,0,163.98,163.22,164.27,163.58,13.149959900000002,12.47,1.31,0,0,0.00160642786195595,22.799393186975603,0.042343772,9.47,9.31,-0.0122217120099986,9.5,1741.0,2.109,11.565999999999999,129.08,-0.008112476,62.3,61.5,57.5,34200.0,5.086286319,39180.0
1983-08-22,13.75,1.99,12.3,0,10.350398152442802,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.1654110187537405,1,164.34,163.77,165.64,164.18,13.17882919,12.47,1.45,0,1,0.000803213930977976,22.8500766850663,0.042256568,9.37,9.16,-0.0137306686265242,9.5,1741.0,2.126,11.512,128.25,-0.008112476,62.3,61.5,57.5,47940.0,7.836716299,34380.0
1983-08-23,13.75,1.99,12.33,0,10.253277462204599,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.098183946989661,2,162.77,162.54,164.33,164.33,13.05292702,12.47,1.42,0,0,0.0,22.632402727494,0.042669762,9.32,9.19,-0.00209463039400872,9.5,1741.0,2.088,11.523,128.09,-0.008112476,62.3,61.5,57.5,53400.0,5.848071169,32520.0
1983-08-24,13.63,1.99,12.3,0,10.1592721765799,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.03312568959018,3,161.25,161.2,162.77,162.77,12.93103448,12.47,1.33,0,0,0.0,22.4216665078368,0.043077642,9.17,9.12,0.018425229479446997,9.5,1741.0,2.1590000000000003,11.517000000000001,128.41,-0.008112476,62.3,61.5,57.5,54000.0,5.599352327,32580.0
1983-08-25,13.63,1.99,12.33,0,10.1351788262457,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.01647015378283,4,160.84,159.96,161.28,161.27,12.89815557,12.47,1.3,0,0,0.0,22.3652647242029,0.043193127000000005,9.3,9.1,0.0199408738576688,9.5,1741.0,2.194,11.634,128.69,-0.008112476,62.3,61.5,57.5,45480.0,6.49353358,32520.0
1983-08-26,13.63,1.86,12.34,0,10.218848306785901,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.07440859566497,5,162.14,159.62,162.96,160.85,13.00240577,12.47,1.29,1,0,0.0,22.546643979766603,0.042852444,9.43,9.16,0.0165719078039654,9.5,1741.0,2.228,11.751,129.64,-0.042861644000000004,62.3,61.5,57.5,34980.0,5.480642422000001,50400.0
1983-08-29,13.63,1.86,12.48,0,10.227532649380699,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.080435627572481,4,162.25,160.97,162.32,162.14,13.01122694,12.47,1.15,1,0,0.0,22.562548393868603,0.042829016,9.43,9.25,0.0332601316141215,9.5,1741.0,2.305,11.81,130.19,-0.042861644000000004,62.3,61.5,57.5,33720.0,5.895280782,53580.0
1983-08-30,13.63,1.86,12.5,0,10.2500887795266,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.0960642933579505,3,162.58,162.25,163.13,162.25,13.03769046,12.47,1.13,1,0,0.0,22.609044992737196,0.042747697,9.47,9.3,0.0316472345031733,9.5,1741.0,2.31,11.890999999999998,130.49,-0.042861644000000004,62.3,61.5,57.5,32520.0,5.475855882,45720.0
1983-08-31,13.55,1.86,12.57,0,10.366606479881,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.176729101637781,2,164.4,162.32,164.4,162.55,13.18364074,12.47,0.98,1,0,0.0,22.8627523769909,0.042280008,9.59,9.26,0.0193869072667544,9.5,1741.0,2.457,11.94,130.84,-0.042861644000000004,62.3,61.5,57.5,33600.0,5.2574622280000005,54000.0
1983-09-01,13.55,1.86,12.57,0,10.3576573033844,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.17053611202165,1,164.23,163.95,164.66,164.4,13.17000802,12.47,0.98,1,0,0.0,22.8397181202594,0.042329331,9.61,9.22,0.0153466751098178,9.5,1741.0,2.454,11.956,130.74,-0.042861644000000004,62.3,61.5,57.5,35280.0,4.821953979,39120.0
1983-09-02,13.55,1.86,12.58,0,10.4079976980676,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.205383918394901,0,165.0,164.21,165.07,164.25,13.23175621,12.47,0.9700000000000011,0,0,0.0,22.947410538551303,0.042137325999999996,9.52,9.27,0.00200972616618575,9.5,1741.0,2.351,11.755,130.77,-0.042861644000000004,62.3,61.5,57.5,33480.0,3.3514850239999996,51180.0
1983-09-06,13.55,1.86,12.51,0,10.592103703818099,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.332815932895699,0,167.89,165.03,167.9,165.2,13.46351243,12.47,1.04,0,0,0.0,23.3499530524194,0.041417425,9.47,9.18,-0.0194716558419862,9.5,1741.0,2.302,11.809000000000001,130.23,-0.042861644000000004,62.3,61.5,57.5,32520.0,9.793735232000001,53460.0
1983-09-07,13.55,1.86,12.46,0,10.598328244947,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.33710210584125,0,167.96,167.46,168.48,167.9,13.4691259,12.47,1.09,0,0,0.0,23.3603011399157,0.041405597,9.57,9.1,-0.0164975730591611,9.5,1741.0,2.35,11.674000000000001,130.52,-0.042861644000000004,62.3,61.5,57.5,34560.0,5.853677713,39060.0
1983-09-08,13.65,1.86,12.47,0,10.5881445841112,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.330031251113599,0,167.77,167.12,168.14,167.96,13.45388933,12.47,1.18,0,0,0.0,23.334484505766802,0.041457929,9.53,9.11,-0.0213114357748895,9.5,1741.0,2.38,11.712,130.14,-0.042861644000000004,68.1,69.4,63.1,39840.0,5.169634475,52020.0
1983-09-09,13.65,1.86,12.45,0,10.5362211117167,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.2941231814763,0,166.92,166.91,167.77,167.77,13.237113399999998,12.61,1.2,0,0,0.0,23.2168644214873,0.041674512000000004,9.6,9.13,-0.0049840640129056295,9.5,1741.0,2.265,11.446,129.95,-0.042861644000000004,68.1,69.4,63.1,54000.0,2.983409172,32520.0
1983-09-12,13.65,1.86,12.32,0,10.4470316059976,475.279305218947,0.0,0.0233158053136169,0.0,0,0,7.232427053338081,0,165.48,165.27,169.2,166.95,13.12291832,12.61,1.33,0,0,0.0,23.017170313351496,0.042042677,9.45,9.05,0.0119410685170609,9.5,1741.0,2.2119999999999997,11.53,129.43,-0.042861644000000004,68.1,69.4,63.1,50460.0,15.23363193,33840.0
1983-09-13,13.65,1.86,12.35,0,10.405799531137301,475.279305218947,0.0,0.021266624268681002,0.0,0,0,7.20393680318112,0,164.8,164.17,165.48,165.48,13.06899286,12.61,1.3,0,0,-0.00163934483594872,22.923176767557603,0.042221692000000005,9.54,9.08,0.0257342468947759,9.5,1741.0,2.278,11.604000000000001,130.26,-0.042861644000000004,68.1,69.4,63.1,39780.0,5.692475634,32520.0
1983-09-14,13.6,1.86,12.43,0,10.4428614772995,475.279305218947,0.0,0.021266624268681002,0.0,0,0,7.22964606913774,0,165.36,164.63,165.42,164.8,13.11340206,12.61,1.17,0,0,-0.00122950862696154,23.0016602262534,0.042084225999999995,9.49,9.11,0.0173707065215186,9.5,1741.0,2.388,11.743,130.58,-0.042861644000000004,68.1,69.4,63.1,38580.0,4.629234307,52560.0
1983-09-15,13.6,1.86,12.49,0,10.3515666747266,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.188029911892571,0,164.38,164.38,165.58,165.39,13.03568596,12.61,1.11,0,0,0.0015815299850306301,22.797448317175398,0.042340675999999994,9.66,9.1,0.0312990221011336,9.5,1741.0,2.421,11.732000000000001,130.25,-0.042861644000000004,68.1,69.4,63.1,54000.0,5.25648423,33120.0
1983-09-16,13.6,1.86,12.41,0,10.4704219233534,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.2705945195993795,0,166.24,164.39,166.57,164.42,13.18318795,12.61,1.19,0,0,0.00139106559326656,23.0560454846593,0.041872431,9.59,9.07,0.018574271807716997,9.5,1741.0,2.403,11.710999999999999,129.73,-0.042861644000000004,68.1,69.4,63.1,32520.0,5.373086322000001,50100.0
1983-09-19,13.6,1.86,12.37,0,10.5590777584533,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.33218004831659,0,167.62,166.26,168.09,166.27,13.292624900000002,12.61,1.23,0,0,0.00120060120150249,23.248080426522797,0.041533145,9.37,8.99,0.0136117610146401,9.5,1935.0,2.425,11.607999999999999,129.31,-0.042861644000000004,68.1,69.4,63.1,32580.0,5.354408876,48840.0
1983-09-20,13.6,1.86,12.32,0,10.6635125157543,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.40471162816946,0,169.25,167.38,170.43,167.64,13.42188739,12.61,1.28,0,0,0.000600300600751245,23.4747978048211,0.041138543,9.22,8.97,-0.00575036942956628,9.5,1935.0,2.343,11.517999999999999,129.66,-0.042861644000000004,68.1,69.4,63.1,32520.0,6.122402727000001,46320.0
1983-09-21,13.55,1.86,12.32,0,10.6123335109323,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.369192415576,1,168.41,168.21,169.3,169.27,13.35527359,12.61,1.23,0,0,0.0,23.3589289331876,0.041349154,9.35,8.95,-0.00327092955130228,9.5,1935.0,2.407,11.603,129.64,-0.042861644000000004,68.1,69.4,63.1,52860.0,4.01310946,36060.0
1983-09-22,13.55,1.86,12.32,0,10.6991615162726,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.42949608874426,2,169.76,168.22,169.78,168.4,13.46233148,12.61,1.23,0,0,0.0,23.546818344258998,0.041025238,9.44,8.93,-0.0159049307384097,9.5,1935.0,2.282,11.517999999999999,130.37,-0.042861644000000004,68.1,69.4,63.1,33480.0,4.718445835,53820.0
1983-09-23,13.55,1.99,12.22,0,10.685159731033501,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.41979143815315,3,169.51,168.88,170.17,169.76,13.44250595,12.61,1.33,0,0,0.0,23.512778517645696,0.041091362,9.08,8.88,-0.0213862676264439,9.5,1935.0,2.253,11.380999999999998,129.16,-0.042861644000000004,68.1,69.4,63.1,41520.0,4.657498077,33300.0
1983-09-26,13.55,1.99,12.19,0,10.722219136742199,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.44554048996843,4,170.07,169.16,170.41,169.53,13.48691515,12.61,1.36,0,0,0.0,23.5910922075381,0.040961658,8.91,8.73,-0.0263051443014978,9.5,1935.0,2.455,11.422,128.91,-0.0005131280000000001,68.1,69.4,63.1,38340.0,5.88466088,50640.0
1983-09-27,13.55,1.99,12.21,0,10.6205655286928,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.3749794252811505,5,168.43,167.95,170.02,170.02,13.35685964,12.61,1.34,1,0,0.0,23.3642280906705,0.041366156,8.66,8.73,-0.0137783475304238,9.5,1935.0,2.405,11.390999999999998,129.1,-0.0005131280000000001,68.1,69.4,63.1,49740.0,5.223458035,32520.0
1983-09-28,13.51,1.99,12.22,0,10.595818432816198,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.357826192567401,4,168.01,167.52,168.53,168.42,13.32355274,12.61,1.29,1,0,0.0,23.3065890137641,0.041475233,9.01,8.78,-0.00247333312683078,9.5,1935.0,2.395,11.485,128.81,-0.0005131280000000001,68.1,69.4,63.1,47640.0,4.033427014,35460.0
1983-09-29,13.51,1.99,12.23,0,10.5483541433706,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.324904243643731,3,167.23,167.23,168.35,168.02,13.26169707,12.61,1.28,1,0,0.0,23.199002858586198,0.041674379,9.68,8.81,0.0172121995893076,9.5,1935.0,2.3609999999999998,11.437999999999999,128.68,-0.0005131280000000001,68.1,69.4,63.1,54000.0,4.078218181,34080.0
1983-09-30,13.51,1.99,12.23,0,10.4768997693061,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.2753322090236505,2,166.07,165.63,167.23,167.23,13.16970658,12.61,1.28,1,0,0.0,23.0386911105653,0.041971209,10.59,8.71,0.0272242721950245,9.5,1935.0,2.3680000000000003,11.39,128.35,-0.0005131280000000001,68.1,69.4,63.1,51900.0,4.829793268,32520.0
1983-10-03,13.51,1.99,12.27,0,10.4615774725747,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.26474159816117,1,165.8,164.93,166.07,165.99,13.148295000000001,12.61,1.24,1,1,0.0,23.001839857416396,0.042045302,9.62,8.74,0.0396272760554196,9.5,1935.0,2.406,11.437000000000001,128.15,-0.0005131280000000001,68.1,69.4,63.1,34200.0,6.025600412999999,32520.0
1983-10-04,13.51,1.99,12.24,0,10.492948631575901,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.286573241348701,0,166.27,165.81,166.8,165.81,13.18556701,12.61,1.27,0,0,0.0,23.067648454054797,0.041932179,9.55,8.65,0.0233312516474109,9.5,1935.0,2.457,11.357999999999999,128.44,-0.0005131280000000001,68.1,69.4,63.1,32520.0,4.470554185,44820.0
1983-10-05,13.49,1.99,12.19,0,10.5874468737647,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.3522323342081295,0,167.74,165.92,167.74,166.29,13.30214116,12.61,1.3,0,0,0.0,23.2721972685611,0.041570382,9.37,8.54,0.0103565380692366,9.5,1935.0,2.449,11.306,127.33,-0.0005131280000000001,68.1,69.4,63.1,35640.0,4.962718109,52200.0
1983-10-06,13.49,1.99,12.17,0,10.7495221075086,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.46480178478462,0,170.28,167.76,170.28,167.76,13.5035686,12.61,1.32,0,0,0.0,23.625209109436803,0.040955886000000004,9.46,8.56,-0.00319496567056427,9.5,1935.0,2.441,11.274000000000001,126.95,-0.0005131280000000001,68.1,69.4,63.1,32520.0,5.243800863,53640.0
1983-10-07,13.49,1.99,12.11,0,10.7841084620466,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.488836358517981,0,170.8,170.31,171.1,170.32,13.54480571,12.61,1.38,0,0,0.0,23.6979675351871,0.040836772,9.38,8.6,-0.00635472729760273,9.3,1935.0,2.388,11.368,126.21,-0.0005131280000000001,66.9,68.0,62.5,32520.0,4.2609368089999995,49620.0
1983-10-10,13.49,1.99,12.11,0,10.902693003706501,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.571189617903019,0,172.65,170.05,172.65,170.77,13.69151467,12.61,1.38,0,0,0.0,23.9552648102137,0.040404709,9.38,8.6,-0.0137760166380638,9.3,1935.0,,,,-0.0005131280000000001,66.9,68.0,62.5,34140.0,5.89367496,54000.0
1983-10-11,13.49,1.99,12.21,0,10.7585716997332,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.471128617800501,0,170.34,170.34,172.59,172.59,13.50832672,12.61,1.28,0,0,0.0,23.6353556290423,0.040958233,9.56,8.81,-0.0157928796055276,9.3,1935.0,2.391,11.547,126.85,-0.0005131280000000001,66.9,68.0,62.5,54000.0,7.198529879,32580.0
1983-10-12,13.44,1.99,12.25,0,10.7154735212571,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.44122717141884,0,169.63,169.34,170.84,170.34,13.452022199999998,12.61,1.19,0,0,0.0,23.5374391873673,0.041135281,9.67,8.78,-0.018061022533218,9.3,1935.0,2.478,11.536,127.86,-0.0005131280000000001,66.9,68.0,62.5,51840.0,5.477619232,43680.0
1983-10-13,13.44,1.99,12.28,0,10.7330126781378,481.35622769482904,0.0,0.0242681272724372,0.0,0,0,7.45343344958346,0,169.88,169.13,170.12,169.63,13.47184774,12.61,1.16,0,0,0.0,23.5727254051,0.041080352,9.51,8.81,-0.0180234102579229,9.3,1935.0,2.502,11.610999999999999,127.54,-0.0005131280000000001,66.9,68.0,62.5,47340.0,4.352845919,33780.0
1983-10-14,13.44,1.99,12.23,0,10.7334947797669,491.591044496314,0.0,0.0242681272724372,0.0,0,0,7.45379558922184,0,169.86,169.18,169.99,169.88,13.4702617,12.61,1.21,0,0,0.0,23.570544010887698,0.041090796,9.31,8.77,-0.0240852438932683,9.3,1935.0,2.483,11.440999999999999,127.9,-0.0005131280000000001,66.9,68.0,62.5,46860.0,4.599337127,32760.0
1983-10-17,13.44,1.99,12.2,0,10.7712639456406,491.591044496314,0.0,0.0242681272724372,0.0,0,0,7.4800481662672995,0,170.43,169.63,171.18,169.85,13.51546392,12.61,1.24,0,0,0.0,23.6502326685955,0.040958956,9.33,8.55,-0.0271847774710499,9.3,1935.0,2.58,11.43,127.47,-0.0005131280000000001,66.9,68.0,62.5,36840.0,5.485068987999999,50220.0
1983-10-18,13.44,1.99,12.23,0,10.575726315594501,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.36629832817415,0,167.81,167.67,170.41,170.41,13.30769231,12.61,1.21,0,0,0.0023940167491638,23.217711710671896,0.041604119,9.29,8.52,-0.00880942639522457,9.3,1935.0,2.688,11.482999999999999,126.9,-0.0005131280000000001,66.9,68.0,62.5,53940.0,7.306148547,32580.0
1983-10-19,13.42,1.99,12.22,0,10.509388523408699,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.32013019033729,0,166.73,165.67,167.81,167.81,13.222045999999999,12.61,1.2,0,0,0.00179551256187285,23.0689119192166,0.041879324,9.49,8.5,-0.00892941499027244,9.3,1652.0,2.694,11.477,126.97,-0.0005131280000000001,66.9,68.0,62.5,46380.0,8.386012631,32520.0
1983-10-20,13.42,1.99,12.21,0,10.526874387298,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.3323466805405095,1,166.98,166.44,167.35,166.77,13.24187153,12.61,1.21,0,0,0.0011970083745819,23.104126098415197,0.041822326,9.44,8.54,-0.0137052038699879,9.3,1652.0,2.617,11.44,127.09,-0.0005131280000000001,66.9,68.0,62.5,35040.0,4.854523783,51540.0
1983-10-21,13.42,2.16,12.17,0,10.463656680598099,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.288358482811941,2,165.95,164.98,167.23,166.97,13.16019033,12.61,1.25,0,0,0.00059850418729095,22.962227751856698,0.042087643,9.36,8.54,-0.0164789553823362,9.3,1652.0,2.62,11.568,126.89,-0.0005131280000000001,66.9,68.0,62.5,49380.0,6.975152822999999,33600.0
1983-10-24,13.42,2.16,12.31,0,10.4678947074047,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.29135612817932,3,165.99,163.85,165.99,165.85,13.16336241,12.61,1.11,0,0,0.0,22.968376975620604,0.042083239,9.47,8.68,-0.0156144090929361,9.3,1652.0,2.659,11.637,127.8,-0.0005131280000000001,66.9,68.0,62.5,33840.0,11.13819218,53760.0
1983-10-25,13.42,2.16,12.33,0,10.499885195137699,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.3136819350002895,4,166.47,166.0,167.15,166.0,13.20142744,12.61,1.09,0,0,0.0,23.0354089388308,0.041967617,9.3,8.66,-0.017938312506976,9.3,1652.0,2.741,11.642000000000001,127.48,-0.0005131280000000001,66.9,68.0,62.5,32520.0,4.459698772,45660.0
1983-10-26,13.42,2.16,12.34,0,10.432842803428699,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.26703525711626,5,165.38,165.36,166.65,166.49,13.1149881,12.61,1.08,1,0,0.0,22.8851858795682,0.04224997900000001,9.23,8.66,-0.00405185581547843,9.3,1652.0,2.722,11.674000000000001,127.91,0.08983154800000001,66.9,68.0,62.5,53880.0,4.563363239,33240.0
1983-10-27,13.42,2.16,12.3,0,10.400479008880499,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.244548398613991,4,164.84,164.41,165.38,165.31,13.07216495,12.61,1.12,1,0,0.0,22.811062257224602,0.042395127000000005,9.4,8.65,-0.00923816255264795,9.3,1652.0,2.713,11.630999999999998,127.98,0.08983154800000001,66.9,68.0,62.5,49020.0,4.8653456319999995,32520.0
1983-10-28,13.42,2.16,12.38,0,10.309415886468098,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.181185143484861,3,163.37,163.23,165.19,164.89,12.955590800000001,12.61,1.04,1,0,0.0,22.6082318391161,0.042783398,9.31,8.63,-0.00646946362819263,9.3,1652.0,2.7260000000000004,11.61,128.02,0.08983154800000001,66.9,68.0,62.5,53580.0,6.211686151,34140.0
1983-10-31,13.42,2.16,12.4,0,10.3224614209458,491.591044496314,0.0,0.027260648208892,0.0,0,0,7.190339275563231,2,163.55,162.86,164.58,163.37,12.96986519,12.61,1.02,1,0,0.0,22.6337315342557,0.042743105999999996,9.43,8.51,-0.0108417281461015,9.3,1652.0,2.9410000000000003,11.717,128.4,0.08983154800000001,66.9,68.0,62.5,52020.0,6.878922896000001,44100.0
1983-11-01,13.42,2.16,12.38,0,10.32982858912,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.19553821200105,1,163.64,162.37,163.66,163.55,12.97700238,12.61,1.04,1,0,0.0,22.646773850486003,0.042726387000000005,9.45,8.47,-0.0123218469204397,9.3,1652.0,2.878,11.663,129.23,0.08983154800000001,66.9,68.0,62.5,44220.0,6.018119099,53820.0
1983-11-02,13.52,2.16,12.37,0,10.4072773633456,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.249546694721411,0,164.84,163.55,165.21,165.21,13.07216495,12.61,1.15,0,0,0.0,22.813434748621003,0.042422089,9.57,8.49,-0.0060634694429754395,9.3,1652.0,2.88,11.663,128.9,0.08983154800000001,66.9,68.0,62.5,32820.0,4.8733749,49440.0
1983-11-03,13.52,2.16,12.46,0,10.3212020983888,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.1896580679299005,0,163.45,163.42,164.85,164.84,12.96193497,12.61,1.06,0,0,0.0,22.621642367865896,0.04278965,9.53,8.64,0.00507949866086356,9.3,1652.0,2.7560000000000002,11.717,129.26,0.08983154800000001,66.9,68.0,62.5,54000.0,4.724007103,34920.0
1983-11-04,13.52,2.16,12.51,0,10.2590967773536,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.14647410673036,0,162.44,162.22,163.42,162.68,12.88183981,12.61,1.01,0,0,0.0,22.482430649861303,0.043062542,9.32,8.81,0.0226405579011854,8.8,1652.0,2.697,11.804,129.81,0.08983154800000001,66.9,68.0,62.5,51660.0,4.072744663,32520.0
1983-11-07,13.52,2.16,12.52,0,10.2272898006934,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.12440001898216,0,161.91,161.84,162.56,162.42,12.83980967,12.61,1.0,0,0,0.0,22.409644482428003,0.043210367,9.38,8.77,0.0276523784859829,8.8,1652.0,2.699,11.804,130.14,0.08983154800000001,69.5,69.3,64.4,54000.0,4.246299172,51000.0
1983-11-08,13.52,2.16,12.53,0,10.2194783122601,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.119042922912049,0,161.76,161.63,162.15,161.91,12.82791435,12.61,0.99,0,0,0.0,22.3894478006215,0.043257305,9.25,8.77,0.0212316322326461,8.8,1652.0,,,,0.08983154800000001,69.5,69.3,64.4,34080.0,2.9656322989999997,46980.0
1983-11-09,13.58,2.16,12.5,0,10.360784443224,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.217548276248981,0,163.97,161.74,163.98,161.74,13.00317209,12.61,1.08,0,0,0.0,22.695906278586303,0.042681055999999995,9.42,8.78,0.0120106124593388,8.8,1652.0,2.748,11.817,129.77,0.08983154800000001,69.5,69.3,64.4,32520.0,6.141093052,53760.0
1983-11-10,13.58,2.16,12.44,0,10.3902758902764,491.591044496314,0.0,0.027260648208892,0.0,0,1,7.23815964169634,0,164.41,163.97,164.71,163.99,13.03806503,12.61,1.14,0,0,0.0,22.757376188744303,0.042573589,9.38,8.76,0.00963038951374815,8.8,1652.0,2.5669999999999997,11.602,129.29,0.08983154800000001,69.5,69.3,64.4,32520.0,5.029550113,34980.0
1983-11-11,13.58,2.16,12.35,0,10.5107945413451,491.591044496314,0.0,0.0231748406863117,0.0,0,1,7.32217063181742,0,166.29,164.34,166.29,164.41,13.18715305,12.61,1.23,0,0,-0.0032686460180642,23.0181733993021,0.042098953,9.38,8.76,-0.00802472461605434,8.8,1652.0,,,,0.08983154800000001,69.5,69.3,64.4,34980.0,4.433934646,54000.0
1983-11-14,13.58,2.16,12.38,0,10.5308345528991,491.591044496314,0.0,0.0231748406863117,0.0,0,1,7.33618416188794,0,166.58,166.27,167.58,166.29,13.21015067,12.61,1.2,0,1,-0.00245148451354815,23.0588840094345,0.042032333,9.37,8.77,-0.00397793448756907,8.8,1652.0,2.614,11.677,129.85,0.08983154800000001,69.5,69.3,64.4,32520.0,5.30444293,46500.0
1983-11-15,13.58,2.16,12.41,0,10.4554052119001,495.10926277182404,0.0,0.0231748406863117,0.0,0,1,7.28369965934858,0,165.36,165.28,166.59,166.58,13.11340206,12.61,1.17,0,0,-0.0016343230090321,22.890566026298398,0.04234916,9.5,8.78,0.00810667084158057,8.8,1652.0,2.563,11.645,129.89,0.08983154800000001,69.5,69.3,64.4,49620.0,5.7629394529999995,37800.0
1983-11-16,13.63,2.16,12.41,0,10.460981891251802,495.10926277182404,0.0,0.0271509890659507,0.0,0,1,7.316658399376741,0,166.08,165.34,166.41,165.36,13.170499599999998,12.61,1.22,0,0,0.00236375719919515,22.8996319012647,0.042172256,9.54,8.8,0.00446948972273949,8.8,1652.0,2.576,11.665999999999999,130.26,0.08983154800000001,69.5,69.3,64.4,50760.0,5.865157531,41280.0
1983-11-17,13.63,2.16,12.46,0,10.4658537524533,495.10926277182404,0.0,0.0271509890659507,0.0,0,1,7.32010588015771,0,166.13,165.51,166.49,166.08,13.17446471,12.61,1.17,0,0,0.0023856890277834,22.907151289219602,0.042166250999999995,9.45,8.84,0.00547984013014371,8.8,1608.0,2.5469999999999997,11.698,130.75,0.08983154800000001,69.5,69.3,64.4,44100.0,4.467430586,34800.0
1983-11-18,13.63,2.16,12.46,0,10.4020467488065,495.10926277182404,0.0,0.0271509890659507,0.0,0,1,7.27552580223614,1,165.09,164.5,166.13,166.08,13.09199048,12.61,1.17,0,0,0.0015904593518556,22.764366972863396,0.042438612,9.23,8.85,0.00792445333647768,8.8,1608.0,2.506,11.655,131.02,0.08983154800000001,69.5,69.3,64.4,46080.0,4.243582699,32520.0
1983-11-21,13.63,2.16,12.4,0,10.4642547837656,495.10926277182404,0.0,0.0271509890659507,0.0,0,1,7.31907821260867,2,166.05,165.0,166.05,165.04,13.16812054,12.61,1.23,0,0,0.000795229675927801,22.8973603816123,0.042199949,9.24,8.78,0.0103170014868827,8.8,1608.0,2.475,11.600999999999999,130.93,0.08983154800000001,69.5,69.3,64.4,32760.0,3.925796908,53760.0
