,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1
1999-01-22,7.26999998,4.9,6.17,0,37.5254637308554,805.6704662305029,0.012764899,0.015931709521837,1.0028128379999999,0,1,84.920094029516,3,1225.19,1218.0,1236.53,1235.16,31.79008822,38.54,1.09999998,0,0,0.0,55.2687531991347,0.013098287,4.62,4.25,0.0398743555654115,4.3,1720.0,0.285,4.623,94.66,-0.01556408,49.7,31.9,46.8,34200.0,19.73724812,49320.0,843.0,1.67,0.0756313409156327,31.95,4.6473,44.1486,36.4,0.8166,1241.0,87.33,0.41,0.009044,-0.007620999999999999,-0.024958
1999-01-25,7.23000002,4.9,6.2,0,37.789259932038,805.6704662305029,0.012764899,0.015931709521837,0.915155189,0,1,85.786183718751,4,1233.98,1219.46,1233.98,1225.19,32.04310569,38.51,1.03000002,0,0,0.0,55.6459430118605,0.013000227,4.97,4.29,0.0238361742798828,4.3,1720.0,0.239999999999999,4.6610000000000005,94.73,-0.01556408,49.7,31.9,46.8,33600.0,17.33406966,54000.0,848.0,1.67,0.0698787551434614,31.13,4.6771,44.0485,36.4,0.862,1461.0,64.16,0.42,0.010586,-0.009752,-0.019584999999999998
1999-01-26,7.25,4.9,6.2,0,38.3450947085614,805.6704662305029,0.012764899,0.015931709521837,0.9114568940000001,0,1,87.34514515937401,5,1252.31,1233.98,1253.27,1233.98,32.51908595,38.51,1.05,1,0,0.0,56.4524538164089,0.01281404,4.84,4.35,-0.000343861841662208,4.3,1720.0,0.228,4.6930000000000005,94.72,-0.01556408,49.7,31.9,46.8,30840.0,10.11629891,53700.0,847.0,1.67,0.0586293644667489,29.23,4.7457,44.1099,36.4,0.8978,1587.0,51.5,0.34,0.009106999999999999,-0.003857,-0.012740999999999999
1999-01-27,7.26000023,4.9,6.2,0,38.0597683114946,805.6704662305029,0.012764899,0.015931709521837,0.8806239790000001,0,1,86.32745305232001,4,1243.17,1242.82,1262.62,1252.31,32.27336449,38.52,1.06000023,1,0,0.0,56.02042345240721,0.013047194,4.61,4.36,0.0214855026468296,4.3,1720.0,0.25,4.673,95.68,-0.01556408,49.7,31.9,46.8,54000.0,13.127511100000001,31680.0,843.0,1.67,0.06052282260874299,29.73,4.7091,44.0419,36.4,0.8797,1074.0,75.69,0.38,0.009212999999999999,-0.004567,0.013931
1999-01-28,7.26000023,4.9,6.18,0,38.733877133721705,805.6704662305029,0.012764899,0.015931709521837,0.936740153,0,1,87.77819000399201,3,1265.37,1243.17,1266.32,1243.17,32.85821864,38.51,1.08000023,1,0,0.0,57.0000092745601,0.01277326,4.8,4.37,-0.0102495805853295,4.3,1720.0,0.173999999999999,4.659,95.79,0.028421288,49.7,31.9,46.8,30660.0,11.97046745,53100.0,835.0,1.67,0.0503509111439756,28.11,4.7908,44.2642,36.4,0.9091,1561.0,68.09,0.41,0.009598,-0.004776,-0.023486
1999-01-29,7.23000002,4.9,6.16,0,39.165098834016106,805.6704662305029,0.012764899,0.015931709521837,0.990771106,0,1,88.449372790947,2,1279.64,1255.2,1280.4,1265.37,33.2374026,38.5,1.07000002,1,0,0.0,57.621564275911396,0.01258171,4.79,4.36,-0.0293848501500682,4.3,1720.0,0.19899999999999998,4.651,96.08,0.028421288,49.7,31.9,46.8,33540.0,14.93862822,53220.0,827.0,1.67,0.0392817360473015,26.25,4.8466,44.3291,36.4,0.8823,1705.0,81.83,0.34,0.009461,0.000354,0.015969
1999-02-01,7.21000004,4.9,6.24,0,38.9560571213134,805.6704662305029,0.012764899,0.015931709521837,0.9927557690000001,0,1,87.92971897740499,1,1273.0,1271.29,1283.64,1279.64,32.83466598,38.77,0.97000004,1,0,0.0,57.3016413218956,0.012644108000000001,4.86,4.41,-0.0214781410144746,4.3,1720.0,0.22899999999999998,4.753,96.23,0.028421288,49.7,31.9,46.8,39180.0,11.90778441,49920.0,816.0,1.67,0.0465864263998888,27.67,4.8104,44.4052,36.4,0.9903,1386.0,146.65,0.32,0.010856000000000001,-0.002363,0.008471
1999-02-02,7.28000021,4.9,6.29,0,38.6133726240168,805.6704662305029,0.017093861000000002,0.015931709521837,0.9444621990000001,0,1,87.388449643836,0,1261.99,1247.62,1273.34,1273.0,32.55068352,38.77,0.99000021,0,1,0.0,56.774361953107004,0.012790593000000001,4.56,4.41,-0.0379336366678124,4.3,1720.0,0.27,4.798,95.71,0.028421288,49.7,31.9,46.8,44400.0,18.27963803,30660.0,803.0,1.67,0.0483479725206031,28.16,4.7696,44.3759,36.4,1.0159,1125.0,77.02,0.36,0.011122,-0.004415,0.0012289999999999998
1999-02-03,7.32000017,4.9,6.29,0,38.915993895454505,805.6704662305029,0.017093861000000002,0.015931709521837,1.045251736,0,1,88.2761548531,0,1272.07,1255.27,1276.08,1261.99,32.81067836,38.77,1.03000017,0,0,0.0,57.1953790210849,0.012777017,4.65,4.36,-0.0416349547387252,4.3,1720.0,0.35100000000000003,4.8260000000000005,96.03,0.028421288,49.7,31.9,46.8,31380.0,16.32133017,50400.0,794.0,1.67,0.0472564631110146,27.88,4.8069999999999995,44.2845,36.4,1.0575,1645.0,54.03,0.34,0.010997,-0.004629,-0.000817
1999-02-04,7.32000017,4.9,6.36,0,38.1889343100112,805.6704662305029,0.017093861000000002,0.015931709521837,1.00133965,1,1,86.955404799219,0,1248.49,1248.37,1272.16,1272.07,32.20247614,38.77,0.96000017,0,0,0.0,56.104247196563705,0.012991326000000001,4.88,4.36,-0.00383242483524983,4.3,1720.0,0.402,4.877,95.68,0.032192851,49.7,31.9,46.8,54000.0,16.24155075,30660.0,794.0,1.67,0.0553350719558361,29.48,4.7192,44.483000000000004,36.4,1.1104,1104.0,18.81,0.42,0.011092,-0.0045579999999999996,-0.018383
1999-02-05,7.36999989,4.9,6.4,0,37.9052512145975,805.6704662305029,0.017093861000000002,0.015931709521837,0.9432859659999999,0,1,85.95940165659799,0,1239.4,1232.33,1251.84,1248.49,31.96801651,38.77,0.96999989,0,0,0.0,55.665627515655096,0.013011166999999999,4.76,4.39,-0.00437676975642589,4.3,1720.0,0.447,4.941,96.22,0.032192851,49.7,31.9,46.8,52680.0,18.96989638,31140.0,800.0,1.67,0.0552079232783206,29.67,4.6855,44.4923,36.4,1.1683,1182.0,85.35,0.51,0.010411,-0.006162,-0.02715
1999-02-08,7.38999987,4.9,6.4,0,38.0332596735467,805.6704662305029,0.017093861000000002,0.015931709521837,0.965241314,0,1,86.132619594445,0,1243.77,1231.94,1246.71,1239.4,32.08900929,38.76,0.989999869999999,0,0,0.0,55.8315297965402,0.012979015,4.85,4.4,-0.0124796303621471,4.3,1720.0,0.41600000000000004,4.92,96.01,0.032192851,49.7,31.9,46.8,39060.0,13.42096968,31620.0,802.0,1.67,0.0589356204981892,30.27,4.7039,44.5706,7.4,1.1365,1403.0,46.61,0.37,0.009017,0.002841,0.023604
1999-02-09,7.38999987,4.9,6.38,0,37.1828512519831,805.6704662305029,0.017093861000000002,0.015931709521837,0.952795497,0,1,84.205533313694,0,1216.14,1215.58,1244.06,1243.77,31.37616099,38.76,1.00999987,0,0,0.0,54.562639254735004,0.013229916000000001,4.73,4.41,0.00912783816246192,4.3,1720.0,0.37400000000000105,4.881,96.28,0.032192851,49.7,31.9,46.8,53580.0,17.6207625,30660.0,805.0,1.67,0.0654633275636279,31.36,4.6004,45.1676,7.4,1.0882,1014.0,81.34,0.47,0.011757,-0.008556999999999999,-0.028094
1999-02-10,7.36000013,4.9,6.37,0,37.4038703919239,805.6704662305029,0.017093861000000002,0.015931709521837,0.89327763,0,1,84.746876091669,0,1223.55,1211.89,1226.78,1216.14,31.56733746,38.76,0.99000013,0,0,0.0,54.8656902205945,0.013325242,4.66,4.37,0.0105802375009464,4.3,1720.0,0.465,4.93,95.96,0.032192851,49.7,31.9,46.8,32700.0,18.98595843,35160.0,807.0,1.67,0.0586873052462029,30.45,4.628,45.1473,7.4,1.1223,1177.0,85.62,0.51,0.00984,-0.005664,-0.022401
1999-02-11,7.36000013,4.9,6.38,0,38.330288186427104,805.6704662305029,0.017093861000000002,0.015931709521837,0.9745275379999999,0,1,86.695577892448,0,1254.04,1223.36,1254.05,1223.55,32.36232258,38.75,0.9800001300000011,0,0,0.0,56.202026362991,0.012902172,4.73,4.39,-0.00786812568828895,4.3,1720.0,0.414,4.92,96.68,0.032192851,49.7,31.9,46.8,31920.0,13.25238379,54000.0,807.0,1.67,0.04156259562521399,27.42,4.7416,45.5348,7.4,1.1235,1787.0,83.32,0.36,0.012493,-0.006755,0.002059
1999-02-12,7.36999989,4.9,6.38,0,37.5939130684028,805.6704662305029,0.017093861000000002,0.015931709521837,0.924693781,0,1,85.656270265366,0,1230.13,1225.53,1254.04,1254.04,31.7371001,38.76,0.98999989,0,0,0.0,55.101147549087294,0.013105566,4.68,4.42,0.0305019570215489,4.3,1720.0,0.529,5.053,96.31,0.032192851,49.7,31.9,46.8,52740.0,20.50247998,30660.0,812.0,1.67,0.0565557657341019,29.76,4.6513,45.9025,7.4,1.2541,830.0,76.36,0.5,0.011267000000000001,-0.004614,0.002074
1999-02-16,7.36999989,4.9,6.36,0,37.8780410770067,805.6704662305029,0.017093861000000002,0.015931709521837,0.929049852,0,1,85.136616451825,0,1241.87,1230.13,1252.27,1230.13,32.03998968,38.76,1.00999989,0,0,0.0,55.4959957765046,0.012962371,5.09,4.4,0.0360974726082595,4.3,1720.0,0.5,5.013,97.21,0.032192851,49.7,31.9,46.8,51900.0,15.38846206,33240.0,821.0,1.67,0.0561013171040066,29.65,4.695,45.9681,7.4,1.2128,1541.0,20.75,0.46,0.010442,-0.002171,0.008277
1999-02-17,7.36999989,4.9,6.34,1,37.3284652867194,804.044246602038,0.017093861000000002,0.015931709521837,0.9357341090000001,0,1,85.050007482901,1,1224.03,1220.94,1249.29,1241.87,31.57972136,38.76,1.02999989,0,0,0.0,54.6699683671476,0.013228115,4.73,4.41,0.0193106597674642,4.3,1804.0,0.45299999999999896,4.97,97.06,0.032192851,49.7,31.9,46.8,53160.0,17.46555381,40560.0,825.0,1.67,0.0617521058805486,30.65,4.6278,46.0893,7.4,1.1885,1102.0,10.69,0.5,0.010255,-0.004943,-0.014074000000000001
1999-02-18,7.349999900000001,4.9,6.39,0,37.7270478808779,804.044246602038,0.017093861000000002,0.015931709521837,1.035623597,0,1,85.72119026985601,2,1237.28,1220.53,1239.07,1224.03,31.92156863,38.76,0.959999900000001,0,0,0.0,55.232556703095206,0.012963711000000001,4.71,4.41,0.0019233612148857602,4.3,1804.0,0.516,5.053,97.32,0.032192851,49.7,31.9,46.8,33300.0,16.41939932,49200.0,831.0,1.77,0.060070818828867,30.45,4.6777,46.0225,7.4,1.2696,1766.0,37.16,0.67,0.012004,-0.006648,-0.029970999999999998
1999-02-19,7.38999987,4.4,6.4,0,37.7807053634784,804.044246602038,0.017093861000000002,0.0165394275593798,0.986380459,0,1,86.089315109983,3,1239.22,1232.03,1247.94,1237.28,31.97162023,38.76,0.989999869999999,0,0,0.00048617443003422597,55.2899467906504,0.012921596,4.72,4.45,-0.00640139837320959,4.3,1804.0,0.518,5.074,98.27,0.032192851,49.7,31.9,46.8,33180.0,11.55061169,40980.0,843.0,1.77,0.0541113257367196,29.3,4.6842,45.6953,7.4,1.2755,1424.0,46.8,0.57,0.011311,-0.003278,0.007225
1999-02-22,7.40999985,4.4,6.37,0,38.778716760593795,804.044246602038,0.017093861000000002,0.0165394275593798,1.1354697740000002,0,1,88.384452786457,4,1272.14,1239.22,1272.22,1239.22,32.82094943,38.76,1.03999985,0,0,0.00036463082252567004,56.727625291931496,0.012600028000000001,4.78,4.49,-0.0299356116192574,4.3,1804.0,0.41700000000000004,5.013999999999999,98.52,0.032192851,49.7,31.9,46.8,30660.0,15.32045109,53280.0,859.0,1.77,0.0358277747802756,25.87,4.8067,46.1787,7.4,1.2209999999999999,1962.0,44.71,0.3,0.010289,0.001773,0.008002
1999-02-23,7.36999989,4.4,6.43,0,38.7438266993151,804.044246602038,0.017093861000000002,0.0165394275593798,1.091228995,0,1,88.34114830199499,5,1271.18,1263.35,1280.43,1272.14,32.79618163,38.76,0.93999989,1,0,0.00024308721501711098,56.653833265147895,0.012607443000000001,4.73,4.54,-0.0383115371104727,4.3,1804.0,0.44799999999999995,5.11,98.85,0.032192851,49.7,31.9,46.8,33000.0,21.71953189,35340.0,876.0,1.77,0.0396807501808072,26.49,4.8019,46.1038,7.4,1.296,1273.0,48.51,0.39,0.011344,-0.004803,0.0063100000000000005
1999-02-24,7.40999985,4.4,6.52,0,38.1966797909233,804.044246602038,0.017093861000000002,0.0165394275593798,1.110838688,0,1,86.782186861372,4,1253.41,1251.97,1283.91,1271.18,32.3377193,38.76,0.889999850000001,1,0,0.000121543607508556,55.8317323711952,0.012882816000000002,4.88,4.54,-0.0151780561874037,4.3,1804.0,0.524,5.175,99.11,0.032192851,49.7,31.9,46.8,52440.0,18.76181039,45720.0,898.0,1.77,0.0430775849508447,27.21,4.7343,46.5019,7.4,1.3498,1236.0,76.69,0.45,0.011064000000000001,-0.0017469999999999999,0.001169
1999-02-25,7.46999979,4.4,6.62,0,37.9355026322173,804.044246602038,0.017093861000000002,0.0165394275593798,1.02219996,0,1,85.95940165659799,3,1245.02,1225.01,1253.41,1253.41,32.12125903,38.76,0.84999979,1,0,0.0,55.4283753030269,0.012988265,4.89,4.5,0.00692231615683031,4.3,1804.0,0.7190000000000001,5.349,98.57,0.024642538,49.7,31.9,46.8,43140.0,22.39909088,30660.0,935.0,1.77,0.0448030412435225,28.01,4.7023,46.1706,7.4,1.459,1062.0,32.72,0.52,0.00993,-0.0035740000000000004,-0.010373
1999-02-26,7.55999994,4.4,6.59,0,37.726187486059295,804.044246602038,0.017093861000000002,0.0165394275593798,1.032656072,0,1,85.61296578090399,2,1238.33,1226.25,1246.54,1245.02,31.94041785,38.77,0.96999994,1,0,0.0,55.1015354280214,0.012978228999999999,4.84,4.55,0.0308784720072665,4.3,1804.0,0.617,5.287000000000001,98.71,0.024642538,49.7,31.9,46.8,40680.0,17.68857365,30780.0,964.0,1.77,0.0435778356967739,27.88,4.6755,46.081,7.4,1.4109,1467.0,40.39,0.48,0.010933,-0.0063289999999999996,-0.028374
1999-03-01,7.53000021,4.4,6.68,0,37.6545200034368,804.044246602038,0.017093861000000002,0.0165394275593798,0.940971324,0,1,85.851103723241,1,1236.16,1222.02,1238.6,1238.33,31.79423868,38.88,0.85000021,1,0,0.0,54.9761610225375,0.012998115,5.1,4.58,0.0345704301224984,4.3,1804.0,0.699999999999999,5.39,99.56,0.024642538,49.7,31.9,46.8,34920.0,16.07946457,52080.0,978.0,1.77,0.0461738128069587,28.37,4.6613,46.1087,7.4,1.5214,1413.0,56.64,0.48,0.009068000000000001,-0.0014810000000000001,-0.007184
1999-03-02,7.61000013,4.4,6.65,0,37.3243033731418,804.044246602038,0.017093861000000002,0.0165394275593798,0.96841895,0,1,85.09331196736301,0,1225.5,1221.87,1248.31,1236.16,31.52006173,38.88,0.96000013,0,0,0.0,54.4739217690867,0.013107393,4.73,4.54,0.040993871487137,4.3,1804.0,0.6779999999999999,5.32,99.37,0.024642538,49.7,31.9,46.8,53460.0,14.83881087,42360.0,979.0,1.77,0.0514644193993435,29.22,4.6212,45.7846,7.4,1.4527,1433.0,59.88,0.49,0.008882,-0.001013,-0.011916
1999-03-03,7.57999992,4.4,6.72,0,37.385799919117495,804.044246602038,0.017093861000000002,0.0165394275593798,0.993687192,0,1,85.547972332008,0,1227.7,1216.03,1231.69,1225.5,31.57664609,38.88,0.85999992,0,0,0.0,54.5429690103777,0.013301678,4.74,4.48,0.0444064888746369,4.3,1804.0,0.795,5.3839999999999995,99.76,0.024642538,49.7,31.9,46.8,51660.0,15.021858499999999,31500.0,975.0,1.77,0.050130965403256,29.04,4.6306,45.3499,7.4,1.4980000000000002,1322.0,20.69,0.42,0.010014,-0.0055130000000000005,-0.018667
1999-03-04,7.63000011,4.4,6.73,0,37.956963341187205,804.044246602038,0.017093861000000002,0.0165394275593798,1.079718601,1,1,86.630584443553,0,1246.64,1227.7,1247.91,1227.7,32.05554127,38.89,0.90000011,0,0,0.0,55.354778400818205,0.013045538,4.8,4.48,0.0428932312339208,4.3,1804.0,0.819999999999999,5.419,100.48,0.021708346,49.7,31.9,46.8,30660.0,17.11328466,53040.0,967.0,1.77,0.0368182559664833,26.67,4.703,45.3958,7.4,1.5173,1725.0,65.07,0.42,0.010046,-0.0007099999999999999,0.006567
1999-03-05,7.63999987,4.4,6.66,0,38.82904352865221,804.044246602038,0.017093861000000002,0.0165394275593798,1.133447507,0,1,88.373574007088,0,1275.47,1246.64,1275.68,1246.64,32.79686295,38.89,0.979999869999999,0,0,0.0,56.603912135276396,0.012654573999999998,4.8,4.49,0.0133539090932324,4.4,1804.0,0.7170000000000001,5.314,100.24,0.021708346,49.7,31.9,46.8,30660.0,14.55189759,52980.0,956.0,1.77,0.0228647206110886,24.08,4.8129,45.8677,7.4,1.4182,2079.0,41.79,0.36,0.009544,0.00058,0.007076000000000001
1999-03-08,7.57999992,4.4,6.64,0,39.0443142010645,804.044246602038,0.017093861000000002,0.0165394275593798,1.137654039,0,1,88.94741108445999,0,1282.73,1271.61,1282.73,1275.47,32.98354333,38.89,0.93999992,0,0,0.0,56.8947650891365,0.012567391,4.83,4.5,0.0210284358908268,4.4,1804.0,0.6559999999999999,5.263,99.75,0.021708346,49.7,31.9,46.8,41580.0,11.83947346,53040.0,958.0,1.77,0.0259479797118847,24.54,4.8385,45.8534,7.4,1.3671,1372.0,48.8,0.45,0.011169,-0.003944,-0.009706999999999999
1999-03-09,7.55999994,4.4,6.57,0,38.9506212941454,804.044246602038,0.017093861000000002,0.0165394275593798,1.118595856,0,1,88.73088866215099,0,1279.84,1274.76,1293.74,1282.73,32.90923116,38.89,0.98999994,0,0,0.0,56.7354884330284,0.012589597,4.74,4.47,0.0196479675575451,4.4,1804.0,0.593,5.172000000000001,99.64,0.021708346,49.7,31.9,46.8,32220.0,15.09959333,37560.0,964.0,1.77,0.0290597282103173,25.02,4.8279,45.6139,7.4,1.276,1367.0,43.75,0.45,0.009895000000000001,-0.003568,-0.003032
1999-03-10,7.5,4.4,6.59,0,39.157765343209896,804.044246602038,0.017093861000000002,0.0165394275593798,1.150260914,0,1,89.510369382463,0,1286.84,1275.17,1287.03,1279.84,32.96209016,39.04,0.91,0,0,0.0,57.0142244339247,0.012571097,4.82,4.47,0.00659141595798041,4.4,1804.0,0.612,5.191,99.01,0.021708346,49.7,31.9,46.8,33120.0,10.26044427,53040.0,968.0,1.77,0.0284352821094478,24.79,4.8383,45.4791,7.4,1.2951,1673.0,15.68,0.39,0.008381,-0.0011619999999999998,-0.0016350000000000002
1999-03-11,7.51000023,4.4,6.6,1,39.481683110201296,804.044246602038,0.017093861000000002,0.0165394275593798,1.140956158,0,1,90.50637252508301,0,1297.68,1286.84,1306.41,1286.84,33.239754100000006,39.04,0.9100002300000011,0,0,0.0,57.46212306167911,0.012548094,4.8,4.48,0.0114851625866566,4.4,1804.0,0.611,5.2,98.46,0.021708346,49.7,31.9,46.8,30660.0,14.94790156,42120.0,978.0,1.77,0.0266256175106887,24.37,4.8784,45.0688,7.4,1.2921,1748.0,47.35,0.47,0.009265,-0.001207,0.007988
1999-03-12,7.51999998,4.4,6.58,0,39.3817541661297,804.044246602038,0.017093861000000002,0.0165394275593798,1.035092955,0,1,89.64028283584801,0,1294.59,1289.2,1304.58,1297.68,33.16060451,39.04,0.93999998,0,0,0.0,57.293484805157206,0.012457434,4.74,4.47,0.00400096963423882,4.4,1804.0,0.56,5.147,99.13,0.021708346,49.7,31.9,46.8,38880.0,13.26431071,31560.0,997.0,1.77,0.0299764584798732,24.84,4.8661,44.6888,7.4,1.2377,1407.0,55.2,0.48,0.008656,-0.0037,0.003436
1999-03-15,7.48999977,4.4,6.55,0,39.7612111863871,804.044246602038,0.017093861000000002,0.0165394275593798,1.046987952,0,1,90.917733255369,0,1307.26,1291.03,1307.54,1294.59,33.48514344,39.04,0.93999977,0,0,0.0,57.821690283727996,0.012342273,5.01,4.46,-0.00822040174212363,4.4,1804.0,0.571000000000001,5.147,98.89,0.021708346,49.7,31.9,46.8,32640.0,10.4185486,53040.0,1000.0,1.77,0.0322242323664639,25.24,4.9116,44.769,7.4,1.2474,1547.0,59.41,0.4,0.010043,-0.004141,-0.027460000000000002
1999-03-16,7.46999979,4.4,6.52,0,39.728488383244,804.5721611829201,0.017093861000000002,0.0165394275593798,1.055577385,0,1,90.571297379675,0,1306.38,1302.29,1311.11,1307.26,33.46260246,39.04,0.949999790000001,0,0,0.0,57.750379487831005,0.012344326000000001,4.77,4.43,-0.0336847026709363,4.4,1799.0,0.579000000000001,5.107,98.56,0.021708346,49.7,31.9,46.8,32700.0,9.950817508,31920.0,1001.0,1.77,0.0334917186175888,25.15,4.9063,44.6845,7.4,1.2133,1318.0,73.75,0.35,0.009341,-0.000947,0.022996
1999-03-17,7.44999981,4.4,6.55,0,39.4622576751608,804.5721611829201,0.017093861000000002,0.0165394275593798,0.997313543,0,1,90.181557019519,0,1297.82,1292.61,1306.77,1306.38,33.24334016,39.04,0.89999981,0,0,0.0,57.3400086614135,0.012481662,4.73,4.4,-0.0236925932984637,4.4,1799.0,0.616,5.122000000000001,98.62,0.021708346,49.7,31.9,46.8,39480.0,10.83285083,30660.0,995.0,1.77,0.0368812696490293,25.57,4.8721,44.7249,7.4,1.2339,1371.0,83.06,0.43,0.009687999999999999,-0.007139,-0.003737
1999-03-18,7.48000002,4.4,6.54,0,40.0258215330054,804.5721611829201,0.017093861000000002,0.0165293019512109,0.972640093,0,1,91.632289121089,0,1316.55,1294.74,1317.41,1297.82,33.75769231,39.0,0.94000002,0,0,-8.10048653505577e-06,58.1345306878396,0.012297497,4.72,4.37,-0.0194186917728669,4.4,1799.0,0.617999999999999,5.103,98.57,0.021708346,49.7,31.9,46.8,31080.0,9.119875348999999,53580.0,987.0,1.77,0.0308117556553361,24.13,4.9392,44.7828,7.4,1.1938,1572.0,46.05,0.43,0.009918000000000001,-0.002473,-0.011573
1999-03-19,7.46999979,4.3,6.58,0,39.495215337721206,804.5721611829201,0.017093861000000002,0.0165293019512109,0.9403214959999999,0,1,90.078524218601,0,1299.29,1298.98,1323.88,1316.55,33.31512821,39.0,0.88999979,0,0,-6.07536490129096e-06,57.340545950218804,0.01243416,4.75,4.38,-0.00958171624018009,4.4,1799.0,0.69,5.184,99.05,0.021708346,49.7,31.9,46.8,54000.0,12.26709796,31140.0,982.0,1.77,0.0324897203699959,24.32,4.8718,45.0086,7.4,1.2819999999999998,1185.0,50.69,0.39,0.010291,-0.000193,0.006135
1999-03-22,7.5,4.3,6.61,0,39.42009723272871,804.5721611829201,0.017093861000000002,0.0165293019512109,0.913728413,0,1,90.252169566492,1,1297.01,1294.22,1303.89,1299.29,33.29081109,38.96,0.89,0,0,-4.05024326752962e-06,57.208256110944006,0.012465124,4.81,4.39,0.00846779020019469,4.4,1799.0,0.695,5.199,98.92,0.021708346,49.7,31.9,46.8,33660.0,12.26919679,36900.0,974.0,1.77,0.0359476805546729,25.0,4.8585,44.6816,7.4,1.2931,1240.0,37.5,0.4,0.012034,-0.004038,-0.022627
1999-03-23,7.53000021,4.3,6.66,0,38.354642094435704,804.5721611829201,0.017093861000000002,0.0165293019512109,0.845863275,0,1,87.647489348123,2,1262.14,1257.5,1297.01,1297.01,32.39579055,38.96,0.87000021,0,0,-2.02512163376481e-06,55.6406508374873,0.01280049,4.79,4.38,0.0324983515246157,4.4,1799.0,0.68,5.156000000000001,98.92,0.021708346,49.7,31.9,46.8,53160.0,16.70866288,30660.0,969.0,1.77,0.046977418345641994,27.27,4.7307,45.3627,7.4,1.2528,678.0,50.96,0.55,0.007807,-0.00115,-0.015933000000000003
1999-03-24,7.53000021,4.3,6.58,0,38.54498586165371,804.5721611829201,0.017093861000000002,0.0165293019512109,0.8797446309999999,0,1,88.14668291049699,3,1268.59,1256.52,1269.02,1262.14,32.56970475,38.95,0.95000021,0,0,0.0,55.8950886062646,0.012746238,4.93,4.38,0.010643986495803,4.4,1799.0,0.6809999999999999,5.156000000000001,99.06,0.015300552,49.7,31.9,46.8,42240.0,12.59296385,52560.0,963.0,1.77,0.0442225825353979,26.6,4.7572,45.3506,7.4,1.2722,1526.0,15.43,0.49,0.010898999999999999,-0.007240000000000001,-0.024644
1999-03-25,7.5,4.3,6.64,0,39.1894350982439,804.5721611829201,0.017093861000000002,0.0165293019512109,0.908805965,0,1,89.94829020768199,4,1289.99,1268.59,1290.01,1268.59,33.10212984,38.97,0.86,0,0,0.0,56.8069111559188,0.01253181,4.97,4.39,-0.00206694221976312,4.4,1799.0,0.7190000000000001,5.2139999999999995,99.48,0.015300552,49.7,31.9,46.8,30660.0,12.62867598,54000.0,957.0,1.77,0.033627621084192996,24.33,4.8325,45.4325,7.4,1.3199,1908.0,4.75,0.39,0.011085,-0.001356,0.007234
1999-03-26,7.53000021,4.3,6.67,0,38.9652351890197,804.5721611829201,0.017093861000000002,0.0165293019512109,0.930585533,0,1,89.29712015309,5,1282.8,1277.29,1289.99,1289.99,32.88387593,39.01,0.86000021,1,0,0.0,56.4596895954364,0.012600133000000001,4.78,4.39,0.0286034587001415,4.4,1799.0,0.705,5.199,100.19,0.015300552,49.7,31.9,46.8,32100.0,11.65258917,47580.0,948.0,1.77,0.0348053387250745,24.04,4.8044,45.3646,7.4,1.3054,1370.0,25.54,0.36,0.010114,-0.000925,0.022082
1999-03-29,7.53999996,4.3,6.7,0,39.790609608008204,804.5721611829201,0.017093861000000002,0.0165293019512109,0.989533812,0,1,91.09865868671801,4,1310.17,1282.8,1311.8,1282.8,33.49105317,39.12,0.83999996,1,1,0.0,57.6321904866393,0.012333285,4.84,4.39,0.00626932549434213,4.4,1799.0,0.7659999999999999,5.2589999999999995,100.36,0.015300552,49.7,31.9,46.8,30660.0,9.971948358999999,52440.0,936.0,1.77,0.0334182130446662,23.54,4.8998,45.7103,7.4,1.3478,1841.0,22.11,0.37,0.007298999999999999,-0.003647,0.014318
1999-03-30,7.57000017,4.3,6.66,0,39.498575198062206,804.5721611829201,0.017093861000000002,0.0165293019512109,1.077476142,0,1,90.62113398001699,3,1300.75,1295.53,1310.8,1310.17,33.25025562,39.12,0.91000017,1,0,0.0,57.1861388203654,0.012486266000000001,4.77,4.37,0.0195382095167451,4.4,1799.0,0.726,5.191,100.54,0.015300552,49.7,31.9,46.8,31680.0,13.12950206,30660.0,918.0,1.77,0.0296335747597487,22.73,4.8576,45.6848,7.4,1.2816,1284.0,74.48,0.46,0.009537,-0.005991,-0.008463
1999-03-31,7.53000021,4.3,6.7,0,39.0571980183934,804.5721611829201,0.017093861000000002,0.0165293019512109,1.064180993,0,1,89.16688614217199,2,1286.37,1285.75,1313.53,1300.75,33.94116095,37.9,0.83000021,1,0,0.0,56.523140074309595,0.012631148,4.98,4.36,0.048310137793925005,4.4,1799.0,0.767,5.242000000000001,100.1,0.012212458,49.7,31.9,46.8,54000.0,13.10291829,31860.0,902.0,1.77,0.0317295183183198,23.26,4.7126,45.635,7.4,1.3212,1433.0,48.21,0.47,0.006861,-0.006659999999999999,-0.048143
